N	2gram	Losev_Vlad_2	OGranits
1	и в	30	13
2	и его	6	12
3	прежде всего	6	9
4	может быть	7	8
5	не может	9	8
6	и не	18	8
7	в его	11	7
8	и их	1	7
9	точки зрения	7	7
10	только в	6	6
11	как бы	5	6
12	не только	12	6
13	то что	20	6
14	мы должны	4	6
15	таким образом	3	6
16	все же	9	5
17	и наконец	4	5
18	с точки	3	5
19	хотя бы	3	5
20	мы не	2	4
21	произведения как	1	4
22	но мы	1	4
23	тех пор	1	4
24	еще и	6	4
25	но в	8	4
26	до тех	1	4
27	то же	4	4
28	лишь в	1	4
29	в сознании	1	4
30	в своей	5	4
31	было бы	9	4
32	все это	5	4
33	только и	3	4
34	в двух	2	4
35	и то	5	3
36	самом деле	1	3
37	так и	5	3
38	г в	2	3
39	говорить о	1	3
40	в их	2	3
41	пор пока	1	3
42	общего с	1	3
43	с этим	5	3
44	в которой	4	3
45	в себе	6	3
46	к одному	1	3
47	в одном	1	3
48	так как	5	3
49	здесь мы	3	3
50	но и	8	3
51	как и	5	3
52	что же	8	3
53	не в	9	3
54	да и	3	3
55	но для	1	3
56	и для	3	3
57	никогда не	7	3
58	и все	7	3
59	не столько	3	3
60	что в	12	3
61	ничего общего	1	3
62	смысле слова	1	2
63	для себя	5	2
64	и др	1	2
65	данном случае	2	2
66	в произведении	1	2
67	только его	2	2
68	и может	2	2
69	и этот	1	2
70	мы уже	2	2
71	те же	3	2
72	есть не	1	2
73	если бы	1	2
74	что иное	1	2
75	иное как	1	2
76	не что	1	2
77	с самого	1	2
78	и должно	1	2
79	в ней	4	2
80	ее в	1	2
81	а также	10	2
82	в чем	2	2
83	вне всякой	1	2
84	помимо этого	1	2
85	в общем	2	2
86	что они	1	2
87	наконец в	3	2
88	чем же	1	2
89	его на	3	2
90	как в	3	2
91	в данном	3	2
92	в этом	20	2
93	в том	18	2
94	тот же	5	2
95	в действительности	1	2
96	с г	1	2
97	и отчасти	1	2
98	в этот	1	2
99	которое мы	1	2
100	в целом	4	2
101	и тем	1	2
102	все эти	5	2
103	учение о	3	2
104	думать что	1	2
105	уже в	3	2
106	наша жизнь	1	2
107	кажется что	2	2
108	в нем	4	2
109	при этом	5	2
110	для него	9	2
111	вовсе не	4	2
112	тем что	1	2
113	в них	3	2
114	связанных с	1	2
115	в области	3	2
116	всей своей	1	2
117	а как	1	2
118	в самом	2	2
119	не на	2	2
120	а не	7	2
121	между собою	1	2
122	не мог	8	2
123	и случайное	1	2
124	несмотря на	4	2
125	в связи	8	2
126	том что	12	2
127	в г	1	2
128	от своего	1	2
129	и при	2	2
130	и ее	1	2
131	так же	4	2
132	в отношении	3	2
133	своего рода	1	2
134	в течение	5	2
135	в тех	1	2
136	с этой	4	2
137	не менее	7	2
138	самого начала	1	2
139	разумеется что	2	2
140	не имеет	2	2
141	в книге	1	2
142	собственно говоря	2	2
143	от всех	1	2
144	и является	1	2
145	во всем	1	2
146	нужно отметить	1	2
147	а в	11	2
148	еще в	2	2
149	в целях	1	2
150	нет ничего	3	2
151	и к	6	2
152	в своих	2	2
153	к тому	2	2
154	и это	3	1
155	можно говорить	3	1
156	оно может	1	1
157	категорий мы	1	1
158	одним из	1	1
159	также и	6	1
160	своего развития	1	1
161	в виду	2	1
162	того же	5	1
163	но вообще	1	1
164	как известно	1	1
165	что до	1	1
166	в собственном	1	1
167	но тем	2	1
168	последнее время	2	1
169	и есть	2	1
170	нам кажется	3	1
171	в себя	1	1
172	и до	2	1
173	он всегда	1	1
174	собственном смысле	1	1
175	на том	1	1
176	едва ли	3	1
177	можно было	2	1
178	в нескольких	1	1
179	в несколько	1	1
180	особенно в	1	1
181	здесь нет	1	1
182	мы имеем	1	1
183	когда в	1	1
184	на первом	2	1
185	и о	4	1
186	быть может	1	1
187	для этого	1	1
188	по себе	5	1
189	связанное с	1	1
190	и который	1	1
191	сводится к	1	1
192	но даже	1	1
193	ему в	2	1
194	то это	4	1
195	и он	4	1
196	следовательно в	1	1
197	другими словами	5	1
198	и что	5	1
199	отвечает и	1	1
200	не имеем	1	1
201	еще не	1	1
202	на втором	1	1
203	нам представляется	2	1
204	работает над	3	1
205	время в	4	1
206	произведений эта	1	1
207	не могу	2	1
208	жизни он	1	1
209	к нему	2	1
210	совсем не	4	1
211	но не	3	1
212	то он	1	1
213	и сквозь	1	1
214	борьба с	2	1
215	природы и	1	1
216	отношение к	4	1
217	тут же	2	1
218	нет и	1	1
219	на то	2	1
220	которая и	1	1
221	течение всего	1	1
222	внимание к	1	1
223	не зная	1	1
224	до его	1	1
225	в своем	8	1
226	как из	1	1
227	что касается	3	1
228	собой разумеется	3	1
229	и как	3	1
230	особенно его	1	1
231	его к	1	1
232	этот вопрос	1	1
233	что он	13	1
234	оказывается с	1	1
235	более или	3	1
236	течение всей	2	1
237	есть его	2	1
238	сам собой	1	1
239	от примитивного	1	1
240	организма и	1	1
241	чуть ли	1	1
242	со всеми	1	1
243	так в	1	1
244	выражение в	1	1
245	в этой	4	1
246	в последнее	2	1
247	для всех	1	1
248	остановиться на	1	1
249	в дальнейшем	5	1
250	само собой	3	1
251	была действительно	1	1
252	конечно не	4	1
253	можно установить	1	1
254	только на	1	1
255	в действительном	1	1
256	если он	1	1
257	общения с	1	1
258	и если	4	1
259	точно не	1	1
260	что она	1	1
261	ему я	1	1
262	в статье	2	1
263	или даже	1	1
264	и других	1	1
265	на эту	2	1
266	его и	2	1
267	никто не	1	1
268	в виде	3	1
269	в конце	13	1
270	понятно но	1	1
271	но что	5	1
272	только с	1	1
273	которое является	1	1
274	каждый из	1	1
275	отличие от	3	1
276	на этом	2	1
277	его можно	1	1
278	имеется еще	1	1
279	ее на	2	1
280	это конечно	1	1
281	уже была	1	1
282	даже и	3	1
283	для того	2	1
284	ни о	1	1
285	что мир	1	1
286	в чисто	2	1
287	были для	1	1
288	на все	2	1
289	для своей	1	1
290	и здесь	1	1
291	его в	4	1
292	как к	2	1
293	говорить и	1	1
294	если только	1	1
295	и говорил	1	1
296	заключается в	2	1
297	в природе	1	1
298	он все	2	1
299	ведь в	1	1
300	и находит	1	1
301	он жалуется	1	1
302	что мы	1	1
303	только одно	3	1
304	обратиться к	1	1
305	больше и	1	1
306	к более	1	1
307	для них	1	1
308	из нее	1	1
309	нужно сказать	1	1
310	не было	10	1
311	а на	1	1
312	все равно	1	1
313	далеко не	1	1
314	которой он	2	1
315	он и	3	1
316	уже у	1	1
317	же самый	1	1
318	понятие о	1	1
319	существует то	1	1
320	должно быть	3	1
321	него не	1	1
322	менее всего	1	1
323	такой же	1	1
324	если не	2	1
325	с первых	1	1
326	или менее	3	1
327	которую он	7	1
328	и вполне	3	1
329	в слишком	1	1
330	но если	1	1
331	отчасти в	1	1
332	себе в	2	1
333	при изучении	1	1
334	эти слова	1	1
335	и особенно	3	1
336	к истории	1	1
337	в такой	1	1
338	как это	7	1
339	представление о	1	1
340	в отличие	3	1
341	в которых	1	1
342	здесь делать	1	1
343	мысли и	2	1
344	и глубоко	1	1
345	бы что	1	1
346	бы мы	1	1
347	в столь	1	1
348	он говорит	1	1
349	такой степени	1	1
350	она есть	1	1
351	к этому	6	1
352	что имеет	1	1
353	такого рода	2	1
354	и вот	3	1
355	времени не	1	1
356	тем не	6	1
357	речи в	1	1
358	такие явления	1	1
359	их в	2	1
360	для понимания	1	1
361	уже сам	1	1
362	что такое	1	1
363	только то	1	1
364	это является	1	1
365	быть и	1	1
366	является для	1	1
367	письма к	4	1
368	еще мало	1	1
369	до конца	7	1
370	вплоть до	3	1
371	но это	4	1
372	равно не	1	1
373	в начале	4	1
374	всего его	1	1
375	почти никогда	1	1
376	в то	9	1
377	как о	1	1
378	ноября г	1	1
379	сознании и	1	1
380	близкий к	2	1
381	от матери	1	1
382	вопрос в	1	1
383	весь этот	1	1
384	которых он	1	1
385	мы все	1	1
386	того чтобы	2	1
387	уже на	3	1
388	в самых	2	1
389	само по	2	1
390	никакого отношения	3	1
391	того как	2	1
392	в самой	1	1
393	который является	1	1
394	же время	3	1
395	или как	2	1
396	мыслей и	2	1
397	тем более	3	1
398	вообще в	3	1
399	от него	1	1
400	потому что	9	1
401	связи с	8	1
402	и серьезную	1	1
403	этом отношении	1	1
404	не вполне	2	1
405	об этом	6	1
406	этот не	1	1
407	этот разрыв	1	1
408	сказать что	11	1
409	он называет	3	1
410	равно как	1	1
411	все то	1	1
412	мы здесь	1	1
413	но когда	1	1
414	которая есть	2	1
415	и часто	2	1
416	когда мы	3	1
417	во все	1	1
418	ли не	1	1
419	с его	4	1
420	в совокупности	2	1
421	должны быть	1	1
422	вместе с	8	1
423	и приходится	1	1
424	есть хотя	1	1
425	которая уже	1	1
426	правда все	1	1
427	в данную	1	1
428	например в	1	1
429	по поводу	4	1
430	они не	1	1
