N	3gram	Vygotskiy__3	Problemy
1	и т п	5	9
2	с точки зрения	9	8
3	до сих пор	5	7
4	в одном слове	1	4
5	как и все	1	4
6	в отличие от	1	4
7	не может быть	1	4
8	в самом деле	18	4
9	как бы в	1	4
10	и т д	4	4
11	более или менее	1	3
12	можно было бы	1	3
13	мы уже говорили	3	3
14	к тому же	1	3
15	как мы увидим	2	3
16	с другой стороны	5	3
17	никак не может	1	3
18	нам кажется что	1	2
19	и та же	2	2
20	по мере усиления	1	2
21	это вовсе не	1	2
22	как если бы	3	2
23	может быть и	1	2
24	уже говорили что	1	2
25	и то же	2	2
26	то время как	2	2
27	одно и то	2	2
28	одна и та	1	2
29	я не могу	2	2
30	в то время	2	2
31	но все же	1	2
32	на то что	12	2
33	положение в котором	1	2
34	о том как	2	1
35	а между тем	1	1
36	в этом рассказе	1	1
37	а вовсе не	2	1
38	как и всякое	1	1
39	одна из важнейших	1	1
40	в том и	1	1
41	так что в	1	1
42	то же самое	8	1
43	и если мы	1	1
44	тот же самый	1	1
45	в котором они	1	1
46	и во всех	2	1
47	сих пор не	1	1
48	что он не	1	1
49	я не только	1	1
50	его силы и	1	1
51	т п с	1	1
52	которых мы упоминали	1	1
53	так сказать в	1	1
54	ни на одну	1	1
55	что ж делать	1	1
56	того о чем	1	1
57	дело идет о	1	1
58	с одной стороны	5	1
59	смысле этого слова	2	1
60	в той же	1	1
61	как один из	1	1
62	дело далеко не	1	1
63	в каждой его	1	1
64	все больше и	2	1
65	в жизни а	1	1
66	каждый из них	1	1
67	то что он	2	1
68	перед нами в	1	1
69	во всяком случае	2	1
70	поэтому все эти	1	1
71	в точном смысле	1	1
72	один из его	1	1
73	то же слово	1	1
74	о которых мы	5	1
75	что до сих	1	1
76	самом деле в	1	1
77	не мог бы	1	1
78	тон и стиль	1	1
79	если бы оно	1	1
80	о том что	3	1
81	здесь не только	1	1
82	между этими двумя	1	1
83	к музыке и	1	1
84	была бы совершенно	2	1
85	на самом деле	2	1
86	другой стороны мы	1	1
87	мы можем сказать	1	1
88	не имеет с	1	1
89	этой точки зрения	1	1
90	не только не	1	1
91	и что из	1	1
92	она не только	1	1
93	никогда не говорит	1	1
94	можно сказать что	1	1
95	больше и больше	2	1
96	таким образом и	1	1
97	конечно не в	1	1
98	другое и в	1	1
99	в том что	11	1
100	мы увидим что	7	1
101	и в другом	2	1
