N	3gram	Medvedev_F_3	formyVre
1	и т п	5	11
2	с точки зрения	14	8
3	в связи с	4	7
4	для того чтобы	4	7
5	не только в	1	5
6	в том же	1	4
7	то же время	7	4
8	в то же	7	4
9	друг с другом	1	4
10	имеем в виду	1	3
11	в том числе	1	3
12	о том как	2	3
13	и в то	2	3
14	мы еще вернемся	1	3
15	в большинстве случаев	4	3
16	в том что	3	3
17	и т д	6	3
18	а следовательно и	1	2
19	что в этом	1	2
20	и с рядом	1	2
21	равно как и	2	2
22	то же самое	3	2
23	в этом случае	1	2
24	на первый план	1	2
25	до сих пор	1	2
26	он не был	1	2
27	сами по себе	2	2
28	в последнем счете	2	2
29	друг на друга	1	2
30	том числе и	1	2
31	весь и сплошь	1	2
32	лежит в основе	1	2
33	потому что они	1	2
34	в истории романа	1	2
35	в этом отношении	3	2
36	мы имеем в	1	2
37	еще вернемся в	1	2
38	во все стороны	1	2
39	и того же	1	1
40	и пр и	1	1
41	сводится к тому	1	1
42	другой стороны в	1	1
43	не значит конечно	1	1
44	а вовсе не	4	1
45	в виду что	1	1
46	значит конечно что	1	1
47	и чаще всего	1	1
48	на самом деле	12	1
49	оно не может	1	1
50	в которых еще	1	1
51	с установкой на	2	1
52	они не могут	1	1
53	как и все	2	1
54	тот или иной	1	1
55	место в реальном	1	1
56	в конце концов	2	1
57	в отличие от	2	1
58	в основе их	1	1
59	но в данном	1	1
60	между тем как	1	1
61	как это делают	1	1
62	вместе с этим	1	1
63	со всех сторон	1	1
64	с этой точки	1	1
65	нисколько не противоречит	1	1
66	так сказать в	1	1
67	в реальном времени	3	1
68	вместе с тем	3	1
69	так как он	1	1
70	того чтобы не	1	1
71	и помимо этого	1	1
72	только в этом	1	1
73	как и в	1	1
74	в данном случае	4	1
75	с одной стороны	1	1
76	необходимо остановиться на	1	1
77	можно говорить о	1	1
78	но при этом	1	1
79	не касаемся здесь	1	1
80	обстоит дело с	3	1
81	они конечно не	1	1
82	в пределах индивидуального	1	1
83	здесь имеет место	1	1
84	и пр все	2	1
85	мы не касаемся	1	1
86	это не значит	1	1
87	все более и	1	1
88	пр все это	2	1
89	в наши задачи	1	1
90	объясняется тем что	1	1
91	с другой стороны	5	1
92	не может быть	14	1
93	этой точки зрения	1	1
94	в частности в	1	1
95	видение и изображение	1	1
96	но и помимо	1	1
97	том что они	1	1
98	и вместе с	1	1
99	о том что	1	1
100	распадается на ряд	1	1
101	к тому именно	1	1
102	с тем что	1	1
103	тем существеннее и	1	1
104	с самого начала	1	1
105	как бы ни	2	1
106	более и более	1	1
107	выходит за пределы	1	1
108	т п в	2	1
109	но все же	1	1
110	не выходит за	1	1
111	можно сказать что	1	1
112	одного и того	1	1
113	а вместе с	1	1
114	к тому что	2	1
115	не входят в	1	1
116	здесь необходимо остановиться	1	1
117	пр и пр	1	1
118	и в нем	1	1
119	вовсе не является	3	1
120	и те не	1	1
121	как мы видели	2	1
122	той или иной	1	1
