N	3gram	Losev_Prob_2	Tvorches
1	в то же	4	13
2	в том что	4	6
3	о том что	14	5
4	по нашему мнению	1	5
5	что все это	1	3
6	с самого начала	2	3
7	на самом деле	2	2
8	том что в	2	2
9	точно так же	3	2
10	и в то	1	2
11	можно сказать что	3	2
12	то есть не	3	2
13	не только в	2	2
14	в данном случае	5	2
15	тем не менее	12	2
16	по крайней мере	6	2
17	не то что	1	1
18	но только не	1	1
19	заключается в том	2	1
20	только то что	3	1
21	с одной стороны	5	1
22	и далеко не	1	1
23	это значит что	3	1
24	наталкивают нас на	1	1
25	бы то ни	2	1
26	но даже в	1	1
27	значит что он	1	1
28	что может быть	1	1
29	в связи с	5	1
30	имеем в виду	2	1
31	в конце концов	7	1
32	потому что не	1	1
33	с другой стороны	5	1
34	но это не	1	1
35	до сих пор	4	1
36	а может быть	2	1
37	как и сам	1	1
38	то ни было	1	1
39	и того что	3	1
40	как один из	1	1
41	то же самое	5	1
42	же самое время	4	1
43	в этой области	3	1
44	на первый взгляд	1	1
45	и т д	6	1
46	и не имеют	1	1
47	хотя бы и	3	1
48	с большим трудом	1	1
49	в настоящее время	16	1
50	не что иное	3	1
51	он не может	1	1
52	и тем не	1	1
53	то что в	1	1
54	мы имеем в	1	1
55	говорить о том	1	1
56	на самом же	1	1
57	самом же деле	1	1
58	что иное как	3	1
59	так и от	1	1
60	в известном смысле	1	1
61	вместе с тем	1	1
62	на том или	2	1
63	нам кажется что	1	1
64	о чем и	1	1
65	между прочим в	1	1
66	такое представление о	1	1
67	сами по себе	2	1
68	и отношений между	1	1
69	все тот же	1	1
70	он перестает быть	1	1
71	ту или иную	1	1
72	все более и	1	1
73	не может не	1	1
74	не был бы	4	1
75	то и другое	1	1
76	может быть определен	1	1
77	это вовсе не	1	1
78	более и более	1	1
79	это прежде всего	1	1
