N	2gram	Voloshinov_2	Istorich
1	что он	4	24
2	не только	13	18
3	может быть	28	17
4	и в	19	15
5	никогда не	7	15
6	так как	3	14
7	но и	10	14
8	так же	5	13
9	что в	2	12
10	то что	4	12
11	а в	3	12
12	в этом	15	11
13	в этих	3	11
14	мы знаем	2	11
15	и не	19	11
16	то же	16	10
17	что они	2	10
18	его в	7	10
19	этих случаях	1	10
20	еще не	3	9
21	все же	5	9
22	в другом	3	9
23	с тем	1	9
24	и здесь	5	9
25	потому что	1	9
26	он не	3	8
27	связи с	13	8
28	мы увидим	2	8
29	мы можем	6	8
30	мы видим	1	8
31	в нем	11	7
32	таким образом	14	7
33	том что	10	7
34	не в	10	7
35	ничего не	4	7
36	и пр	25	7
37	вместе с	2	7
38	сих пор	3	7
39	связана с	2	6
40	мы здесь	2	6
41	то это	1	6
42	но в	7	6
43	что это	2	6
44	и что	1	6
45	в его	5	6
46	что и	3	6
47	мы уже	6	6
48	так что	1	6
49	до сих	3	6
50	как бы	19	6
51	в том	7	6
52	только в	8	6
53	как в	1	5
54	с этим	3	5
55	и наконец	1	5
56	что она	1	5
57	но все	1	5
58	было бы	4	5
59	этого не	1	5
60	в котором	3	5
61	в иной	1	5
62	в русской	1	5
63	так и	10	5
64	к нему	5	5
65	в одном	1	5
66	прежде всего	7	5
67	к которому	1	5
68	а не	9	5
69	в связи	7	5
70	не может	18	5
71	этом случае	1	5
72	к тому	6	5
73	что эти	1	4
74	в ней	3	4
75	и на	5	4
76	в одной	2	4
77	в себе	4	4
78	все эти	3	4
79	в этой	3	4
80	при этом	9	4
81	и с	2	4
82	вопрос о	2	4
83	но он	1	4
84	но они	2	4
85	другими словами	2	4
86	или на	1	4
87	в другой	1	4
88	что здесь	1	4
89	с одной	3	4
90	его и	3	4
91	у нее	1	4
92	у него	2	4
93	тем что	2	4
94	и др	1	4
95	связь с	4	4
96	но это	1	4
97	мы должны	1	4
98	одной из	3	4
99	и другие	1	4
100	они не	2	4
101	мы не	2	3
102	не совсем	1	3
103	дать ему	1	3
104	он был	2	3
105	видели что	1	3
106	эта связь	1	3
107	когда он	1	3
108	увидим что	1	3
109	из этих	1	3
110	как он	1	3
111	на то	4	3
112	всех этих	1	3
113	здесь мы	3	3
114	в работе	1	3
115	уже знаем	2	3
116	он и	2	3
117	в их	5	3
118	выше мы	1	3
119	свет на	2	3
120	с одним	1	3
121	и его	16	3
122	и это	3	3
123	но по	2	3
124	в каких	1	3
125	в себя	1	3
126	так в	1	3
127	роль в	1	3
128	по мере	4	3
129	о том	3	3
130	должно было	1	3
131	а именно	1	3
132	того что	4	3
133	в качестве	3	3
134	же и	1	3
135	по отношению	8	3
136	в состоянии	1	3
137	в других	1	3
138	одной стороны	3	3
139	как это	1	3
140	все это	1	3
141	силу и	1	3
142	отношению к	8	3
143	также что	1	2
144	например в	1	2
145	формы этой	2	2
146	самом деле	9	2
147	на самом	7	2
148	и для	7	2
149	в сущности	14	2
150	что иное	1	2
151	принадлежит к	1	2
152	хотя бы	6	2
153	и то	3	2
154	иное как	2	2
155	во всех	6	2
156	то мы	2	2
157	но не	2	2
158	не все	1	2
159	его на	1	2
160	дает нам	1	2
161	перед нами	3	2
162	ясно и	1	2
163	не сам	1	2
164	к чему	1	2
165	в которой	1	2
166	или его	1	2
167	тому же	2	2
168	не могла	1	2
169	главным образом	1	2
170	так сказать	14	2
171	в силу	1	2
172	и если	1	2
173	из него	2	2
174	человека в	1	2
175	из них	1	2
176	той же	3	2
177	его не	1	2
178	на этой	5	2
179	с другими	3	2
180	это не	4	2
181	в жизни	2	2
182	ни в	6	2
183	он является	1	2
184	как и	9	2
185	мы видели	4	2
186	перейдем к	2	2
187	здесь она	1	2
188	во время	1	2
189	эта черта	1	2
190	и ее	4	2
191	не столько	1	2
192	и более	7	2
193	самого начала	5	2
194	одна из	7	2
195	и именно	2	2
196	в русском	4	2
197	другой стороны	1	2
198	нам важно	2	2
199	так называемый	1	2
200	здесь нет	1	2
201	кроме того	1	2
202	только с	2	2
203	был бы	1	2
204	же мы	1	2
205	в нее	1	2
206	к себе	1	2
207	мы в	1	2
208	когда мы	1	2
209	могут быть	3	2
210	того чтобы	6	2
211	здесь не	1	2
212	уже с	1	2
213	с самого	5	2
214	говорили что	1	2
215	приводит к	2	2
216	и когда	1	2
217	на нее	1	2
218	подойти к	1	2
219	одно из	1	2
220	в разных	1	2
221	находится в	1	2
222	другом месте	1	2
223	с другой	3	2
224	что эта	1	2
225	в него	1	2
226	на которой	1	2
227	но с	1	2
228	оно и	1	2
229	с ними	4	2
230	и так	1	2
231	проникнуть в	1	2
232	уже в	2	2
233	в нашей	1	2
234	является не	5	2
235	дает ему	1	2
236	и их	4	2
237	слова в	8	2
238	и только	1	2
239	не было	3	2
240	в особенности	2	2
241	и из	1	2
242	именно в	2	2
243	здесь в	2	2
244	следовательно не	1	2
245	а с	2	2
246	себя и	1	2
247	его из	3	2
248	в некоторых	1	2
249	что им	1	2
250	превращается в	1	2
251	нет ничего	1	2
252	смысле этого	4	2
253	в тех	2	2
254	да и	3	2
255	здесь имеется	1	2
256	в основном	4	2
257	и часто	1	2
258	по наследству	1	2
259	или в	2	2
260	чтобы понять	2	2
261	в системе	2	2
262	не знает	2	2
263	сказать что	4	2
264	на один	1	2
265	не что	1	2
266	также не	1	2
267	ее в	1	2
268	можно говорить	1	1
269	относится и	1	1
270	часто находит	2	1
271	сам по	1	1
