N	2gram	Vygotskiy__1	Myslijsy
1	потому что	10	52
2	то есть	26	42
3	и в	31	39
4	может быть	22	27
5	в том	30	26
6	только в	14	25
7	не может	17	22
8	что в	23	22
9	не только	13	21
10	так как	18	21
11	а не	13	21
12	в нем	2	20
13	но и	2	20
14	и не	16	18
15	языка и	1	17
16	том что	16	16
17	так что	5	16
18	в этом	12	15
19	не в	11	15
20	если бы	6	14
21	в себе	4	13
22	таким образом	20	13
23	так и	3	13
24	чувства и	2	13
25	было бы	6	12
26	есть только	2	11
27	точно так	3	11
28	мы не	12	10
29	как в	9	10
30	по себе	9	10
31	и что	8	10
32	а потому	3	10
33	то что	32	10
34	не есть	3	10
35	но в	3	9
36	как и	16	9
37	мысли в	3	9
38	тогда когда	5	9
39	могут быть	11	9
40	для нас	5	9
41	там же	2	9
42	мысли и	2	9
43	но не	3	8
44	в слове	3	8
45	точки зрения	15	8
46	о происхождении	1	8
47	в одном	2	8
48	того что	10	8
49	со стороны	4	8
50	вместе с	8	8
51	чувство и	1	8
52	в ней	1	7
53	с этим	3	7
54	духа и	1	7
55	это не	1	7
56	в этих	4	7
57	в нас	2	7
58	должны быть	3	7
59	то и	2	7
60	себе представить	2	7
61	с другой	5	7
62	должно быть	1	7
63	и т	26	6
64	то же	5	6
65	независимо от	2	6
66	все же	5	6
67	и как	2	6
68	при этом	19	6
69	и по	3	6
70	между собою	1	6
71	и наоборот	1	6
72	не менее	2	6
73	того как	1	6
74	тем не	2	6
75	что на	3	6
76	в каком	2	6
77	что и	13	6
78	еще не	1	6
79	как бы	5	6
80	в первом	1	5
81	с в	3	5
82	то это	1	5
83	во всех	1	5
84	мысль что	3	5
85	только тогда	7	5
86	то в	1	5
87	не следует	1	5
88	с тем	3	5
89	несмотря на	5	5
90	и его	7	5
91	что при	3	5
92	которые мы	1	5
93	если же	2	5
94	между тем	4	5
95	во втором	1	5
96	в его	6	5
97	для всех	4	5
98	вовсе не	6	5
99	что человек	1	5
100	зависит от	1	5
101	так же	12	5
102	и потому	2	5
103	быть только	1	5
104	но это	3	5
105	и для	5	5
106	а в	6	5
107	другой стороны	5	5
108	в таком	3	5
109	на деле	3	4
110	этой теории	6	4
111	вопрос о	3	4
112	есть нечто	2	4
113	с но	1	4
114	бы ни	2	4
115	а только	2	4
116	удовольствия и	1	4
117	увидим что	2	4
118	из этих	6	4
119	т д	8	4
120	в каждом	3	4
121	этом смысле	2	4
122	мы видели	2	4
123	т п	16	4
124	тем самым	2	4
125	однако в	1	4
126	в то	5	4
127	должен бы	1	4
128	никогда не	8	4
129	во всем	3	4
130	не могут	3	4
131	к тому	4	4
132	свою очередь	1	4
133	что мысль	1	4
134	бы в	2	4
135	слов и	1	4
136	в стороне	1	4
137	то на	2	4
138	и других	3	4
139	для него	1	4
140	само по	5	4
141	в более	1	4
142	не было	3	4
143	и даже	6	4
144	в действительности	1	4
145	прежде всего	4	4
146	там где	4	4
147	что мы	8	4
148	тому как	7	4
149	для души	1	4
150	слова и	1	4
151	при таком	1	4
152	от него	2	4
153	от того	3	4
154	мы видим	5	4
155	в свою	1	4
156	языка то	1	4
157	в своих	4	4
158	не иначе	1	3
159	того же	2	3
160	смотрит на	1	3
161	должна быть	3	3
162	что если	1	3
163	и то	2	3
164	столь же	4	3
165	тем как	1	3
166	явлений и	1	3
167	очевидно что	6	3
168	сама по	2	3
169	относится к	1	3
170	что как	1	3
171	в своем	3	3
172	хотя и	3	3
173	что по	3	3
174	в самом	11	3
175	что это	6	3
176	думать что	1	3
177	он не	3	3
178	подобно тому	5	3
179	а вместе	1	3
180	что все	3	3
181	в мире	1	3
182	той же	3	3
183	и с	2	3
184	заключается в	7	3
185	и тем	2	3
186	в жизни	2	3
187	в них	2	3
188	показывает что	5	3
189	в этой	3	3
190	во внимание	2	3
191	понятия и	1	3
192	восприятия и	1	3
193	не так	1	3
194	и при	1	3
195	в своей	3	3
196	удовольствие и	1	3
197	и без	2	3
198	с точки	2	3
199	и той	3	3
200	бытия и	1	3
201	с так	2	3
202	тому что	4	3
203	она не	5	3
204	для того	6	3
205	самого начала	1	3
206	только из	4	3
207	с и	5	3
208	как она	2	3
209	в сознании	2	3
210	оно не	1	3
211	для себя	1	3
212	и это	3	3
213	но при	1	3
214	с самого	1	3
215	столько же	1	3
216	том как	1	3
217	и вообще	1	3
218	с ним	2	3
219	разница между	3	3
220	одной и	4	3
221	и во	2	3
222	в другой	2	3
223	о предмете	1	3
224	мы увидим	4	3
225	по мнению	2	3
226	но как	2	3
227	с одной	5	3
228	из которого	2	3
229	судить о	1	3
230	если мы	12	3
231	только на	3	3
232	каким образом	1	3
233	звука в	1	3
234	одно из	2	3
235	и их	2	3
236	никто не	1	3
237	представить себе	3	3
238	могло бы	4	3
239	мысли с	1	3
240	что для	2	3
241	связи с	1	3
242	одной стороны	6	3
243	в состоянии	3	3
244	и от	2	3
245	об отношении	1	3
246	то не	1	3
247	и все	5	3
248	к этой	2	3
249	мы должны	1	3
250	сказать что	7	3
251	по поводу	2	3
252	как на	3	3
253	во всяком	8	3
254	в применении	2	2
255	совершенно справедливо	1	2
256	и есть	5	2
257	тем же	3	2
258	а как	1	2
259	есть необходимое	1	2
260	есть не	2	2
261	в сущности	10	2
262	народного духа	1	2
263	есть для	2	2
264	бы то	1	2
265	служит для	1	2
266	то мы	1	2
267	то он	1	2
268	одном и	1	2
269	значение и	1	2
270	для всякого	1	2
271	тогда как	1	2
272	за пределы	1	2
273	что именно	1	2
274	выйти из	1	2
275	в одних	1	2
276	в полном	2	2
277	и слова	1	2
278	могли бы	1	2
279	с понятием	1	2
280	его к	1	2
281	в которой	4	2
282	в целом	5	2
283	образом и	1	2
284	есть как	1	2
285	бы только	1	2
286	во многих	1	2
287	на то	10	2
288	можно себе	1	2
289	и если	4	2
290	все ее	1	2
291	теории и	1	2
292	мы можем	4	2
293	он должен	1	2
294	как увидим	1	2
295	к одному	1	2
296	и более	1	2
297	словом или	1	2
298	с этой	4	2
299	но все	1	2
300	могла бы	1	2
301	на все	1	2
302	он есть	1	2
303	отдельного лица	1	2
304	чем в	1	2
305	мыслью и	1	2
306	и того	1	2
307	одного и	2	2
308	та что	1	2
309	но если	1	2
310	взгляд на	1	2
311	быть названы	1	2
312	в их	1	2
313	мы называем	1	2
314	и понятия	2	2
315	природы но	1	2
316	слова в	3	2
317	не могли	1	2
318	том и	2	2
319	том же	2	2
320	то чего	1	2
321	дело в	1	2
322	к новым	1	2
323	что иное	1	2
324	того чтобы	7	2
325	нам и	1	2
326	только не	3	2
327	следовательно и	1	2
328	заметить что	1	2
329	что речь	2	2
330	заключает в	1	2
331	как будто	5	2
332	не потому	1	2
333	все то	3	2
334	когда мы	3	2
335	сравнительно с	1	2
336	его с	1	2
337	себя только	1	2
338	конечной цели	1	2
339	имеет место	2	2
340	как мы	2	2
341	не будет	3	2
342	только при	3	2
343	в собственном	3	2
344	мысль о	1	2
345	только то	2	2
346	и может	2	2
347	времени и	1	2
348	в виду	4	2
349	иное как	1	2
350	о том	7	2
351	никак не	4	2
352	одного из	1	2
353	не имеем	1	2
354	утверждает что	2	2
355	все в	1	2
356	самый процесс	1	2
357	не назовем	1	2
358	что самое	3	2
359	стало быть	2	2
360	и только	3	2
361	что бы	1	2
362	и следовательно	2	2
363	в каждую	1	2
364	как например	2	2
365	всякое произведение	2	2
366	в разные	2	2
367	которое мы	1	2
368	принять что	1	2
369	по этому	2	2
370	отдельных лиц	5	2
371	есть в	7	2
372	в таких	1	2
373	внимание что	1	2
374	уже не	2	2
375	не можем	3	2
376	же в	1	2
377	при помощи	20	2
378	но совершенно	2	2
379	за ним	1	2
380	заключить что	1	2
