N	3gram	Vygotskiy__4	Dialekti
1	и т д	2	15
2	с точки зрения	4	9
3	в том что	12	9
4	что иное как	1	8
5	не что иное	1	8
6	не может быть	1	6
7	то же время	1	6
8	в то же	1	6
9	сама по себе	3	5
10	для того чтобы	19	5
11	в этом смысле	1	4
12	это и есть	3	4
13	подобно тому как	1	4
14	ни в каком	1	4
15	и той же	2	3
16	одной и той	2	3
17	лежит в основе	1	3
18	и в этом	3	3
19	событий а не	1	3
20	что это есть	1	3
21	на то что	6	3
22	равно как и	1	2
23	о том как	2	2
24	и в то	1	2
25	сам по себе	2	2
26	точно так же	3	2
27	с этой точки	1	2
28	уже о том	1	2
29	ничего общего с	1	2
30	т д все	1	2
31	этой точки зрения	1	2
32	вовсе не в	1	2
33	то что мы	3	2
34	в свою очередь	1	2
35	и в частности	2	2
36	мы видим что	2	2
37	что в результате	1	1
38	что она не	1	1
39	что в этом	1	1
40	прямо сказать что	1	1
41	сказать что в	2	1
42	получится если мы	1	1
43	в ней и	1	1
44	та же самая	1	1
45	дело в том	1	1
46	а не в	1	1
47	такой же точно	1	1
48	что это не	2	1
49	должно было бы	2	1
50	же как и	1	1
51	имеет в виду	1	1
52	мы переходим к	1	1
53	только для того	1	1
54	в той же	1	1
55	указывает и на	1	1
56	так как мы	2	1
57	и та же	2	1
58	можно сказать что	1	1
59	не было бы	1	1
60	с тем что	1	1
61	совершенно ясно что	3	1
62	до некоторой степени	1	1
63	случай указать что	1	1
64	смысла но об	1	1
65	самого по себе	1	1
66	ни о какой	1	1
67	и что это	1	1
68	в жизни и	1	1
69	свой смысл и	1	1
70	как и на	1	1
71	можно найти в	1	1
72	в это время	2	1
73	и для этого	1	1
74	как бы говорит	1	1
75	а не только	1	1
76	если бы мы	2	1
77	не только в	1	1
78	невозможно потому что	1	1
79	в каком случае	1	1
80	в конце концов	3	1
81	и в сущности	1	1
82	чтобы мы могли	1	1
83	ясно что в	1	1
84	это не так	1	1
85	мы будем говорить	1	1
86	если мы хотим	1	1
87	так или иначе	1	1
88	но только в	1	1
89	сам не может	1	1
90	и так как	1	1
91	я не могу	1	1
92	и мы не	1	1
93	и на этом	1	1
94	как бы в	1	1
95	и как только	1	1
96	если мы будем	2	1
97	вместе с ним	1	1
98	ней и в	1	1
99	в нем нет	2	1
100	лежащий в основе	1	1
101	то обстоятельство что	1	1
102	но это значит	1	1
103	потому что все	1	1
104	имел в виду	1	1
105	лежащая в основе	1	1
106	так же нельзя	1	1
107	том что они	1	1
108	одна и та	2	1
109	о том что	10	1
110	и вместе с	1	1
111	не только не	2	1
112	но никак не	1	1
113	и не может	1	1
114	переходит сама собой	1	1
115	речь идет о	2	1
116	с другой стороны	2	1
117	совершенно очевидно что	1	1
118	все время перед	1	1
119	ни одна из	1	1
120	каком случае нельзя	1	1
121	это как бы	1	1
122	в каком отношении	1	1
123	смысл и свое	1	1
124	но если бы	2	1
125	о ней не	1	1
126	может быть в	1	1
127	из того что	1	1
128	мы только что	1	1
129	д все это	1	1
