N	3gram	Bakhtin_Pr_3	Vladivir
1	в том что	1	9
2	во всяком случае	5	6
3	тем не менее	2	6
4	что же касается	1	5
5	и то что	1	5
6	по крайней мере	3	4
7	как мы знаем	2	4
8	с точки зрения	4	3
9	в отличие от	2	3
10	в то же	12	3
11	на этот раз	1	3
12	в конце концов	3	3
13	то что он	1	3
14	то же время	12	3
15	о том что	2	3
16	хотя и не	1	2
17	на то что	1	2
18	и до конца	1	2
19	в том же	1	2
20	как мы сказали	1	2
21	в данном случае	1	2
22	так и не	1	2
23	в свою очередь	1	2
24	как мы видели	2	2
25	в которой он	1	1
26	и он был	1	1
27	потому что в	1	1
28	и во всяком	1	1
29	но и по	1	1
30	но даже и	1	1
31	и его отношение	1	1
32	в этом случае	2	1
33	он не может	3	1
34	как раз и	2	1
35	не было и	1	1
36	до сих пор	1	1
37	и в то	5	1
38	к ней с	1	1
39	и если б	1	1
40	что даже и	1	1
41	бы то ни	4	1
42	а может быть	2	1
43	в этом отношении	1	1
44	то что в	1	1
45	что в нем	2	1
46	никак не мог	1	1
47	в первых двух	1	1
48	в нем он	1	1
49	почти никогда не	1	1
50	на первом плане	1	1
51	что все это	2	1
52	и не в	3	1
53	вместе с тем	2	1
54	в тот же	1	1
55	и не принимает	1	1
56	и с этой	1	1
57	может быть и	1	1
58	и стремится к	1	1
59	в этом роде	1	1
60	я этого не	2	1
61	для него самого	1	1
62	о чем он	1	1
63	но в то	3	1
64	таким каков он	1	1
65	сколько потому что	1	1
66	я вовсе не	1	1
67	в высшей степени	3	1
68	и все его	1	1
69	очень рад что	1	1
70	мне было бы	1	1
71	душевных и духовных	1	1
72	потому что тогда	1	1
73	рад что вы	1	1
74	но в общем	2	1
75	и как бы	1	1
76	его отношение к	4	1
77	у него с	1	1
78	к одному из	1	1
79	с ним и	1	1
80	которых он не	1	1
81	но как бы	1	1
82	к той же	1	1
83	и вы меня	1	1
84	и наконец в	2	1
85	это конечно не	1	1
86	и в том	1	1
87	не может быть	6	1
88	что же это	1	1
89	то что я	2	1
90	и ни в	1	1
91	по себе как	1	1
92	раз и навсегда	1	1
93	но тем не	1	1
94	имел в виду	1	1
95	но только в	1	1
96	того что он	2	1
97	каков он есть	1	1
98	с самого начала	8	1
99	и прежде всего	4	1
100	самого начала в	1	1
101	в самом деле	3	1
102	так как я	1	1
103	но все же	1	1
104	можно сказать что	1	1
105	к нему с	1	1
106	за то что	1	1
107	два года назад	1	1
108	в этом смысле	4	1
109	как мы уже	1	1
110	и больше ничего	1	1
111	все же из	1	1
112	вы может быть	1	1
113	и в нем	3	1
114	с которыми мы	1	1
115	он во всяком	1	1
116	для того чтобы	1	1
117	к тому же	2	1
118	уже с самого	1	1
119	и т д	2	1
120	которых мы коснемся	1	1
