N	2gram	Losev_Vesc_1	Komedia
1	и в	21	22
2	т е	55	13
3	том что	8	12
4	но и	18	11
5	в том	8	11
6	не только	36	10
7	в то	3	10
8	из них	4	10
9	и т	19	9
10	как и	8	9
11	может быть	16	9
12	таким образом	8	8
13	о том	6	8
14	и его	2	8
15	в одном	2	8
16	и не	29	8
17	едва ли	1	7
18	в этой	3	7
19	то же	6	6
20	тому же	1	6
21	и по	1	6
22	не в	5	6
23	в отношении	4	6
24	ни в	1	6
25	в конце	2	6
26	одного из	1	6
27	что он	1	6
28	к тому	3	6
29	а в	4	6
30	в которой	1	6
31	что в	9	6
32	в истории	1	5
33	то время	1	5
34	при этом	1	5
35	потому что	16	5
36	со своим	7	5
37	мы встречаем	1	5
38	так и	3	5
39	и даже	6	5
40	один из	3	5
41	уже в	1	5
42	в его	2	5
43	прежде всего	9	5
44	о которых	1	5
45	с другой	6	5
46	когда же	1	5
47	все это	5	5
48	другой стороны	2	5
49	из его	2	4
50	время как	1	4
51	что они	6	4
52	но в	5	4
53	в нем	2	4
54	т д	19	4
55	и вот	2	4
56	в другом	2	4
57	несмотря на	1	4
58	точки зрения	5	4
59	в котором	3	4
60	так как	7	4
61	как мы	4	4
62	ли не	1	4
63	в в	2	4
64	так в	1	4
65	ясно что	8	4
66	а также	1	4
67	что и	3	4
68	в качестве	1	4
69	мы можем	4	4
70	тем что	2	4
71	именно в	1	4
72	и опять	1	4
73	в результате	3	4
74	конце концов	2	4
75	же в	1	4
76	по поводу	1	4
77	к этому	1	4
78	новое время	1	3
79	же как	1	3
80	мы не	6	3
81	и о	3	3
82	в чем	6	3
83	с одной	3	3
84	в этом	4	3
85	все же	4	3
86	хотя и	4	3
87	и как	8	3
88	по имени	6	3
89	на то	4	3
90	главным образом	1	3
91	да и	3	3
92	и еще	2	3
93	здесь мы	1	3
94	и с	8	3
95	его в	2	3
96	и ее	18	3
97	вопрос о	1	3
98	не менее	3	3
99	однако в	1	3
100	ничего не	3	3
101	этом отношении	1	3
102	у нас	7	3
103	могут быть	1	3
104	в частности	1	3
105	как из	1	3
106	тот же	3	3
107	только в	14	3
108	и у	3	3
109	в виде	1	3
110	отношение к	1	3
111	у него	2	3
112	как раз	9	3
113	к которому	1	3
114	так же	1	3
115	как это	2	3
116	их к	1	3
117	одной стороны	3	3
118	в течение	1	3
119	не мог	1	3
120	в более	1	3
121	и все	5	3
122	это однако	1	2
123	того же	5	2
124	ту же	2	2
125	из всех	1	2
126	в и	2	2
127	в сущности	4	2
128	на себя	1	2
129	большей частью	1	2
130	бы то	4	2
131	отличие от	1	2
132	в настоящем	2	2
133	относится к	5	2
134	чем же	3	2
135	наряду с	1	2
136	независимо от	5	2
137	для ее	2	2
138	в самом	9	2
139	меньшей мере	1	2
140	раз в	1	2
141	в себе	14	2
142	только один	2	2
143	в первой	2	2
144	в принципе	1	2
145	не к	1	2
146	в силу	3	2
147	на этом	2	2
148	то ни	4	2
149	было бы	14	2
150	и тем	3	2
151	в новое	1	2
152	как видно	1	2
153	мы видели	1	2
154	или менее	1	2
155	и без	3	2
156	всяком случае	2	2
157	почти не	1	2
158	и самого	1	2
159	но он	2	2
160	тем не	3	2
161	одна из	5	2
162	по меньшей	1	2
163	это еще	1	2
164	к ней	2	2
165	по своей	2	2
166	как будто	1	2
167	ли это	7	2
168	же самое	1	2
169	для себя	5	2
170	с ее	6	2
171	на нем	1	2
172	всего этого	1	2
173	только при	1	2
174	в себя	13	2
175	что у	5	2
176	времени и	1	2
177	из всего	1	2
178	мог бы	5	2
179	для этого	4	2
180	находится в	3	2
181	и здесь	4	2
182	нас в	3	2
183	и во	3	2
184	и можно	1	2
185	еще не	8	2
186	даже если	1	2
187	в эти	1	2
188	для всех	1	2
189	из которых	1	2
190	в как	1	2
191	мы знаем	1	2
192	вовсе не	10	2
193	со стороны	5	2
194	даже не	7	2
195	до сих	1	2
196	еще и	8	2
197	и притом	3	2
198	то и	4	2
199	из наиболее	1	2
200	не может	17	2
201	вместе с	1	2
202	v века	1	2
203	но не	5	2
204	же когда	2	2
205	и формы	2	2
206	к нему	1	2
207	сих пор	1	2
208	но это	10	2
209	между прочим	3	2
210	об отношении	1	2
211	или в	2	2
212	будто бы	1	2
213	только что	2	2
214	ни было	4	2
215	то что	27	2
216	е в	7	2
217	в свою	4	2
218	из своей	1	2
219	в действительности	7	2
220	ее в	1	2
221	в своих	1	2
222	во всяком	3	2
223	все что	1	2
224	к полному	1	1
225	можно говорить	2	1
226	в применении	1	1
227	вне всяких	1	1
228	также и	6	1
229	обычно в	1	1
230	чтобы не	1	1
231	сам по	3	1
232	на самом	1	1
233	не что	7	1
234	всех но	1	1
235	между двумя	1	1
236	и всем	4	1
237	из самых	2	1
238	от которых	1	1
239	и больше	9	1
240	только очень	2	1
241	в зависимости	1	1
242	же образ	1	1
243	мы уже	3	1
244	той же	2	1
245	для своего	1	1
246	в защиту	1	1
247	повседневной жизни	2	1
248	ни у	1	1
249	из своих	1	1
250	духовной и	1	1
251	что иное	7	1
252	это отношение	1	1
253	из того	2	1
254	ему в	1	1
255	то это	3	1
256	и заставляет	2	1
257	зависимости от	1	1
258	и он	1	1
259	в ней	12	1
260	думаю что	1	1
261	иное как	7	1
262	быть в	1	1
263	а только	3	1
264	во всех	2	1
265	подходить к	1	1
266	коем случае	1	1
267	же она	1	1
268	не известно	1	1
269	не все	1	1
270	очевидно что	1	1
271	а и	9	1
272	поскольку в	1	1
273	судить об	1	1
274	отнюдь не	5	1
275	с этим	3	1
276	с собой	2	1
277	в своем	6	1
278	когда он	1	1
279	говорит что	1	1
280	и к	1	1
281	самом начале	1	1
282	более или	1	1
283	то в	4	1
284	культуры и	1	1
285	что это	13	1
286	мы получаем	1	1
287	так или	4	1
288	что же	8	1
289	из этих	1	1
290	одном случае	1	1
291	сущности и	1	1
292	но без	1	1
293	приводит к	1	1
294	только на	3	1
295	остановиться на	1	1
296	бы только	1	1
297	ее как	2	1
298	не могла	1	1
299	для защиты	1	1
300	что эти	1	1
301	в передней	1	1
302	о принципиальной	1	1
303	от каждой	1	1
304	оно в	1	1
305	и почему	1	1
306	с именем	4	1
307	к одному	3	1
308	понятий и	2	1
309	по существу	2	1
310	действительности к	1	1
311	быть с	1	1
312	д все	1	1
313	из него	1	1
314	его от	1	1
315	подобно тому	4	1
316	одному и	1	1
317	что она	15	1
318	действительности на	1	1
319	такого же	1	1
320	человека в	1	1
321	что все	2	1
322	же не	1	1
323	то чтобы	3	1
324	они должны	1	1
325	от некоторых	1	1
326	конечно в	1	1
327	об этом	3	1
328	выражение и	1	1
329	а его	1	1
330	на этой	1	1
331	это было	1	1
332	перед нами	2	1
333	должен был	1	1
334	высказать и	1	1
335	в жизни	3	1
336	и каждый	1	1
337	философам и	1	1
338	говорить в	1	1
339	а с	3	1
340	все равно	2	1
341	с тем	5	1
342	и уже	1	1
343	слова и	5	1
344	по той	1	1
345	комическое впечатление	1	1
346	в этих	1	1
347	можно только	4	1
348	не так	1	1
349	отрыве от	2	1
350	но если	8	1
351	и поскольку	1	1
352	нас не	1	1
353	никто не	1	1
354	в отличие	1	1
355	стало быть	1	1
356	время была	2	1
357	более подробном	1	1
358	однако не	2	1
359	и эти	2	1
360	и более	1	1
361	с такими	1	1
362	пока в	1	1
363	iii и	1	1
364	по себе	13	1
365	части и	1	1
366	тому что	2	1
367	если и	1	1
368	она могла	2	1
369	и другое	4	1
370	сделать и	1	1
371	если в	1	1
372	к новым	1	1
373	и сама	3	1
374	с и	1	1
375	также что	1	1
376	достигает своего	1	1
377	в самых	1	1
378	того чтобы	3	1
379	чем не	2	1
380	он с	1	1
381	следовательно и	1	1
382	в коем	1	1
383	связанное с	1	1
384	что только	3	1
385	в науке	1	1
386	во всем	1	1
387	на мой	1	1
388	до того	1	1
389	мы и	1	1
390	что на	2	1
391	ему не	1	1
392	и для	9	1
393	к себе	4	1
394	к сфере	1	1
395	это конечно	1	1
396	с полной	4	1
