N	3gram	Losev_Prob_4	FransuaR
1	в то же	2	9
2	для того чтобы	2	6
3	в том что	8	6
4	в связи с	3	5
5	а также и	2	4
6	так же как	1	4
7	на самом деле	3	4
8	в том числе	1	4
9	потому что он	2	3
10	до сих пор	1	3
11	здесь не в	2	3
12	и прежде всего	2	3
13	потому что она	2	2
14	дело здесь не	1	2
15	то же самое	6	2
16	в чем же	1	2
17	дело в том	1	2
18	здесь перед нами	5	2
19	как и во	1	2
20	с точки зрения	11	2
21	они вовсе не	1	2
22	том числе и	1	2
23	можно было бы	4	2
24	и не в	1	2
25	о том как	1	2
26	же как и	1	2
27	в данном случае	5	2
28	и с точки	3	2
29	в то время	2	2
30	в самой жизни	1	2
31	все эти образы	2	2
32	от страха и	1	2
33	то есть в	6	2
34	здесь как и	2	2
35	к тому же	2	2
36	не только для	2	2
37	что иное как	2	1
38	хотя и не	2	1
39	в той или	7	1
40	не обходится и	1	1
41	далеко не все	1	1
42	уже и самые	1	1
43	это нисколько не	1	1
44	так же необходимо	1	1
45	ни на какую	1	1
46	как раз и	1	1
47	в мировой литературе	1	1
48	и в то	1	1
49	коем случае нельзя	1	1
50	ни в коем	3	1
51	что он не	1	1
52	по своему содержанию	5	1
53	на самом же	2	1
54	где бы эти	1	1
55	то что в	1	1
56	это вовсе не	1	1
57	и даже в	1	1
58	в основе своей	1	1
59	одном и том	1	1
60	в значительной мере	2	1
61	вместе с тем	3	1
62	во всех областях	1	1
63	в коем случае	3	1
64	и в частности	2	1
65	в это время	1	1
66	и вот эта	1	1
67	что он никак	1	1
68	здесь нет и	1	1
69	как мы сказали	1	1
70	есть другими словами	1	1
71	того чтобы не	1	1
72	то есть другими	1	1
73	и том же	1	1
74	между собою и	1	1
75	в одном случае	2	1
76	почти всегда есть	1	1
77	то перед нами	2	1
78	то есть чисто	1	1
79	самом же деле	2	1
80	независимо от их	1	1
81	об этом мы	1	1
82	если бы и	1	1
83	в одном и	1	1
84	есть не что	2	1
85	не что иное	2	1
86	так и в	1	1
87	как и в	1	1
88	в свою очередь	1	1
89	о том что	3	1
90	ничего общего с	2	1
91	той или иной	11	1
92	не менее он	1	1
93	в другом случае	2	1
94	по этому поводу	1	1
95	конечно не в	1	1
96	это не просто	2	1
97	тем не менее	10	1
98	так и ее	1	1
99	именно потому что	1	1
100	он никак не	1	1
101	и только в	2	1
