N	2gram	Bakhtin_Fr_6	Komedia
1	iv в	1	34
2	и в	41	26
3	v в	1	14
4	и не	3	14
5	и его	13	12
6	так и	5	12
7	может быть	2	11
8	в том	2	11
9	в этом	12	10
10	на протяжении	1	10
11	но и	13	10
12	том что	7	9
13	вместе с	6	9
14	что в	7	9
15	ясно что	1	8
16	было бы	3	8
17	и на	9	7
18	в iv	2	7
19	не только	10	7
20	что и	1	7
21	из них	5	7
22	еще не	1	6
23	в своем	5	6
24	о том	9	6
25	в нем	16	6
26	таким образом	17	6
27	в то	6	6
28	того чтобы	4	6
29	потому что	3	6
30	и здесь	1	6
31	наряду с	1	6
32	во время	9	6
33	то что	10	6
34	в которой	1	5
35	с его	5	5
36	что он	6	5
37	так что	2	5
38	в истории	2	5
39	с этим	3	5
40	для того	1	5
41	а затем	4	5
42	ни в	1	5
43	на основании	1	5
44	с тем	1	5
45	из комедии	1	5
46	и с	16	5
47	один из	6	5
48	действующих лиц	1	5
49	г и	1	5
50	по адресу	1	4
51	уже в	4	4
52	в наиболее	2	4
53	хотя и	2	4
54	в самом	10	4
55	что это	5	4
56	в целом	1	4
57	из этих	2	4
58	это было	2	4
59	в них	7	4
60	как и	7	4
61	в этих	2	4
62	место в	1	4
63	не менее	1	4
64	как будто	1	4
65	больше того	1	4
66	как мы	12	4
67	можно было	1	4
68	за то	1	4
69	еще в	5	4
70	его в	1	4
71	восходит к	1	4
72	между тем	2	4
73	в его	7	4
74	только в	3	4
75	до нас	5	4
76	в начале	3	4
77	так как	10	4
78	у него	7	4
79	в последние	1	4
80	на этот	1	4
81	что для	1	4
82	прежде всего	10	4
83	в руках	1	4
84	мира в	2	4
85	в частности	2	4
86	как это	2	4
87	все же	4	4
88	и для	3	4
89	и от	4	4
90	одной из	3	4
91	точки зрения	2	4
92	например в	6	3
93	тех же	2	3
94	в котором	4	3
95	то же	5	3
96	в их	1	3
97	той же	5	3
98	того же	4	3
99	в ней	4	3
100	что его	1	3
101	во всех	17	3
102	но не	2	3
103	по отношению	1	3
104	как в	4	3
105	что касается	1	3
106	но в	8	3
107	со своей	1	3
108	в этой	8	3
109	как он	2	3
110	но все	1	3
111	человека в	1	3
112	в каждом	1	3
113	но если	2	3
114	в обоих	1	3
115	не имеет	1	3
116	того как	1	3
117	же время	5	3
118	к концу	1	3
119	связи с	2	3
120	и сам	3	3
121	то время	1	3
122	в образе	6	3
123	и поэтому	1	3
124	к нему	3	3
125	на сцену	2	3
126	себя в	2	3
127	для всех	1	3
128	и их	3	3
129	никто не	2	3
130	мы можем	1	3
131	тем что	5	3
132	возможно что	2	3
133	здесь в	9	3
134	не было	1	3
135	комедии с	1	3
136	о чем	1	3
137	в связи	1	3
138	и особенно	3	3
139	и столь	1	3
140	отношению к	1	3
141	да и	1	3
142	с этой	3	3
143	все это	11	3
144	или в	6	3
145	для нас	2	3
146	а в	4	3
147	в своей	2	3
148	жизни и	3	3
149	того времени	2	3
150	по поводу	1	3
151	не может	4	3
152	как известно	2	2
153	также что	3	2
154	одним из	4	2
155	в первом	3	2
156	из его	1	2
157	мы не	2	2
158	из самых	2	2
159	говорить о	2	2
160	не вполне	1	2
161	то это	1	2
162	он был	4	2
163	под названием	1	2
164	в ее	5	2
