N	3gram	Vygotskiy__1	DiskursI
1	в отличие от	1	12
2	в данном случае	2	6
3	в том что	15	6
4	то же время	2	5
5	как и в	1	5
6	по отношению к	7	4
7	в этом отношении	4	4
8	в то же	2	4
9	с одной стороны	8	4
10	не может быть	5	3
11	о том что	6	3
12	той или иной	1	3
13	одной стороны и	1	2
14	состоит в том	1	2
15	в соответствии с	1	2
16	с точки зрения	18	2
17	и не может	1	2
18	в первую очередь	3	2
19	заключает в себе	1	2
20	одно и то	2	2
21	и то что	1	2
22	и мн др	1	2
23	содержит в себе	1	2
24	в качестве примера	1	2
25	и то же	2	2
26	и как бы	1	2
27	дело в том	1	2
28	в другом месте	6	1
29	по своей природе	2	1
30	том что в	2	1
31	не в состоянии	2	1
32	такой же мере	3	1
33	то что и	1	1
34	при переходе от	2	1
35	другой стороны в	1	1
36	и столь же	1	1
37	время от времени	1	1
38	потому что в	1	1
39	если можно так	1	1
40	прежде всего в	2	1
41	в самом деле	2	1
42	друг от друга	3	1
43	с другой стороны	9	1
44	и в то	1	1
45	и именно в	1	1
46	приходит к выводу	3	1
47	только то что	1	1
48	то что в	1	1
49	можно так выразиться	1	1
50	на каждом шагу	1	1
51	или по крайней	1	1
52	а с другой	2	1
53	одном и том	1	1
54	что касается второго	1	1
55	в общих чертах	1	1
56	именно в этом	2	1
57	собой в сущности	1	1
58	и в частности	2	1
59	в целом и	5	1
60	в значительной степени	2	1
61	то что может	1	1
62	в основе которой	1	1
63	в такой же	3	1
64	и том же	1	1
65	и не быть	1	1
66	в одно и	1	1
67	не столько в	1	1
68	в себе как	1	1
69	во главе с	1	1
70	во всяком случае	3	1
71	и той же	2	1
72	заключается прежде всего	1	1
73	во внешнем мире	1	1
74	в одном из	2	1
75	с самого начала	8	1
76	в конечном счете	1	1
77	всего в том	1	1
78	можно сказать что	4	1
79	один из важнейших	1	1
80	на всем протяжении	2	1
81	в том числе	1	1
82	одной и той	2	1
83	в силу своей	1	1
84	тем не менее	1	1
85	все то что	1	1
86	по крайней мере	1	1
87	том числе и	1	1
88	речь идет о	2	1
