N	3gram	Bakhtin_Fr_2	VeschiIm
1	не может быть	4	18
2	а и в	1	7
3	в том что	1	6
4	на то что	1	6
5	в чем же	1	5
6	содержит в себе	2	5
7	с точки зрения	5	4
8	не только в	5	4
9	то же время	6	4
10	в то же	6	4
11	подобно тому как	2	3
12	и в то	2	3
13	в собственном смысле	2	3
14	только то что	2	3
15	можно сказать что	2	2
16	дело в том	1	2
17	а затем и	1	2
18	но даже и	2	2
19	только потому что	1	1
20	прежде всего на	1	1
21	и без всякого	1	1
22	мы уже сказали	1	1
23	и ни на	1	1
24	ни с кем	1	1
25	в этом случае	1	1
26	одной стороны и	1	1
27	до сих пор	4	1
28	и во всех	3	1
29	и не может	1	1
30	точка зрения на	1	1
31	в себе и	2	1
32	не есть его	1	1
33	для него только	1	1
34	есть то что	1	1
35	даже и не	1	1
36	свой смысл и	1	1
37	то что для	2	1
38	в том чтобы	1	1
39	в себя момент	1	1
40	но в то	3	1
41	таким образом и	1	1
42	с одной стороны	3	1
43	в конце концов	1	1
44	по существу и	1	1
45	жизни и мира	1	1
46	мы будем говорить	1	1
47	даже и в	1	1
48	в xix веке	3	1
49	не относится к	1	1
50	есть только в	1	1
51	ни на что	1	1
52	с другой стороны	3	1
53	на что не	1	1
54	в смысл и	1	1
55	во всяком случае	2	1
56	но также и	1	1
57	о том что	3	1
58	не только не	1	1
59	и прежде всего	1	1
60	но все же	2	1
61	нужно сказать что	3	1
62	для того чтобы	1	1
63	мы сказали что	1	1
64	не только то	1	1
65	друг с другом	1	1
66	в себе в	1	1
67	только тогда когда	1	1
68	все к чему	1	1
69	на точке зрения	1	1
