N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	45
2	то есть	11	25
3	и т.п	5	16
4	и не	21	15
5	в этом	13	14
6	но в	8	14
7	не только	15	14
8	во всех	1	13
9	и его	5	13
10	в его	13	13
11	как бы	5	12
12	во время	1	12
13	что в	5	12
14	то же	9	11
15	в то	9	11
16	в романе	1	11
17	в нем	3	10
18	и с	2	10
19	как и	13	10
20	в том	27	10
21	но и	17	10
22	прежде всего	6	10
23	в эпизоде	2	9
24	же время	6	9
25	в ней	1	8
26	таким образом	3	8
27	с миром	1	8
28	в самой	1	8
29	как мы	2	8
30	мира и	1	8
31	жизни и	1	8
32	вовсе не	2	8
33	и др	1	8
34	также и	2	7
35	он был	1	7
36	с его	3	7
37	том что	12	7
38	не в	14	7
39	потому что	2	7
40	что и	3	7
41	и все	3	7
42	здесь не	2	6
43	в этой	5	6
44	он не	3	6
45	всех этих	1	6
46	в них	1	6
47	того чтобы	3	6
48	связи с	1	6
49	так и	4	6
50	что он	3	6
51	так как	2	6
52	для того	4	6
53	одним из	3	5
54	например в	1	5
55	самом деле	2	5
56	на самом	2	5
57	и на	5	5
58	в акте	2	5
59	хотя и	1	5
60	и как	5	5
61	и к	3	5
62	в себя	6	5
63	все эти	2	5
64	на этом	2	5
65	его в	1	5
66	с ним	4	5
67	этом отношении	2	5
68	как раз	1	5
69	в связи	1	5
70	не может	22	5
71	но это	1	5
72	на части	1	5
73	всех и	1	4
74	мы уже	1	4
75	той же	2	4
76	мы не	1	4
77	и о	2	4
78	в сущности	6	4
79	но не	10	4
80	перед нами	1	4
81	в самом	6	4
82	тому же	4	4
83	первой части	1	4
84	по своему	1	4
85	между собою	1	4
86	точки зрения	6	4
87	в их	5	4
88	своего рода	3	4
89	в основе	6	4
90	у него	1	4
91	здесь как	1	4
92	ничего не	1	4
93	о том	5	4
94	и во	1	4
95	только в	6	4
96	мы находим	1	4
97	и даже	1	4
98	здесь в	1	4
99	а не	17	4
100	его как	1	4
101	как это	1	4
102	и от	1	4
103	все они	1	4
104	а также	3	4
105	а в	9	4
106	по поводу	1	4
107	такой же	2	4
108	том числе	3	4
109	того же	4	3
110	из этих	2	3
111	как в	1	3
112	но его	1	3
113	как он	3	3
114	ни в	4	3
115	он и	1	3
116	до сих	1	3
117	в своей	6	3
118	этой связи	1	3
119	из настоящего	1	3
120	в которых	1	3
121	не менее	1	3
122	в другом	4	3
123	этой жизни	1	3
124	и внутреннее	1	3
125	нуждается в	8	3
126	это не	6	3
127	именно в	4	3
128	того что	4	3
