N	3gram	Propp_Isto_4	Problemy
1	в большинстве случаев	1	8
2	до сих пор	5	7
3	и не может	1	4
4	как и все	1	4
5	не может быть	4	4
6	и т д	24	4
7	как мы увидим	1	3
8	с другой стороны	4	3
9	как и в	1	3
10	друг на друга	1	2
11	на этот вопрос	2	2
12	и в этих	1	2
13	может быть и	1	2
14	и то же	1	2
15	то время как	1	2
16	одно и то	1	2
17	тем не менее	2	2
18	в то время	1	2
19	но все же	4	2
20	на то что	3	2
21	в этих случаях	7	2
22	в узком смысле	1	2
23	и в большинстве	1	2
24	о том как	1	1
25	он живет в	1	1
26	эти две стороны	1	1
27	в этом рассказе	1	1
28	но он уже	1	1
29	мере того как	1	1
30	здесь перед нами	1	1
31	т е для	2	1
32	в том числе	1	1
33	по мере того	1	1
34	то же самое	2	1
35	же как и	4	1
36	таким образом между	1	1
37	и в других	1	1
38	с ним а	1	1
39	что он не	1	1
40	но и в	1	1
41	т д но	1	1
42	его силы и	1	1
43	и выходит из	1	1
44	не может поэтому	1	1
45	т е в	3	1
46	не говорит о	1	1
47	то что есть	1	1
48	мы здесь не	1	1
49	смысле этого слова	2	1
50	в связи с	2	1
51	типа может быть	1	1
52	то что он	2	1
53	они друг друга	1	1
54	но для чего	1	1
55	т е как	1	1
56	это и делает	1	1
57	не мог бы	1	1
58	о том что	2	1
59	в этом он	1	1
60	так и в	2	1
61	приведем еще один	1	1
62	никогда не говорит	1	1
63	можно сказать что	1	1
64	как мы видим	1	1
65	это он говорит	1	1
66	в другом случае	2	1
67	после того как	2	1
68	таким образом и	1	1
69	друг за другом	1	1
70	берет на себя	1	1
71	в различных направлениях	1	1
72	мы увидим что	2	1
