N	3gram	Bakhtin_fo_2	Formalny
1	с точки зрения	8	14
2	не может быть	1	14
3	на самом деле	1	12
4	в то же	4	7
5	то же время	4	7
6	и т д	3	6
7	и т п	11	5
8	с другой стороны	1	5
9	а вовсе не	1	4
10	в данном случае	1	4
11	в связи с	7	4
12	в большинстве случаев	3	4
13	для того чтобы	7	4
14	то же самое	2	3
15	в этом отношении	2	3
16	вместе с тем	1	3
17	в реальном времени	1	3
18	обстоит дело с	1	3
19	в том что	3	3
20	вовсе не является	1	3
21	равно как и	2	2
22	о том как	3	2
23	с установкой на	1	2
24	как и все	1	2
25	и в то	3	2
26	сами по себе	2	2
27	в отличие от	1	2
28	и пр все	1	2
29	пр все это	1	2
30	т п в	1	2
31	как бы ни	1	2
32	к тому что	1	2
33	в последнем счете	2	2
34	в конце концов	1	2
35	как мы видели	1	2
36	и того же	1	1
37	не выходит за	1	1
38	весь и сплошь	2	1
39	что в этом	2	1
40	сводится к тому	1	1
41	другой стороны в	1	1
42	не значит конечно	1	1
43	и с рядом	2	1
44	в виду что	1	1
45	имеем в виду	3	1
46	к тому именно	1	1
47	не касаемся здесь	1	1
48	в том же	4	1
49	в этом случае	2	1
50	в которых еще	1	1
51	на первый план	2	1
52	значит конечно что	1	1
53	а следовательно и	2	1
54	он не был	2	1
55	тот или иной	1	1
56	они не могут	1	1
57	место в реальном	1	1
58	но в данном	1	1
59	друг на друга	2	1
60	с тем что	1	1
61	они конечно не	1	1
62	как это делают	1	1
63	в пределах индивидуального	1	1
64	со всех сторон	1	1
65	с этой точки	1	1
66	мы еще вернемся	3	1
67	так сказать в	1	1
68	до сих пор	2	1
69	так как он	1	1
70	того чтобы не	1	1
71	и помимо этого	1	1
72	здесь необходимо остановиться	1	1
73	не только в	5	1
74	только в этом	1	1
75	с одной стороны	1	1
76	можно говорить о	1	1
77	но при этом	1	1
78	пр и пр	1	1
79	и вместе с	1	1
80	здесь имеет место	1	1
81	мы не касаемся	1	1
82	это не значит	1	1
83	все более и	1	1
84	в основе их	1	1
85	оно не может	1	1
86	в наши задачи	1	1
87	том что они	1	1
88	потому что они	2	1
89	между тем как	1	1
90	и пр и	1	1
91	в истории романа	2	1
92	этой точки зрения	1	1
93	о том что	1	1
94	в частности в	1	1
95	но и помимо	1	1
96	и чаще всего	1	1
97	вместе с этим	1	1
98	тем существеннее и	1	1
99	распадается на ряд	1	1
100	объясняется тем что	1	1
101	с самого начала	1	1
102	более и более	1	1
103	выходит за пределы	1	1
104	нисколько не противоречит	1	1
105	той или иной	1	1
106	но все же	1	1
107	можно сказать что	1	1
108	мы имеем в	2	1
109	лежит в основе	2	1
110	одного и того	1	1
111	а вместе с	1	1
112	еще вернемся в	2	1
113	в том числе	3	1
114	не входят в	1	1
115	необходимо остановиться на	1	1
116	друг с другом	4	1
117	и в нем	1	1
118	и те не	1	1
119	видение и изображение	1	1
120	как и в	1	1
121	во все стороны	2	1
122	том числе и	2	1
