N	2gram	Potebnia_M_3	Myshleni
1	в том	32	33
2	том что	18	27
3	точки зрения	2	26
4	то что	18	20
5	в этом	10	19
6	с точки	1	18
7	того что	18	17
8	не только	21	15
9	и в	30	15
10	таким образом	14	14
11	что в	17	14
12	того чтобы	3	12
13	и т.д	1	12
14	что он	6	12
15	в самом	8	11
16	в процессе	1	11
17	мы не	9	10
18	в целом	3	10
19	было бы	9	10
20	для того	4	10
21	но и	19	10
22	мы можем	3	10
23	ребенка в	1	10
24	в сущности	1	9
25	в своем	5	9
26	мышления в	1	9
27	о том	2	9
28	для ребенка	2	9
29	связи с	2	9
30	может быть	28	9
31	что мы	8	9
32	не может	6	9
33	не является	1	9
34	с но	3	8
35	заключается в	1	8
36	не в	15	8
37	так и	11	8
38	если бы	12	8
39	и что	10	8
40	едва ли	1	7
41	он не	4	7
42	по себе	16	7
43	к тому	7	7
44	и т.п	1	7
45	тот же	1	7
46	с одной	7	7
47	потому что	46	7
48	мы знаем	1	7
49	одной стороны	3	7
50	как бы	3	7
51	и не	15	7
52	во всяком	1	7
53	самом деле	2	6
54	с таким	2	6
55	мы уже	2	6
56	мысль что	1	6
57	по отношению	5	6
58	в этой	2	6
59	в истории	1	6
60	мы должны	4	6
61	что это	4	6
62	отношение между	1	6
63	как он	1	6
64	на то	2	6
65	как и	10	6
66	мы видели	4	6
67	речи в	1	6
68	что эта	2	6
69	как мы	7	6
70	в виду	1	6
71	развития в	2	6
72	но в	1	6
73	по этому	1	6
74	если мы	1	6
75	вовсе не	7	6
76	с другой	7	6
77	на этот	1	6
78	там где	3	6
79	вместе с	12	6
80	сказать что	5	6
81	на деле	5	5
82	то же	23	5
83	вопрос о	1	5
84	от внешней	1	5
85	уже в	5	5
86	это не	1	5
87	что с	2	5
88	тогда когда	9	5
89	и даже	2	5
90	связь между	2	5
91	друг друга	3	5
92	с мышлением	1	5
93	отношению к	5	5
94	все что	4	5
95	мысли с	1	4
96	с в	2	4
97	из того	2	4
98	с его	1	4
99	из этих	9	4
100	независимо от	5	4
101	как в	10	4
102	все же	2	4
103	могли бы	1	4
104	в которой	3	4
105	том чтобы	2	4
106	что все	3	4
107	в них	5	4
108	несмотря на	2	4
109	в эту	1	4
110	в своей	2	4
111	от его	1	4
112	к этому	3	4
113	их в	2	4
114	даже в	2	4
115	не имеет	6	4
116	того как	4	4
117	и его	4	4
118	с и	3	4
119	указание на	2	4
120	что оно	11	4
121	в совершенно	1	4
122	и с	2	4
123	нам известно	1	4
124	мы могли	1	4
125	мы старались	1	4
126	мы видим	2	4
127	так как	13	4
128	только в	21	4
129	который в	1	4
130	в начале	3	4
131	при помощи	1	4
132	а с	2	4
133	прежде всего	3	4
134	так же	3	4
135	все это	4	4
136	для нас	20	4
137	а в	12	4
138	по поводу	4	4
139	человека и	5	3
140	на самом	1	3
141	отношения между	1	3
142	и до	2	3
143	собственном смысле	2	3
144	действительности и	3	3
145	первые слова	1	3
146	и ее	1	3
147	он сам	1	3
148	при объяснении	2	3
149	очевидно что	5	3
150	что они	2	3
151	языка и	2	3
152	что именно	4	3
153	с этим	6	3
154	что как	2	3
155	смысле этого	7	3
156	когда он	1	3
157	все эти	1	3
158	но на	1	3
159	что она	3	3
160	при этом	3	3
161	что у	1	3
162	и по	4	3
163	об этом	2	3
164	те же	6	3
165	лишь в	1	3
166	с другими	5	3
167	во время	2	3
168	таким же	1	3
169	в которых	2	3
170	но эта	1	3
171	для этого	1	3
172	этом отношении	2	3
173	что при	3	3
174	для себя	3	3
175	и это	4	3
176	данном случае	1	3
177	в собственном	2	3
178	и человека	1	3
179	которое мы	2	3
180	из двух	3	3
181	с ним	6	3
182	ничего не	1	3
183	но мы	2	3
184	этому поводу	1	3
185	тем более	4	3
186	и значением	2	3
187	одной из	2	3
188	но не	7	3
189	из них	6	3
190	для него	9	3
191	отличие от	1	3
192	со стороны	3	3
193	значения языка	1	3
194	что для	4	3
195	только что	8	3
196	а не	15	3
197	он говорит	2	3
198	в данном	1	3
199	этого слова	11	3
200	только для	1	3
201	в первые	1	3
202	не существует	3	3
203	об отношении	4	3
204	или в	3	3
205	в результате	1	3
206	развития и	1	3
207	и все	3	3
208	бы с	1	3
209	того же	1	3
210	не можем	3	3
211	тем самым	7	3
212	увидим ниже	1	2
213	и есть	3	2
214	в котором	4	2
215	старались показать	1	2
216	той же	2	2
217	что между	1	2
218	что если	1	2
219	которую мы	1	2
220	в первый	1	2
221	имеет свою	1	2
222	он как	2	2
