N	2gram	Voloshinov_1	Problema
1	и в	3	32
2	и не	1	31
3	не менее	1	19
4	не только	1	17
5	а не	1	15
6	может быть	1	14
7	то же	1	10
8	но и	1	9
9	и на	1	8
10	не может	4	8
11	и все	1	7
12	в то	1	6
13	в его	1	6
14	связи с	1	5
15	тому что	1	4
16	если бы	1	4
17	один из	2	4
18	его от	1	3
19	несмотря на	1	3
20	смысл и	1	3
21	точки зрения	1	3
22	с точки	1	3
23	к тому	1	3
24	может и	1	3
25	в конкретном	1	2
26	нет и	1	2
27	он в	1	2
28	из этих	1	2
29	с другими	1	2
30	себе все	1	2
31	и должно	1	2
32	мы видим	1	2
33	для него	1	2
34	художественного произведения	1	1
35	и больше	1	1
36	конечно и	1	1
37	это направление	1	1
38	ни один	1	1
39	в каждом	1	1
40	и тому	1	1
41	если в	2	1
42	именно с	1	1
43	сравнении с	1	1
44	можно и	1	1
45	вопрос что	1	1
46	на нее	1	1
47	в языке	1	1
48	и можно	1	1
49	не из	1	1
50	анализа и	1	1
51	на примере	1	1
52	ничего кроме	1	1
53	в системе	1	1
