N	3gram	Potebnia_M_2	Hudozhes
1	о том что	1	9
2	и т п	3	8
3	то же время	2	8
4	в то же	2	8
5	в том что	7	6
6	и быть может	1	3
7	в связи с	1	3
8	и в самом	1	3
9	тем не менее	5	3
10	как и в	1	3
11	и т д	3	3
12	только потому что	2	2
13	о том как	1	2
14	что же касается	1	2
15	только в том	1	2
16	до сих пор	4	2
17	то и другое	4	2
18	не в том	2	2
19	что у него	1	2
20	столь же мало	1	2
21	не может быть	2	2
22	на то что	3	2
23	а между тем	4	1
24	место в ряду	2	1
25	то что я	1	1
26	том смысле как	2	1
27	состоит в том	1	1
28	нами не как	1	1
29	прежде всего на	1	1
30	из них это	1	1
31	на самом деле	2	1
32	нельзя не согласиться	1	1
33	в этом смысле	2	1
34	том что он	1	1
35	одной стороны и	1	1
36	потому что не	1	1
37	может быть только	1	1
38	и в этом	1	1
39	ни в ком	1	1
40	и то и	1	1
41	в таком случае	2	1
42	том случае если	1	1
43	с самого начала	2	1
44	сами по себе	7	1
45	более или менее	8	1
46	при этом мы	1	1
47	в отличие от	1	1
48	при этом не	1	1
49	заключает в себе	4	1
50	а не другое	2	1
51	самые простые и	1	1
52	с этой точки	1	1
53	в том случае	1	1
54	тогда как в	2	1
55	можно заметить что	1	1
56	начала есть нечто	1	1
57	он вовсе не	1	1
58	не потому что	1	1
59	хотя быть может	1	1
60	прежде всего его	1	1
61	только один из	1	1
62	так и в	2	1
63	имеет ничего общего	1	1
64	в том как	1	1
65	том как он	1	1
66	между тем в	1	1
67	во всяком случае	7	1
68	не только на	1	1
69	не имеет ничего	1	1
70	на вопрос что	1	1
71	а в том	1	1
72	то что мы	2	1
73	в свою очередь	6	1
74	ничего общего с	1	1
75	с тем что	1	1
76	но все же	1	1
77	друг от друга	1	1
78	если бы не	1	1
79	мы не знаем	1	1
80	слова в первой	1	1
81	все же не	1	1
82	в том смысле	4	1
83	с одной стороны	3	1
84	лица множественного числа	1	1
85	то а не	1	1
86	не только от	1	1
87	почти то же	1	1
88	его от себя	1	1
