N	3gram	Voloshinov_2	Istorich
1	с другой стороны	1	8
2	в этом случае	1	7
3	с одной стороны	3	7
4	о том что	3	4
5	в связи с	7	4
6	но все же	1	4
7	тем не менее	1	4
8	как мы увидим	1	3
9	не может быть	10	3
10	для того чтобы	6	3
11	в нем и	1	3
12	на том что	1	2
13	по отношению к	8	2
14	он не может	1	2
15	до сих пор	3	2
16	не только в	1	2
17	но и в	2	2
18	мы видели что	1	2
19	друг с другом	1	2
20	тем что он	1	2
21	в том что	6	2
22	на то что	2	2
23	как и в	1	2
24	входит в ее	1	2
25	отношению к которым	1	1
26	а не в	2	1
27	на самом деле	4	1
28	в его состав	1	1
29	в том числе	1	1
30	в соответствии с	1	1
31	свидетельствует о том	1	1
32	и в более	1	1
33	одной стороны и	2	1
34	мы знаем из	1	1
35	не имеют никакого	1	1
36	с точки зрения	13	1
37	в зависимости от	2	1
38	сам по себе	1	1
39	в отличие от	3	1
40	с тем что	1	1
41	том числе и	1	1
42	которые приводят к	1	1
43	то же время	8	1
44	не сам по	1	1
45	а иногда и	2	1
46	у него нет	1	1
47	в таком положении	1	1
48	но и он	1	1
49	во всех этих	1	1
50	мы уже говорили	1	1
51	мы перейдем к	1	1
52	во всяком случае	2	1
53	и в других	1	1
54	они не имеют	1	1
55	мы уже знаем	2	1
56	но с одной	1	1
57	таким образом в	1	1
58	они и не	1	1
59	но тем не	1	1
60	органическую связь с	2	1
61	в свою очередь	5	1
62	само по себе	1	1
63	хотя бы в	2	1
64	с самого начала	5	1
65	в самом деле	5	1
66	можно сказать что	1	1
67	не оставляют в	1	1
68	в то же	8	1
69	вопрос о происхождении	1	1
70	а извне это	1	1
71	всех этих случаях	1	1
72	здесь как и	1	1
73	как мы знаем	1	1
74	это не совсем	1	1
75	как мы видели	3	1
