N	3gram	Bakhtin_Fr_3	Stilisti
1	в то же	6	9
2	то же время	6	7
3	для того чтобы	3	7
4	с точки зрения	1	5
5	прежде всего в	1	4
6	и так далее	1	4
7	в свою очередь	1	4
8	с самого начала	1	4
9	той или иной	2	4
10	на самом деле	3	3
11	в этом случае	1	3
12	в той же	4	3
13	но и в	2	3
14	но все же	1	3
15	как мы уже	5	3
16	как мы видели	2	3
17	и той же	2	2
18	как мы увидим	1	2
19	и т.п но	1	2
20	в этом отношении	2	2
21	и в области	1	2
22	может быть понято	1	2
23	в значительной степени	2	2
24	имели в виду	1	2
25	но в то	4	2
26	смысле этого слова	1	2
27	не может быть	2	2
28	есть не что	1	2
29	не что иное	1	2
30	связи с этим	1	2
31	в точном смысле	1	2
32	и тем же	1	2
33	о том что	2	2
34	что иное как	1	2
35	можно сказать что	2	2
36	быть понято и	1	2
37	в связи с	4	2
38	мы видим что	1	2
39	одной и той	2	2
40	тех или иных	1	2
41	все то что	2	2
42	не так как	1	2
43	мы видели что	1	2
44	в другом месте	1	1
45	до наших дней	2	1
46	вполне понятно что	1	1
47	и наконец с	1	1
48	нет и не	1	1
49	прежде всего на	1	1
50	одним и тем	1	1
51	по отношению к	2	1
52	так как в	1	1
53	и в особенности	1	1
54	в нем и	1	1
55	как раз и	1	1
56	до сих пор	4	1
57	мы в нем	1	1
58	нетрудно заметить что	1	1
59	человека все эти	1	1
60	придется иметь дело	1	1
61	в собственном смысле	1	1
62	слов и выражений	1	1
63	можно было бы	2	1
64	которая могла бы	1	1
65	на протяжении почти	1	1
66	хотя бы и	1	1
67	мы увидим дальше	2	1
68	все что было	1	1
69	это чрезвычайно важно	1	1
70	в нашем смысле	1	1
71	не вошел в	1	1
72	были обычны в	1	1
73	и в этом	1	1
74	и не было	2	1
75	по сравнению с	2	1
76	но даже и	1	1
77	виду прежде всего	1	1
78	и в романе	2	1
79	между этими двумя	1	1
80	по ту сторону	1	1
81	роль и в	1	1
82	в виду прежде	1	1
83	членов общества так	1	1
84	могла бы нам	1	1
85	даже и в	1	1
86	само по себе	1	1
87	чрезвычайно важно для	1	1
88	и не может	1	1
89	и т.п это	1	1
90	нам придется иметь	1	1
91	мы имеем в	1	1
92	с другой стороны	1	1
93	как мы видим	1	1
94	но все эти	1	1
95	это как бы	1	1
96	в том что	1	1
97	в последнем счете	1	1
98	как и в	2	1
99	не нуждается в	1	1
100	и здесь остается	1	1
101	только на его	1	1
