N	2gram	Potebnia_M_2	Marksizm
1	может быть	23	26
2	и не	19	26
3	не может	12	24
4	с точки	1	20
5	и в	24	19
6	и его	2	19
7	языка как	1	17
8	таким образом	11	17
9	в этом	8	16
10	как бы	9	15
11	в процессе	1	14
12	как мы	1	13
13	языка и	3	13
14	прежде всего	7	13
15	как и	7	12
16	если мы	3	11
17	так и	5	11
18	связи с	6	11
19	и для	3	11
20	самом деле	2	10
21	в нем	9	10
22	в слове	13	10
23	ни было	3	10
24	в самом	4	10
25	внутренней речи	1	9
26	лишь в	1	9
27	только в	11	9
28	для него	10	9
29	бы то	1	8
30	все же	5	8
31	не только	15	8
32	при этом	13	8
33	то ни	1	8
34	друг друга	2	8
35	до сих	4	8
36	но и	9	8
37	сих пор	4	8
38	то что	20	8
39	во всех	7	7
40	в ее	1	7
41	но в	4	7
42	все эти	2	7
43	то же	12	7
44	в каждом	2	7
45	слова как	1	7
46	а не	18	7
47	в связи	2	7
48	так же	2	7
49	так сказать	4	6
50	мы не	11	6
51	и того	6	6
52	ничего не	1	6
53	и здесь	2	6
54	в его	2	6
55	в организме	2	6
56	в том	18	6
57	другой стороны	2	6
58	того же	14	6
59	связи между	1	5
60	отличие от	1	5
61	конечно не	1	5
62	входит в	1	5
63	может стать	2	5
64	рядом с	3	5
65	одного и	6	5
66	в отличие	1	5
67	не в	13	5
68	того чтобы	2	5
69	ничего общего	1	5
70	те же	3	5
71	и все	3	5
72	вовсе не	9	5
73	с другой	6	5
74	за пределы	2	5
75	именно в	1	5
76	мы знаем	2	5
77	и потому	2	5
78	хотя бы	2	5
79	к этому	2	5
80	во всяком	7	5
81	переход от	1	4
82	что слово	2	4
83	оно может	2	4
84	вопрос о	2	4
85	и на	8	4
86	как в	10	4
87	не будем	1	4
88	и тот	2	4
89	к одному	1	4
90	не будет	1	4
91	было бы	13	4
92	не столько	2	4
93	мысли и	1	4
94	не менее	5	4
95	по себе	15	4
96	самого начала	2	4
97	в единство	1	4
98	в ней	3	4
99	с самого	2	4
100	в языке	3	4
101	еще не	4	4
102	только на	1	4
103	слово как	2	4
104	от того	5	4
105	для того	5	4
106	далеко не	3	4
107	с этим	7	4
108	что же	1	4
109	в условиях	1	4
110	вне его	1	4
111	тот же	5	4
112	а в	8	4
113	отношении к	2	4
114	между ними	2	4
115	сказать что	2	4
116	что в	16	4
117	формы и	1	3
118	на самом	2	3
119	он может	1	3
120	и есть	2	3
121	между двумя	6	3
122	не имеют	2	3
123	а как	1	3
124	в большинстве	1	3
125	по отношению	2	3
126	один и	1	3
127	в истории	1	3
128	общего с	2	3
129	и как	6	3
130	в которой	5	3
131	к другому	4	3
132	но все	2	3
133	различие между	1	3
134	его в	3	3
135	от одного	3	3
136	он не	1	3
137	том что	8	3
138	в котором	4	3
139	место в	4	3
140	в то	6	3
141	к этим	1	3
142	для каждого	1	3
143	не имеет	6	3
144	же время	2	3
145	не могут	7	3
146	должны быть	4	3
147	не есть	6	3
148	и это	2	3
149	только при	1	3
150	одного из	1	3
151	для говорящего	2	3
152	можно сказать	1	3
153	с другими	5	3
154	и следовательно	2	3
155	того что	7	3
156	в какой	2	3
157	и действительно	1	3
158	между тем	6	3
159	по законам	1	3
160	не дает	2	3
161	большинстве случаев	1	3
162	из них	5	3
163	в каком	3	3
164	не было	6	3
165	все это	2	3
166	к другой	2	3
167	какого бы	1	3
168	смысле этого	3	3
169	слова и	3	3
170	этом случае	1	3
171	и от	3	3
172	сознания и	1	3
173	слово в	1	3
174	и при	3	3
175	речи и	1	3
176	мы должны	2	3
177	они еще	1	3
178	ту же	1	2
179	одним из	1	2
180	по которым	1	2
181	мы уже	1	2
182	той же	3	2
183	со всех	1	2
184	точкой зрения	1	2
185	содержания в	1	2
186	таком случае	2	2
187	для нашей	1	2
188	всех сторон	1	2
189	свою очередь	6	2
190	но при	1	2
191	быть в	1	2
192	в чем	7	2
193	то мы	2	2
194	одним словом	4	2
195	что язык	2	2
196	для других	1	2
197	не все	2	2
198	себе и	1	2
199	себе отчет	1	2
200	сама по	2	2
201	что во	2	2
202	в одной	1	2
203	как к	1	2
204	все остальные	5	2
205	однако не	1	2
206	мы тем	2	2
207	систему как	1	2
208	его к	1	2
209	в действительности	2	2
210	от этого	1	2
211	то в	1	2
212	бы и	1	2
213	в нашем	2	2
214	из этих	4	2
215	в себе	10	2
216	как он	4	2
217	как оно	2	2
218	тем не	6	2
219	всех остальных	1	2
220	должна быть	1	2
221	первой части	1	2
222	не как	3	2
223	из виду	1	2
224	одной и	2	2
225	из него	1	2
226	человека в	3	2
227	могла бы	3	2
228	что все	2	2
229	в другом	2	2
230	и с	1	2
231	до тех	1	2
232	бы в	2	2
233	этом смысле	2	2
234	ни в	1	2
235	от него	4	2
236	жизни но	1	2
237	для одного	2	2
238	должно быть	2	2
239	лучше всего	1	2
240	имеет место	2	2
241	или вообще	1	2
242	и той	2	2
243	совершающихся в	1	2
244	не наоборот	1	2
245	и более	1	2
246	зрения и	7	2
247	тому что	2	2
248	эта мысль	1	2
249	мысли в	3	2
250	что такое	2	2
251	не могло	1	2
252	одна из	4	2
253	как она	1	2
254	в сознании	23	2
255	точке зрения	2	2
256	у нас	2	2
257	от их	4	2
258	могут быть	8	2
259	во все	2	2
260	языке и	1	2
261	к тому	1	2
262	и та	1	2
263	язык и	1	2
264	нет никакой	1	2
265	как знак	1	2
266	что само	3	2
267	самое это	3	2
268	как с	1	2
269	никогда не	4	2
270	мог бы	3	2
271	между собой	1	2
272	если бы	11	2
273	и вообще	3	2
274	по мере	5	2
275	к языку	4	2
276	о том	5	2
277	различие в	2	2
278	все в	1	2
279	и во	3	2
280	во втором	1	2
281	отчет в	1	2
282	что и	11	2
283	и только	6	2
284	слово может	1	2
285	что он	4	2
286	между этими	1	2
287	именно на	1	2
288	и др	1	2
289	в единстве	1	2
290	и других	2	2
291	и их	5	2
292	всяком случае	7	2
293	допустим что	2	2
294	так как	10	2
295	мы можем	12	2
296	тем что	7	2
297	связаны с	1	2
298	степень их	1	2
299	и прежде	1	2
300	что не	5	2
301	зависит от	2	2
302	при более	1	2
303	там где	4	2
304	независимо от	9	2
305	к своему	1	2
306	для всех	1	2
307	в первой	1	2
308	тех пор	1	2
309	этого слова	6	2
310	с этой	1	2
311	но для	1	2
312	говорящего и	1	2
313	слова но	2	2
314	или в	2	2
315	в свою	6	2
316	но если	2	2
317	пока не	1	2
318	же и	1	2
319	жизни и	1	2
320	это так	1	2
321	в своих	1	2
322	в таком	4	2
323	научный характер	1	1
324	а между	4	1
325	отраженное в	1	1
326	например в	3	1
327	должен быть	1	1
328	не видим	1	1
329	по отдельным	1	1
330	и то	3	1
331	и без	1	1
332	и объясняется	1	1
333	мысли к	2	1
334	тем же	3	1
335	отношения между	2	1
336	и до	1	1
337	будет звук	1	1
338	случае оно	2	1
339	этот звук	4	1
340	его не	3	1
341	из всех	1	1
342	и само	1	1
343	связаны между	1	1
344	что между	1	1
345	которую мы	1	1
346	бы что	2	1
347	на внешние	1	1
348	поэтому если	1	1
349	принадлежит к	1	1
350	они связаны	1	1
351	и другая	1	1
352	они были	1	1
353	в целом	3	1
354	и ни	1	1
355	для наших	1	1
356	и образуют	1	1
357	и самого	1	1
358	на них	1	1
359	здесь не	1	1
360	но этого	1	1
361	столь же	5	1
362	этим не	1	1
363	с его	2	1
364	только после	2	1
365	не без	1	1
366	его так	1	1
367	но конечно	1	1
368	языка нет	1	1
369	и вопрос	1	1
370	совсем не	2	1
371	нам его	1	1
372	внутренняя форма	4	1
373	но как	1	1
374	а только	8	1
375	со всеми	1	1
376	другое если	1	1
377	его во	1	1
378	ответ на	1	1
379	в общем	2	1
380	должны были	1	1
381	а и	5	1
382	действительное бытие	1	1
383	с собою	1	1
384	отношение к	1	1
385	жизни все	1	1
386	известным образом	1	1
387	значение имеет	1	1
388	относится к	3	1
389	можно как	1	1
390	его на	2	1
391	ней в	1	1
392	этой последней	2	1
393	этого еще	1	1
394	хотя и	3	1
395	могли бы	2	1
396	слове радуга	1	1
397	из сознания	1	1
398	и понимания	1	1
399	и наконец	1	1
400	более или	8	1
401	звука и	10	1
402	следует сказать	1	1
403	этой цели	1	1
404	необходимы и	1	1
405	ни по	2	1
406	что это	3	1
407	языка что	1	1
408	иначе и	1	1
409	к самому	1	1
410	в известном	1	1
411	с их	1	1
412	нами в	1	1
413	во многих	3	1
414	и если	4	1
415	чем сильнее	3	1
416	или быть	1	1
417	не следует	1	1
418	главным образом	4	1
419	сказать в	2	1
420	большей или	1	1
421	а просто	1	1
422	перестает быть	2	1
423	всех этих	2	1
424	есть та	1	1
425	ни была	1	1
426	их в	2	1
427	какой бы	1	1
428	подобно тому	4	1
429	и по	2	1
430	так например	3	1
431	но всегда	1	1
432	от общего	2	1
433	в нее	4	1
434	ни был	2	1
435	значительной степени	1	1
436	может здесь	1	1
437	что почти	1	1
438	мы его	1	1
439	касается до	2	1
440	как они	1	1
441	же не	1	1
442	сознание не	1	1
443	на все	3	1
444	или если	2	1
445	к определению	1	1
446	в степенях	1	1
447	это не	3	1
448	чтобы остаться	1	1
449	та и	1	1
450	то все	4	1
451	и тем	3	1
452	связей с	1	1
453	одна в	1	1
454	быть выражены	1	1
455	с тем	4	1
456	и вся	1	1
457	мы видели	1	1
458	между собою	7	1
459	легче всего	1	1
460	то с	1	1
461	мыслей как	1	1
462	в других	4	1
463	из языка	1	1
464	или менее	8	1
465	во время	4	1
466	сознание или	1	1
467	если и	2	1
468	или точнее	1	1
469	сознания но	1	1
470	можно найти	1	1
471	представить себе	1	1
472	только внутренняя	1	1
473	на каждом	1	1
474	на которое	1	1
475	как совокупность	2	1
476	значение то	1	1
477	что я	1	1
478	для всякого	1	1
479	этого содержания	1	1
480	оно должно	3	1
481	втором случае	1	1
482	которые в	1	1
483	начнем с	1	1
484	друг другу	1	1
485	и всякого	1	1
486	возможно только	1	1
487	в устах	1	1
488	бы быть	3	1
489	и форма	1	1
490	акте понимания	1	1
491	сознании в	1	1
492	что есть	2	1
493	значение слова	1	1
494	без участия	2	1
495	тем самым	4	1
496	виду что	1	1
497	есть прежде	2	1
498	она могла	1	1
499	с теми	2	1
500	эта форма	1	1
501	тогда когда	10	1
502	того как	7	1
503	на него	3	1
504	и имеет	1	1
505	может только	1	1
506	его от	1	1
507	и всегда	1	1
508	говорит гумбольдт	3	1
509	сознании и	2	1
510	звука а	2	1
511	в самой	3	1
512	в звуке	10	1
513	близки к	2	1
514	этих двух	1	1
515	или как	1	1
516	находящийся вне	1	1
517	к ней	2	1
518	по своей	1	1
519	потому что	49	1
520	существуют для	1	1
521	свет и	4	1
522	или только	1	1
523	стороны и	1	1
524	следует еще	1	1
525	можно поставить	1	1
526	взятое в	1	1
527	восприятия или	1	1
528	во внешних	1	1
529	и другой	1	1
530	независимой от	1	1
531	от наблюдения	1	1
532	отличается от	1	1
533	содержание в	1	1
534	это содержание	2	1
535	бы это	1	1
536	тот и	1	1
537	деле в	1	1
538	него как	1	1
539	существует только	2	1
540	на предмет	2	1
541	в применении	1	1
542	всех случаях	1	1
543	из всего	1	1
544	не делает	1	1
545	новой и	1	1
546	то она	1	1
547	от друга	1	1
548	можем допустить	1	1
549	в особенности	1	1
550	только не	1	1
551	только то	1	1
552	значением слова	2	1
553	уловить и	1	1
554	мы наблюдаем	1	1
555	внутреннюю жизнь	1	1
556	и совершенно	1	1
557	на нее	1	1
558	времени и	1	1
559	может еще	1	1
560	на которую	1	1
561	замечается и	2	1
562	найти в	1	1
563	как выражение	1	1
564	с человеком	1	1
565	образом в	4	1
566	может в	2	1
567	так оно	1	1
568	и что	4	1
569	находятся в	1	1
570	мысли мы	1	1
571	живым и	1	1
572	все его	1	1
573	за собою	2	1
574	к нему	1	1
575	выражения а	1	1
576	с действительно	1	1
577	нужно искать	1	1
578	даже для	1	1
579	который до	1	1
580	в ту	1	1
581	углубляться в	1	1
582	для самого	4	1
583	с себя	1	1
584	следует ли	1	1
585	оно и	1	1
586	мы видим	2	1
587	с ними	3	1
588	непосредственно из	1	1
589	будет для	1	1
590	наше время	1	1
591	во времени	2	1
592	или же	7	1
593	ему самому	1	1
594	бы ни	5	1
595	от них	3	1
596	делает его	1	1
597	с одной	4	1
598	так что	10	1
599	от одной	1	1
600	единство поэтому	1	1
601	но теперь	1	1
602	уже не	4	1
603	уже в	5	1
604	и они	2	1
605	значение и	2	1
606	первое и	1	1
607	смешиваются в	2	1
608	сознание есть	1	1
609	при помощи	1	1
610	превращаются в	1	1
611	физиологическим и	1	1
612	искать в	3	1
613	а потому	5	1
614	заключение в	2	1
615	слова в	5	1
616	в одном	6	1
617	сами по	7	1
618	прибавить что	2	1
619	от сознания	2	1
620	не о	1	1
621	может служить	1	1
622	и целых	1	1
623	но что	2	1
624	само по	2	1
625	они становятся	1	1
626	виду как	1	1
627	друг от	1	1
628	были бы	1	1
629	понимание в	1	1
630	одной стороны	3	1
631	со стороны	3	1
632	имеет и	1	1
633	в рассуждениях	1	1
634	на ее	1	1
635	этом как	1	1
636	этого значения	1	1
637	одною из	3	1
638	или меньшей	1	1
639	в сознание	10	1
640	и быть	1	1
641	тому как	4	1
642	на которые	1	1
643	в природе	5	1
644	стремится к	1	1
645	себя и	2	1
646	что для	3	1
647	всегда строго	1	1
648	превращается в	2	1
649	других явлений	1	1
650	как часть	2	1
651	из членов	1	1
652	самое слово	1	1
653	для сознания	2	1
654	и непосредственно	1	1
655	не замечается	1	1
656	как ни	1	1
657	прав то	1	1
658	самый звук	2	1
659	что мы	11	1
660	под влиянием	8	1
661	ее внутренних	1	1
662	его как	1	1
663	мог быть	1	1
664	язык для	1	1
665	иметь много	1	1
666	уже давно	1	1
667	роль и	1	1
668	он произносит	1	1
669	сделать его	2	1
670	ко всем	2	1
671	как это	2	1
672	но не	12	1
673	нее это	1	1
674	влияния на	2	1
675	если оно	1	1
676	а если	1	1
677	могут считаться	1	1
678	она есть	2	1
679	в той	1	1
680	перехода от	2	1
681	применении к	1	1
682	явление значит	1	1
683	его жизни	1	1
684	та которая	1	1
685	быть только	2	1
686	значит что	1	1
687	многих других	1	1
688	чтобы сделать	1	1
689	быть не	3	1
690	есть и	1	1
691	внешнего мира	4	1
692	его за	1	1
693	и полно	1	1
694	между прочим	4	1
695	звуком и	3	1
696	к другим	3	1
697	нашего знания	2	1
698	в наше	1	1
699	в более	1	1
700	известной степени	1	1
701	при таком	1	1
702	и может	3	1
703	изменения в	1	1
704	чтобы понять	1	1
705	человек и	1	1
706	звук в	2	1
707	данная мысль	1	1
708	всего можно	1	1
709	только с	1	1
710	в большей	1	1
711	произвол при	1	1
712	же касается	1	1
713	бы на	1	1
714	своих мыслей	1	1
715	еще мало	1	1
716	состоит из	1	1
717	была бы	1	1
718	и так	1	1
719	для нашего	1	1
720	в последнем	1	1
721	быть одною	1	1
722	заключенные в	1	1
723	например во	1	1
724	ее в	1	1
725	то оно	1	1
726	весь процесс	1	1
727	снова и	1	1
728	можно назвать	2	1
729	этой точки	1	1
730	не имеющее	1	1
731	которая не	1	1
