N	3gram	Propp_Isto_7	KulturaY
1	и т п	1	18
2	в том что	4	15
3	и т д	16	14
4	с точки зрения	1	9
5	в том чтобы	2	8
6	по отношению к	1	8
7	в самом деле	1	7
8	только потому что	1	6
9	с другой стороны	8	6
10	о том что	5	5
11	в зависимости от	1	5
12	до сих пор	2	4
13	тем не менее	4	4
14	состоит в том	1	3
15	мере того как	1	3
16	более или менее	1	3
17	по мере того	1	3
18	о том как	1	3
19	только в том	1	3
20	можно было бы	1	3
21	вместе с тем	1	3
22	в связи с	1	3
23	не может быть	3	3
24	все это не	1	3
25	и потому что	1	2
26	т д и	1	2
27	в этом случае	1	2
28	в иных случаях	1	2
29	т е в	2	2
30	так и в	2	2
31	в тех случаях	4	2
32	а в том	2	2
33	этой точки зрения	3	2
34	но все же	2	2
35	тех случаях когда	3	2
36	к тому что	1	2
37	мы увидим что	2	2
38	и может быть	1	1
39	на том что	1	1
40	и должны быть	1	1
41	то это значит	1	1
42	что в данном	1	1
43	и в особенности	1	1
44	ни один из	1	1
45	изучаемое нами явление	1	1
46	никак не может	1	1
47	что в тех	3	1
48	с одной стороны	4	1
49	во многих других	1	1
50	ниже мы увидим	1	1
51	есть случаи когда	1	1
52	дело совсем не	1	1
53	в таких случаях	1	1
54	несколько случаев в	1	1
55	в прямой связи	2	1
56	того как они	1	1
57	на этот вопрос	2	1
58	с этой точки	3	1
59	и не в	1	1
60	и дело что	1	1
61	тогда как в	1	1
62	не только в	5	1
63	всех этих случаях	6	1
64	т е с	1	1
65	еще не все	3	1
66	во всех этих	6	1
67	дело не в	3	1
68	она все же	1	1
69	том-то и дело	1	1
70	так же как	4	1
71	до наших дней	1	1
72	при этом на	1	1
73	то же значение	1	1
74	не в качестве	1	1
75	но с другой	1	1
76	по существу однако	1	1
77	далеко еще не	1	1
78	совсем не в	1	1
79	еще один пример	1	1
80	мы имеем в	4	1
81	оказывается что эти	1	1
82	в этих случаях	10	1
83	в большинстве случаев	1	1
84	после того как	2	1
85	или в том	1	1
86	в том-то и	2	1
87	только о том	1	1
88	но дело не	1	1
89	в них не	1	1
90	но в том-то	2	1
91	прямой связи с	1	1
92	точно так же	2	1
93	что и в	2	1
94	собственно не может	1	1
95	не в этом	1	1
