N	2gram	Tiupa_Hudo_2	Istorich
1	и т	4	27
2	и в	28	26
3	т д	2	24
4	так же	3	18
5	т е	2	18
6	то что	6	16
7	не только	11	15
8	может быть	8	14
9	что в	5	14
10	же как	2	13
11	но и	9	12
12	в лесу	1	12
13	власть над	1	11
14	так и	8	10
15	и его	5	10
16	что он	8	10
17	все же	2	9
18	его в	2	9
19	что и	4	9
20	так как	1	9
21	и не	18	9
22	то же	6	8
23	мы знаем	2	8
24	а в	6	8
25	мы имеем	1	7
26	в этом	13	7
27	он не	4	7
28	об этом	7	7
29	как и	11	7
30	в этих	3	7
31	во время	1	7
32	знаем что	1	7
33	их в	1	7
34	нас к	1	7
35	как в	5	7
36	в качестве	4	7
37	превращается в	4	7
38	героя в	1	7
39	и то	2	6
40	еще не	3	6
41	что они	4	6
42	как он	3	6
43	не всегда	1	6
44	таким же	1	6
45	в дальнейшем	1	6
46	к нему	3	6
47	потому что	2	6
48	а не	14	6
49	не может	4	6
50	вместе с	2	6
51	когда он	1	6
52	это и	1	5
53	мы уже	3	5
54	но не	4	5
55	но в	2	5
56	уже не	10	5
57	и только	2	5
58	в силу	1	5
59	с собой	2	5
60	но все	1	5
61	в другом	2	5
62	и с	6	5
63	это не	6	5
64	не в	13	5
65	точно так	1	5
66	ничего не	5	5
67	и у	2	5
68	как мы	2	5
69	и здесь	1	5
70	и что	1	5
71	в его	11	5
72	с ними	3	5
73	в одном	3	5
74	у него	5	5
75	тем что	6	5
76	до сих	2	5
77	сих пор	2	5
78	в точности	1	5
79	к этому	1	5
80	на себя	3	4
81	тогда как	7	4
82	не просто	1	4
83	он в	1	4
84	но он	1	4
85	в своей	6	4
86	даже в	1	4
87	того как	2	4
88	здесь не	2	4
89	о том	12	4
90	и даже	1	4
91	вовсе не	2	4
92	с другой	3	4
93	такое же	1	4
94	когда герой	1	4
95	а на	1	4
96	а по	2	4
97	все что	3	4
98	этот мотив	2	4
99	другой стороны	1	4
100	например в	1	3
101	не сразу	1	3
102	из этих	2	3
103	этого мотива	1	3
104	только тогда	1	3
105	в одной	1	3
106	перед нами	11	3
107	его к	1	3
108	все эти	1	3
109	что она	7	3
110	при этом	11	3
111	что у	3	3
112	на земле	1	3
113	а затем	1	3
114	те же	2	3
115	не мог	1	3
116	том что	19	3
117	от своего	2	3
118	и при	1	3
119	с миром	1	3
120	и животным	1	3
121	ты меня	1	3
122	и более	1	3
123	как это	7	3
124	то чего	1	3
125	на него	3	3
126	к себе	3	3
127	есть только	1	3
128	все еще	1	3
129	и он	3	3
130	она не	5	3
131	данном случае	2	3
132	но мы	1	3
133	с того	2	3
134	а также	2	3
135	по ночам	1	3
136	в другой	1	3
137	в том	15	3
138	только в	4	3
139	и других	1	3
140	а именно	1	3
141	о чем	8	3
142	там где	1	3
143	в данном	2	3
144	наряду с	5	3
145	как бы	5	3
146	по существу	1	3
147	этом случае	1	3
148	или в	3	3
149	для нас	3	3
150	из своего	1	3
151	но это	1	3
152	же в	1	3
153	между ними	2	3
154	на смену	1	3
155	к этой	1	3
156	и другие	5	3
157	по его	3	2
158	а как	2	2
159	ему в	2	2
160	тех же	1	2
161	отношение к	2	2
162	иногда и	1	2
163	в этой	5	2
164	в своем	5	2
165	хотя и	1	2
166	что это	5	2
167	представляет собой	1	2
168	и тот	1	2
169	в себе	9	2
170	в мышлении	1	2
171	в нем	3	2
172	от которого	2	2
173	же это	1	2
174	содержит в	1	2
175	на этом	2	2
176	здесь мы	1	2
177	лишь в	2	2
178	хотя бы	2	2
179	было бы	3	2
180	из них	2	2
181	и тем	1	2
182	этого не	1	2
183	которой он	1	2
184	человеком и	1	2
185	знает и	2	2
186	что я	2	2
187	тем не	4	2
188	все это	3	2
189	однако в	2	2
190	мы пока	1	2
191	по себе	1	2
192	случае мы	1	2
193	не менее	5	2
194	дело не	2	2
195	не по	2	2
196	не могло	1	2
197	одна из	2	2
198	по своей	1	2
199	к мотиву	1	2
200	в тексте	5	2
201	героя а	1	2
202	что на	3	2
203	в области	1	2
204	от того	1	2
