N	2gram	Bakhtin_Fr_4	Narrotol
1	не только	10	32
2	может быть	2	25
3	но и	9	23
4	в качестве	3	21
5	и не	16	20
6	то есть	21	19
7	и в	29	19
8	в том	7	18
9	в этом	11	17
10	в частности	3	14
11	том что	3	14
12	своего рода	6	12
13	то что	4	11
14	точки зрения	4	10
15	не может	2	10
16	при этом	3	9
17	в мире	1	9
18	так и	11	9
19	в его	8	9
20	со стороны	2	9
21	в себе	3	8
22	и т.п	12	8
23	с другой	4	8
24	еще не	4	7
25	как в	2	7
26	все же	3	7
27	времени и	2	7
28	как и	12	7
29	к тому	2	7
30	а также	2	7
31	с одной	2	7
32	одной стороны	2	7
33	с его	4	6
34	но не	2	6
35	в той	2	6
36	то в	3	6
37	на протяжении	1	6
38	в себя	2	6
39	о том	2	6
40	что он	4	6
41	именно в	2	6
42	том числе	3	6
43	но в	12	6
44	не все	1	5
45	отличие от	1	5
46	и как	3	5
47	уже не	2	5
48	в этой	13	5
49	тому же	1	5
50	далеко не	5	5
51	в отличие	1	5
52	в основе	2	5
53	и его	8	5
54	к нему	3	5
55	в форме	1	5
56	себя в	2	5
57	мира в	1	5
58	в данном	1	5
59	можно сказать	1	5
60	данном случае	1	4
61	все те	2	4
62	то же	10	4
63	здесь не	3	4
64	перед нами	4	4
65	за собой	1	4
66	в нем	5	4
67	в силу	1	4
68	но все	1	4
69	же не	2	4
70	и с	9	4
71	не мог	2	4
72	связи с	2	4
73	числе и	2	4
74	не столько	2	4
75	те же	1	4
76	же время	8	4
77	только в	2	4
78	у него	5	4
79	в особенности	2	4
80	прежде всего	8	4
81	как бы	8	4
82	да и	2	4
83	одной из	2	4
84	сказать что	5	4
85	другой стороны	3	4
86	это и	5	3
87	же как	1	3
88	в сущности	6	3
89	жизни как	1	3
90	и он	1	3
91	в ней	3	3
92	и на	11	3
93	этого эпизода	7	3
94	в ее	3	3
95	если в	2	3
96	что они	2	3
97	хотя и	2	3
98	что это	5	3
99	уже в	2	3
100	он не	3	3
101	не будет	1	3
102	особенно в	3	3
103	в третьем	1	3
104	ни в	2	3
105	и риторика	1	3
106	в то	10	3
107	тем что	4	3
108	в эпизоде	2	3
109	на него	1	3
110	никогда не	2	3
111	по своей	3	3
112	этом отношении	1	3
113	как мы	10	3
114	с ее	3	3
115	свою очередь	1	3
116	на том	1	3
117	как было	1	3
118	в конечном	1	3
119	будто он	2	3
120	один из	4	3
121	из них	6	3
122	и даже	3	3
123	в свою	1	3
124	а с	1	3
125	как будто	2	3
126	что в	1	3
127	будто бы	1	3
128	жизни в	2	3
129	жизни и	4	3
130	как известно	2	2
131	отношения к	1	2
132	и потому	1	2
133	самом деле	1	2
134	здесь и	3	2
135	и до	5	2
136	должна быть	1	2
137	со смертью	1	2
138	говорить о	1	2
139	ему в	1	2
140	он сам	1	2
141	но как	3	2
142	отношение к	1	2
143	нет и	1	2
144	вследствие чего	2	2
145	первый взгляд	1	2
146	независимо от	1	2
147	как к	3	2
148	в своем	3	2
149	что по	1	2
150	более или	3	2
151	в противоположность	1	2
152	все эти	9	2
153	бы не	2	2
154	всей своей	1	2
155	и тот	2	2
156	роль в	3	2
157	жизнью и	1	2
158	например как	1	2
159	не как	1	2
160	подобно тому	3	2
161	для своей	2	2
162	зрения на	1	2
163	его в	9	2
164	это не	5	2
165	в самую	1	2
166	на первый	2	2
167	или менее	3	2
168	рассказа о	1	2
169	с точки	2	2
170	даже в	1	2
171	вплоть до	1	2
172	в обоих	1	2
173	которого он	1	2
174	ничего не	1	2
175	при всем	1	2
176	как раз	2	2
177	что на	1	2
178	утверждать что	1	2
179	что у	3	2
180	можно было	1	2
181	или в	2	2
182	было в	2	2
183	во второй	2	2
184	быть может	2	2
185	о своей	2	2
186	лица и	1	2
187	от всех	2	2
188	в литературе	4	2
189	и одновременно	4	2
190	дело с	1	2
191	и ее	1	2
192	есть в	2	2
193	каждый из	1	2
194	конечном счете	1	2
195	для него	1	2
196	или даже	1	2
197	не случайно	3	2
198	к которому	2	2
199	и др	4	2
200	нового времени	2	2
201	говорит о	1	2
202	выступает в	1	2
203	не на	2	2
204	о чем	2	2
205	из многочисленных	1	2
206	тому как	3	2
207	только о	1	2
208	что мы	1	2
209	в аспекте	1	2
210	и для	2	2
211	в связи	1	2
212	у нее	1	2
213	в результате	4	2
214	мира и	4	2
215	которая в	1	2
216	и все	13	2
217	к самому	1	2
218	между ними	2	2
219	этого слова	1	2
220	включает в	1	2
221	так же	7	2
222	в таком	1	2
223	они не	2	2
224	также и	4	1
225	наших дней	2	1
226	того же	5	1
227	жил в	1	1
228	на самом	4	1
229	оказываются в	1	1
230	это игра	1	1
231	традиции как	2	1
232	и есть	4	1
233	характерное для	1	1
234	в какой-то	1	1
235	видеть в	1	1
236	с таким	2	1
237	в году	3	1
238	глаза были	1	1
239	при анализе	1	1
240	в первый	1	1
241	и правил	1	1
242	он как	1	1
243	ними здесь	1	1
244	но она	2	1
245	от церкви	1	1
246	которое не	2	1
247	и со	2	1
248	в целом	1	1
249	которое в	1	1
250	проявляет себя	1	1
251	нему в	1	1
252	в различных	2	1
253	в чем	3	1
254	по своему	4	1
255	традиции это	1	1
256	эта особенность	1	1
257	а он	1	1
258	при решении	1	1
259	один и	2	1
260	общий знаменатель	1	1
261	всего к	1	1
262	в общую	1	1
263	нельзя было	1	1
264	кто не	1	1
265	изменений в	1	1
266	и наконец	2	1
267	напомним что	1	1
268	и к	2	1
269	в действительности	1	1
270	в герое	1	1
271	поэтому и	5	1
272	в самом	1	1
273	идет не	1	1
274	лишь одной	1	1
275	это разделение	1	1
276	он думает	1	1
277	рассказ о	1	1
278	отсутствует даже	1	1
279	затем следует	1	1
280	мира но	1	1
281	из его	1	1
282	различными его	1	1
283	так сказать	2	1
284	на его	2	1
285	ей в	1	1
286	человек не	1	1
287	одному из	2	1
288	различные формы	1	1
289	однако он	1	1
290	эпизоду в	1	1
291	новое и	2	1
292	на земле	1	1
293	в плане	4	1
294	этого жанра	1	1
295	и по	5	1
296	на этом	2	1
297	или иных	1	1
298	не бывает	1	1
299	таким образом	20	1
300	и за	3	1
301	здесь мы	1	1
302	для характеристики	1	1
303	чего он	1	1
304	об этом	1	1
305	мы уже	10	1
306	была в	1	1
307	входит в	1	1
308	после обеда	3	1
309	ко второму	1	1
310	что один	1	1
311	с начала	3	1
312	мать и	1	1
313	делает его	1	1
314	словами он	2	1
315	в них	7	1
316	фигуры и	1	1
317	соответствии с	2	1
318	а за	1	1
319	в слове	2	1
320	он и	5	1
321	мы видели	7	1
322	выступают с	1	1
323	мы не	1	1
324	в один	2	1
325	и тогда	1	1
326	превратился в	1	1
327	одного и	1	1
328	себе с	1	1
329	свою речь	3	1
330	на данный	1	1
331	в котором	2	1
332	в их	2	1
333	к одному	1	1
334	место в	2	1
335	все и	1	1
336	на свою	1	1
337	мысли и	1	1
338	всякий раз	1	1
339	образом и	3	1
340	но он	6	1
341	в россии	1	1
342	что было	1	1
343	с этого	1	1
344	их в	2	1
345	в конце	9	1
346	как от	1	1
347	том же	2	1
348	времени а	1	1
349	и то	2	1
350	необходимо учитывать	1	1
351	приводят к	1	1
