N	3gram	Vinokur_Ku_2	Dialekti
1	и т д	14	19
2	с точки зрения	8	12
3	ни в каком	1	8
4	сама по себе	1	8
5	в том что	10	7
6	сам по себе	1	6
7	в нем есть	1	6
8	само по себе	5	5
9	по себе не	2	5
10	то же время	3	4
11	можно было бы	9	4
12	по крайней мере	6	4
13	с другой стороны	7	4
14	на то что	2	4
15	в то же	3	4
16	потому что он	2	3
17	только потому что	6	3
18	в этом смысле	5	3
19	да и то	1	3
20	не нуждается в	1	3
21	не имеет никакого	1	3
22	только то что	1	3
23	может быть и	1	3
24	не значит что	1	3
25	в конце концов	3	3
26	иметь в виду	1	3
27	не может и	1	3
28	не может быть	4	3
29	ничего общего с	1	3
30	можно сказать что	2	3
31	т д и	1	2
32	то что я	1	2
33	на самом деле	2	2
34	до сих пор	1	2
35	на точку зрения	1	2
36	что он не	1	2
37	по себе и	1	2
38	потому что и	1	2
39	не было бы	1	2
40	но все это	1	2
41	в этом отношении	3	2
42	и т п	24	2
43	точно так же	3	2
44	самого по себе	1	2
45	несмотря на то	2	2
46	то или иное	2	2
47	может и не	1	2
48	и в частности	1	2
49	и то не	1	2
50	с одной стороны	1	2
51	по сравнению с	1	2
52	во всяком случае	5	2
53	д и т	1	2
54	о том что	1	2
55	к тому что	1	2
56	и с другой	1	2
57	в голову не	1	1
58	хотя и не	1	1
59	это напряжение и	1	1
60	в данный момент	1	1
61	а не с	1	1
62	дело в том	1	1
63	то время как	1	1
64	и той же	1	1
65	в виду что	1	1
66	в самом деле	7	1
67	но даже и	2	1
68	так или иначе	2	1
69	т е не	1	1
70	и в голову	1	1
71	случае гораздо более	1	1
72	мне кажется что	1	1
73	сами по себе	1	1
74	можно говорить о	1	1
75	только в том	2	1
76	представить себе что	1	1
77	в каком смысле	1	1
78	ясно что не	1	1
79	всяком случае гораздо	1	1
80	но это не	1	1
81	говорить о разных	1	1
82	которые несмотря на	1	1
83	что все это	1	1
84	и не в	1	1
85	это не имеет	1	1
86	и вовсе не	2	1
87	и тем не	4	1
88	свой смысл и	1	1
89	не потому что	1	1
90	в том чтобы	1	1
91	голову не приходит	1	1
92	в то время	1	1
93	прежде всего что	1	1
94	не в том	1	1
95	почему? потому что	1	1
96	в связи с	3	1
97	в первую очередь	1	1
98	я имею в	1	1
99	те или иные	1	1
100	весьма и весьма	1	1
101	связи с этим	1	1
102	что же это	1	1
103	что оно имеет	1	1
104	это не помешало	1	1
105	есть не что	1	1
106	имею в виду	1	1
107	не стоит в	1	1
108	но также и	2	1
109	будем иметь в	1	1
110	у них есть	1	1
111	и не должен	1	1
112	т д или	1	1
113	с самого начала	1	1
114	отношении его к	1	1
115	что иное как	1	1
116	но все же	2	1
117	мы имели бы	1	1
118	одной и той	1	1
119	не что иное	1	1
120	тех или иных	1	1
121	смысл и свое	1	1
122	тем не менее	5	1
123	дело не в	2	1
124	для того чтобы	8	1
125	том или ином	1	1
126	т д в	1	1
127	к тому же	1	1
128	что если бы	1	1
