N	3gram	Tiupa_Narr_1	Literetu
1	то же время	4	9
2	в то же	4	9
3	не может быть	4	7
4	с одной стороны	1	6
5	в конечном счете	1	5
6	в том что	5	5
7	состоит в том	2	4
8	едва ли не	1	4
9	с другой стороны	1	4
10	в хх веке	1	4
11	с точки зрения	1	3
12	в этом отношении	3	3
13	в данном случае	8	3
14	по отношению к	3	3
15	речь идет о	3	3
16	о том что	2	2
17	в е годы	1	2
18	присутствия в мире	2	2
19	подобно тому как	3	2
20	в русской литературе	1	2
21	по крайней мере	1	2
22	одно и то	2	2
23	в первый раз	1	2
24	и то же	2	2
25	в равной степени	2	2
26	еще в году	1	2
27	в том числе	1	2
28	тем не менее	3	2
29	в принципе не	1	2
30	при всей своей	1	2
31	то в его	1	1
32	первого лица в	1	1
33	это могло бы	1	1
34	а за ними	1	1
35	здесь состоит в	1	1
36	но и не	1	1
37	каждый из нас	1	1
38	мы имеем дело	2	1
39	случае следует вести	1	1
40	в соответствии с	4	1
41	то же самое	2	1
42	во внутренний мир	1	1
43	он не может	1	1
44	в новой должности	1	1
45	и не может	1	1
46	я в мире	1	1
47	еще при жизни	1	1
48	в отличие от	2	1
49	бы то ни	1	1
50	только то что	1	1
51	от первого лица	1	1
52	из того что	1	1
53	при этом однако	1	1
54	том числе и	1	1
55	в сущности говоря	1	1
56	у него нет	1	1
57	своего и чужого	2	1
58	и то что	1	1
59	и в то	1	1
60	первого и второго	1	1
61	в самом начале	1	1
62	в своего рода	2	1
63	по сути своей	1	1
64	и второго лица	1	1
65	имеем дело с	2	1
66	в нашем случае	1	1
67	как и само	1	1
68	в области поэтики	1	1
69	из которых он	1	1
70	не мог бы	1	1
71	в не меньшей	1	1
72	при этом у	1	1
73	в частности в	1	1
74	человеческого присутствия в	1	1
75	мы не можем	1	1
76	оказывается всего лишь	1	1
77	имея в виду	1	1
78	сказать и о	1	1
79	в свою очередь	2	1
80	на самом деле	1	1
81	той или иной	4	1
82	то ни было	1	1
83	а с другой	1	1
84	а во второй	1	1
85	к тому что	1	1
86	в тексте не	1	1
87	не меньшей степени	1	1
88	в исторической жизни	1	1
89	для того чтобы	3	1
90	до сего времени	1	1
91	как мы видели	1	1
