N	3gram	Voloshinov_1	OGranits
1	с точки зрения	20	5
2	не может быть	13	4
3	до тех пор	2	4
4	тех пор пока	2	3
5	по отношению к	2	3
6	есть прежде всего	1	3
7	вполне понятно что	3	3
8	в самом деле	9	2
9	языка как системы	5	2
10	не чем иным	1	2
11	с одной стороны	1	2
12	социального общения и	3	2
13	с другой стороны	5	2
14	ничего общего с	2	2
15	чем иным как	1	2
16	с самого начала	4	2
17	в двух разных	1	2
18	в том что	3	2
19	фосслера и его	2	1
20	точки зрения и	1	1
21	один и тот	3	1
22	тот же самый	1	1
23	как и всякого	1	1
24	между тем мы	1	1
25	и более или	1	1
26	неразрывно связаны между	1	1
27	и его учеников	1	1
28	в чем же	2	1
29	этой точки зрения	1	1
30	в самой лингвистике	1	1
31	взаимодействия теперь мы	1	1
32	более или менее	1	1
33	равно как и	1	1
34	лишь в процессе	1	1
35	должны быть сведены	1	1
36	на самом деле	1	1
37	как неизменная и	1	1
38	подобно тому как	1	1
39	то же самое	3	1
40	языковой формы напр	1	1
41	соссюр и его	1	1
42	в процессе взаимодействия	1	1
43	побочно и более	1	1
44	и не может	9	1
45	направления абстрактного объективизма	1	1
46	от него не	1	1
47	в достаточной мере	1	1
48	тесно связана с	2	1
49	в отличие от	5	1
50	нет и не	2	1
51	существует лишь в	1	1
52	не было бы	1	1
53	в этом отношении	3	1
54	что побочно и	1	1
55	что же является	2	1
56	можно было бы	2	1
57	может быть и	3	1
58	в системе языка	1	1
59	абстрактного объективизма в	3	1
60	ни о какой	1	1
61	с этой точки	1	1
62	является не чем	1	1
63	языка что же	1	1
64	другой стороны оно	1	1
65	ту или иную	1	1
66	в последнее время	1	1
67	которым можно было	1	1
68	иметь не может	1	1
69	в школе фосслера	1	1
70	в узком смысле	2	1
71	мы полагаем что	1	1
72	для того чтобы	3	1
73	и системой языка	1	1
74	в науке о	3	1
75	так же как	2	1
76	существует только в	1	1
77	данной социальной группы	1	1
78	его за норму	1	1
79	и тот же	3	1
80	ничего общего не	1	1
81	быть и речи	2	1
82	тем не менее	2	1
83	в нашу задачу	3	1
84	и как бы	1	1
85	и других представителей	1	1
86	то что социально	1	1
87	в связи с	7	1
88	может быть понята	1	1
89	мы дали в	1	1
90	чуть ли не	1	1
91	представителей этой школы	1	1
92	само по себе	1	1
93	прежде всего в	1	1
94	сознания с другой	1	1
95	лишь с точки	2	1
96	быть сведены к	2	1
97	философия языка и	1	1
98	в предшествующей главе	1	1
99	на почву языка	1	1
100	и наконец его	1	1
101	то же время	3	1
102	при таком подходе	1	1
103	или менее случайно	1	1
104	но в то	2	1
105	выходит за пределы	1	1
106	и его школа	1	1
107	существует как бы	1	1
108	в то же	3	1
109	к тому что	1	1
110	и здесь и	1	1
111	о языке и	1	1
112	науке о языке	3	1
113	абстрактного объективизма индивидуальный	1	1
114	представители абстрактного объективизма	2	1
115	в последнем счете	1	1
116	тождественность языковой формы	1	1
117	слове в каждом	1	1
118	является уже идеологическим	1	1
119	только с помощью	1	1
