1	с точки зрения	5	9
2	в том что	1	9
3	что иное как	2	8
4	не что иное	2	8
5	по крайней мере	1	7
6	в то же	9	6
7	то же время	7	6
8	не может быть	2	6
9	для того чтобы	7	5
10	есть не что	2	5
11	и тем более	1	4
12	только тогда когда	1	4
13	само по себе	1	4
14	одной и той	2	3
15	и той же	2	3
16	не говоря уже	1	3
17	и в этом	1	3
18	то или иное	3	3
19	тех или других	1	3
20	то что мы	4	2
21	и оказывается что	1	2
22	теперь мы можем	1	2
23	хотя бы и	1	2
24	и не мог	1	2
25	тем не менее	1	2
26	и в то	2	2
27	по сравнению с	1	2
28	ни от чего	1	2
29	мы видим что	2	2
30	в собственном смысле	1	2
31	равно как и	2	2
32	и нет ничего	1	2
33	мы не имеем	2	2
34	представим себе что	1	2
35	в свою очередь	4	2
36	ту или иную	4	2
37	та или иная	1	2
38	иметь в виду	1	2
39	но в то	2	2
40	как только мы	1	2
41	же время и	1	2
42	нет ничего что	1	1
43	не только его	1	1
44	но откуда я	1	1
45	вполне понятно что	1	1
46	и этот момент	1	1
47	в нашем случае	1	1
48	и не может	1	1
49	что же такое	2	1
50	содержит в себе	1	1
51	мы будем говорить	2	1
52	нет ничего удивительного	1	1
53	сама история но	1	1
54	можно сказать что	2	1
55	связи ее с	1	1
56	говорить не о	1	1
57	хотя бы на	1	1
58	которое может быть	3	1
59	если мы будем	1	1
60	вопрос о том	1	1
61	в ней как	1	1
62	перед нами не	1	1
63	и есть не	1	1
64	и вообще не	1	1
65	от тех или	1	1
66	только потому что	2	1
67	в качестве одного	1	1
68	он к своему	1	1
69	и как бы	2	1
70	в виду что	1	1
71	одна и та	1	1
72	и не только	2	1
73	не может не	1	1
74	в связи с	2	1
75	прежде всего в	4	1
76	не знаем как	1	1
77	та же самая	2	1
78	по себе не	1	1
79	в зависимости от	7	1
80	но если бы	1	1
81	не является ли	1	1
82	не только о	1	1
83	вполне достаточно чтобы	1	1
84	не только в	3	1
85	социальное и историческое	1	1
86	тот же самый	1	1
87	и та же	1	1
88	будем говорить не	1	1
89	в этом случае	3	1
90	или иную степень	1	1
91	и что же	1	1
92	ничто не мешает	1	1
93	все что было	1	1
94	то что именно	1	1
95	связи с этим	2	1
96	что перед нами	2	1
97	в конце концов	3	1
98	того события которое	1	1
99	как бы в	2	1
100	той или иной	4	1
101	и в области	2	1
102	прежде всего с	1	1
103	но все же	3	1
104	не было бы	2	1
105	мы не знаем	2	1
106	с другой стороны	1	1
107	о том что	2	1
108	в себе и	1	1
109	это возможно лишь	1	1
110	для этого необходимо	1	1
111	вовсе и не	1	1
112	можно говорить лишь	1	1
113	как и вообще	1	1
114	мы показали что	1	1
115	одной из сторон	1	1
116	тех или иных	2	1
117	это как бы	1	1
118	из них в	1	1
119	в жизни и	1	1
120	и при этом	1	1
121	в той же	3	1
122	хотя бы в	1	1
123	не только не	1	1
