N	3gram	Propp_Russ_1	FransuaR
1	как мы видели	1	4
2	после того как	2	4
3	в свою очередь	2	3
4	как мы видим	1	3
5	с точки зрения	3	3
6	в том что	15	3
7	а следовательно и	1	2
8	по отношению к	1	2
9	в этом отношении	1	2
10	в большинстве случаев	2	2
11	можно было бы	1	2
12	как и в	1	2
13	что иное как	2	1
14	потому что он	1	1
15	что в этом	2	1
16	не без основания	1	1
17	и связанные с	2	1
18	с таким же	1	1
19	на самом деле	1	1
20	не совсем точно	1	1
21	мы уже знаем	1	1
22	из них в	1	1
23	о том чтобы	1	1
24	на самом же	1	1
25	с тем что	1	1
26	на этот вопрос	1	1
27	так например в	1	1
28	и у других	1	1
29	в это время	2	1
30	тогда как в	1	1
31	не что иное	2	1
32	в данном случае	1	1
33	не только в	1	1
34	и так называемый	1	1
35	и другие подобные	1	1
36	имеет ничего общего	1	1
37	и в этом	1	1
38	это та же	1	1
39	о том что	4	1
40	не только для	1	1
41	в связи с	4	1
42	по содержанию своему	1	1
43	это не совсем	1	1
44	во всяком случае	1	1
45	были связаны с	1	1
46	ничего общего с	1	1
47	в одном из	1	1
48	как мы уже	1	1
49	самом же деле	1	1
50	во второй половине	1	1
51	по этому поводу	2	1
52	но есть и	1	1
53	мы видим что	1	1
54	второй половине xix	1	1
55	она не имеет	1	1
56	и в том	1	1
57	здесь говорится о	1	1
58	на другой день	1	1
59	один из самых	1	1
60	мы увидим что	1	1
61	не имеет ничего	1	1
