N	2gram	Bakhtin_Pr_3	Analitik
1	может быть	19	29
2	в том	3	27
3	не может	19	22
4	и не	29	21
5	и в	34	18
6	но и	12	17
7	а не	9	17
8	отнюдь не	2	15
9	не только	10	15
10	не в	9	14
11	в этом	16	13
12	как и	18	13
13	в его	22	13
14	при этом	4	12
15	том что	3	12
16	в себе	6	11
17	то есть	1	11
18	но не	4	10
19	то же	14	9
20	в то	12	9
21	а в	5	9
22	в мире	4	8
23	но в	16	8
24	нуждается в	3	8
25	в той	2	8
26	к тому	5	7
27	этого слова	7	7
28	я и	2	6
29	в сущности	11	6
30	по отношению	5	6
31	отличие от	2	6
32	в самом	8	6
33	это не	5	6
34	далеко не	3	6
35	точки зрения	8	6
36	в своей	3	6
37	в отличие	2	6
38	в основе	1	6
39	по своей	1	6
40	той или	2	6
41	должен быть	1	6
42	в себя	1	6
43	времени и	1	6
44	же время	12	6
45	только в	6	6
46	себя в	1	6
47	то что	11	6
48	или иной	2	6
49	прежде всего	15	6
50	в их	1	5
51	и на	6	5
52	и как	3	5
53	в произведении	1	5
54	в целом	5	5
55	в этой	1	5
56	внутренней речи	4	5
57	лишь в	5	5
58	и его	16	5
59	о том	2	5
60	сводится к	3	5
61	и того	2	5
62	между тем	3	5
63	как бы	27	5
64	художественное произведение	1	5
65	отношению к	6	5
66	что в	7	5
67	того же	2	4
68	столь же	2	4
69	все же	7	4
70	тому же	2	4
71	с другими	4	4
72	с точки	4	4
73	и другого	3	4
74	большей или	1	4
75	и более	1	4
76	по себе	3	4
77	ни в	4	4
78	так и	6	4
79	не с	2	4
80	с ним	8	4
81	в другом	8	4
82	на вопрос	4	4
83	с другой	4	4
84	того что	5	4
85	уже не	2	4
86	для того	1	4
87	с другим	11	4
88	себя и	8	4
89	вместе с	4	4
90	человека к	1	4
91	из которых	1	4
92	ни было	4	4
93	или меньшей	1	4
94	и т	8	3
95	одним из	1	3
96	между двумя	2	3
97	бы то	4	3
98	во внешнем	1	3
99	вступает в	2	3
100	и к	12	3
101	как он	3	3
102	в нем	19	3
103	он не	15	3
104	вследствие этого	2	3
105	подобно тому	2	3
106	таким образом	5	3
107	то ни	4	3
108	бы быть	1	3
109	того или	2	3
110	даже в	5	3
111	в котором	3	3
112	своего рода	2	3
