N	3gram	Bakhtin_Fr_5	Dialekti
1	с точки зрения	2	12
2	в том что	6	7
3	в нем есть	1	6
4	то же время	9	4
5	можно было бы	2	4
6	в то же	9	4
7	потому что он	3	3
8	ровно ничего не	1	3
9	не нуждается в	2	3
10	не имеет никакого	1	3
11	может быть и	1	3
12	не может быть	2	3
13	ничего общего с	1	3
14	можно сказать что	2	3
15	той или иной	1	3
16	но уже и	1	2
17	на самом деле	4	2
18	мы находим в	2	2
19	до сих пор	3	2
20	и в то	1	2
21	что он не	1	2
22	в этом отношении	5	2
23	так как он	1	2
24	и в частности	1	2
25	это конечно не	1	2
26	одна и та	1	2
27	о том что	1	2
28	ни о чем	1	2
29	и та же	1	2
30	хотя и не	1	1
31	в той или	1	1
32	что в основе	1	1
33	в чем же	2	1
34	и в своей	1	1
35	дело в том	2	1
36	и той же	1	1
37	если она и	1	1
38	в самом деле	1	1
39	как раз и	1	1
40	еще и сейчас	1	1
41	они вовсе не	2	1
42	до известной степени	4	1
43	ни в коем	1	1
44	можно говорить о	2	1
45	строй и порядок	1	1
46	на самом же	1	1
47	но это не	1	1
48	убежден в том	1	1
49	и даже в	1	1
50	и не в	2	1
51	в коем случае	1	1
52	поэтому если в	1	1
53	но в то	5	1
54	в то время	2	1
55	во всех этих	1	1
56	в связи с	5	1
57	что и с	1	1
58	связи с этим	3	1
59	самом же деле	1	1
60	сих пор не	1	1
61	есть не что	1	1
62	хотя бы в	2	1
63	что иное как	1	1
64	не было ни	1	1
65	друг от друга	1	1
66	заметить что в	1	1
67	в полной мере	1	1
68	одной и той	1	1
69	не что иное	1	1
70	тем не менее	1	1
71	друг с другом	2	1
72	имеет никакого отношения	1	1
73	для того чтобы	6	1
74	а именно в	1	1
75	к тому же	2	1
76	то же самое	2	1
