N	3gram	Vinokur_St_2	Istorich
1	и т д	6	24
2	так же как	3	12
3	совершенно так же	2	6
4	до сих пор	5	5
5	точно так же	1	5
6	с другой стороны	3	4
7	но все же	2	4
8	в этом случае	1	3
9	т е в	1	3
10	в данном случае	1	3
11	по сравнению с	1	3
12	на то что	2	3
13	как мы видели	1	3
14	о том что	11	2
15	же как в	1	2
16	говорит об этом	2	2
17	мы видели выше	1	2
18	то что он	2	2
19	с того что	1	2
20	в точности соответствует	1	2
21	так и в	2	2
22	после того как	4	2
23	в связи с	1	2
24	тем не менее	2	2
25	и пр или	1	2
26	на этот вопрос	1	2
27	не только по	2	1
28	даже в качестве	1	1
29	там где нет	1	1
30	между прочим и	1	1
31	не только с	2	1
32	но и по	1	1
33	и по существу	1	1
34	что он имел	1	1
35	в том числе	1	1
36	внимание на то	1	1
37	в своей работе	1	1
38	у меня в	2	1
39	что в этом	1	1
40	одно из таких	1	1
41	в зависимости от	1	1
42	что он не	4	1
43	не имеет никакого	1	1
44	за то что	2	1
45	и пр на	1	1
46	мы до сих	1	1
47	в приложении к	1	1
48	ничего не говорится	1	1
49	и др в	1	1
50	это ничего не	1	1
51	не могло быть	1	1
52	никакой связи с	1	1
53	и то же	1	1
54	по большей части	1	1
55	и вместе с	1	1
56	не в том	2	1
57	же как у	1	1
58	одни и те	1	1
59	но вместе с	1	1
60	одно и то	1	1
61	который не мог	1	1
62	и в особенности	1	1
63	что у него	1	1
64	вместе с тем	5	1
65	в то время	1	1
66	но он не	1	1
67	ничего общего с	1	1
68	в связь с	1	1
69	и те же	1	1
70	до того как	3	1
71	к тому что	5	1
