1	не может быть	4	7
2	более или менее	1	5
3	до сих пор	2	5
4	с другой стороны	3	5
5	в том что	2	4
6	с одной стороны	1	4
7	на то что	1	4
8	то же самое	2	3
9	друг с другом	1	3
10	на первый взгляд	1	2
11	то ни было	3	2
12	же самое что	1	2
13	бы то ни	3	2
14	само по себе	1	2
15	большей или меньшей	1	2
16	все же не	1	2
17	том что она	1	1
18	не только в	1	1
19	быть не может	1	1
20	и только этот	1	1
21	в этом смысле	2	1
22	не могут быть	2	1
23	в противном случае	2	1
24	кого бы то	1	1
25	но не могут	1	1
26	а не только	1	1
27	в этом случае	1	1
28	в сторону от	1	1
29	еще ничего не	2	1
30	о нем но	1	1
31	в этом отношении	2	1
32	оно все же	1	1
33	в большей или	1	1
34	свойственна не только	1	1
35	равно как и	1	1
36	для всех этих	1	1
37	это было бы	1	1
38	и в конце	1	1
39	не в том	1	1
40	то что еще	1	1
41	но в то	1	1
42	тех или иных	2	1
43	никогда не может	1	1
