N	3gram	Vygotskiy__2	DiskursI
1	в отличие от	3	12
2	в данном случае	3	6
3	в том что	21	6
4	как и в	1	5
5	по отношению к	5	4
6	в этом отношении	3	4
7	с одной стороны	7	4
8	не может быть	6	3
9	и все же	1	3
10	о том что	4	3
11	той или иной	1	3
12	одной стороны и	2	2
13	состоит в том	3	2
14	подобно тому как	2	2
15	с точки зрения	18	2
16	и то что	1	2
17	и мн др	1	2
18	дело в том	1	2
19	в свое время	1	2
20	в другом месте	2	1
21	по своей природе	1	1
22	том что в	2	1
23	но и от	1	1
24	в той или	1	1
25	в самом деле	4	1
26	друг от друга	2	1
27	с другой стороны	1	1
28	друг на друга	1	1
29	что в одном	1	1
30	бы то ни	1	1
31	и т.п но	1	1
32	приходит к выводу	1	1
33	только то что	1	1
34	данном случае не	1	1
35	то что в	1	1
36	того и другого	1	1
37	но для этого	1	1
38	не последнюю роль	1	1
39	на каждом шагу	1	1
40	что в них	1	1
41	а с другой	4	1
42	в частности что	1	1
43	именно в этом	1	1
44	не приводит к	1	1
45	и в частности	1	1
46	в целом и	1	1
47	выводу о том	1	1
48	в применении к	1	1
49	с ней в	1	1
50	в такой же	1	1
51	то ни было	1	1
52	целом и в	1	1
53	по сути дела	1	1
54	не могут быть	1	1
55	я и ты	1	1
56	не в том	1	1
57	во всяком случае	6	1
58	внешнее по отношению	1	1
59	к выводу о	1	1
60	жизни в том	1	1
61	и т.п в	1	1
62	с самого начала	1	1
63	в конечном счете	4	1
64	включает в себя	1	1
65	можно сказать что	1	1
66	на всем протяжении	2	1
67	или иной мере	1	1
68	там же как	1	1
69	в том числе	3	1
70	о том какое	1	1
71	об одном и	1	1
72	не только от	1	1
73	как и их	1	1
74	том числе и	3	1
75	речь идет о	2	1
