N	3gram	Berdyaev_M_2	Analitik
1	не может быть	8	16
2	в том что	2	9
3	той или иной	1	6
4	что иное как	3	5
5	по отношению к	2	5
6	с точки зрения	1	4
7	не что иное	3	4
8	о том что	2	3
9	а не в	2	3
10	подобно тому как	2	3
11	для того чтобы	4	3
12	есть не что	3	3
13	это означает что	2	2
14	но и в	1	2
15	в этом отношении	1	2
16	в той мере	1	2
17	по природе своей	1	2
18	мере в какой	1	2
19	означает что в	1	2
20	той мере в	1	2
21	том что он	1	2
22	по своей природе	1	1
23	только личность но	1	1
24	я никогда не	2	1
25	и той же	2	1
26	как бы не	1	1
27	как и во	2	1
28	также и в	2	1
29	а не к	1	1
30	до сих пор	3	1
31	сам по себе	1	1
32	с ним как	1	1
33	и быть может	1	1
34	и та же	2	1
35	между тем как	1	1
36	отношения к самому	1	1
37	приводит нас к	1	1
38	было не до	1	1
39	не сам по	1	1
40	и тогда когда	1	1
41	из себя в	1	1
42	и отличается от	1	1
43	смысле этого слова	1	1
44	смысла жизни и	1	1
45	в xx веке	1	1
46	и должно быть	1	1
47	так и не	1	1
48	одни и те	1	1
49	ни на что	1	1
50	решение вопроса о	1	1
51	себя и не	1	1
52	внутрь себя и	1	1
53	одна и та	2	1
54	принадлежит к тем	1	1
55	я не могу	1	1
56	на что не	1	1
57	он обращен к	1	1
58	стороны одной и	1	1
59	во всех своих	1	1
60	второе решение вопроса	1	1
61	в крепость как	1	1
62	между тем в	1	1
63	никогда не бывает	2	1
64	не только личность	1	1
65	сила не может	1	1
66	только тогда когда	1	1
67	и те же	2	1
68	во втором случае	1	1
69	друг друга а	1	1
70	к тому что	3	1
71	одной и той	2	1
72	всего может быть	1	1
73	ведет к тому	1	1
74	как и в	2	1
75	с самим собой	1	1
