N	3gram	Trubetskoy_1	FransuaR
1	то же время	10	9
2	в то же	10	9
3	для того чтобы	6	6
4	в том что	7	6
5	в этом отношении	1	5
6	но в то	1	5
7	в связи с	1	5
8	до известной степени	1	4
9	так же как	1	4
10	на самом деле	6	4
11	в том числе	1	4
12	до сих пор	5	3
13	и прежде всего	1	3
14	в другом месте	1	2
15	то же самое	1	2
16	дело в том	1	2
17	с точки зрения	9	2
18	том числе и	1	2
19	можно было бы	3	2
20	в данном случае	3	2
21	и с точки	1	2
22	не может быть	4	2
23	в большинстве случаев	2	2
24	друг с другом	14	2
25	к тому же	1	2
26	не только для	1	2
27	и того же	1	1
28	на том же	1	1
29	по отношению к	1	1
30	это то же	1	1
31	в самом деле	1	1
32	но на самом	1	1
33	так как оно	1	1
34	что он не	2	1
35	же время она	1	1
36	он не может	1	1
37	но вряд ли	1	1
38	в значительной мере	2	1
39	не подлежит сомнению	1	1
40	вместе с тем	3	1
41	только для того	1	1
42	во всех областях	1	1
43	и в частности	1	1
44	в значительной степени	1	1
45	и что в	1	1
46	быть самим собой	4	1
47	и если в	3	1
48	они принадлежат к	2	1
49	во всех этих	1	1
50	церкви и не	1	1
51	все они имеют	1	1
52	это конечно не	1	1
53	в его целом	1	1
54	совершенно чуждый и	1	1
55	и таким образом	1	1
56	от того что	1	1
57	этого слова но	1	1
58	в свою очередь	1	1
59	о том что	2	1
60	неразрывно связаны с	1	1
61	той или иной	3	1
62	он еще не	1	1
63	одного и того	1	1
64	нельзя понимать как	1	1
65	друг от друга	2	1
66	же время в	1	1
67	в полной мере	1	1
68	в другом случае	2	1
69	свидетельствуют о том	1	1
70	тем не менее	1	1
71	является не только	1	1
72	и только в	1	1
