N	2gram	Vinokur_St_2	Istorich
1	и в	29	24
2	не только	19	21
3	что он	13	21
4	и т	9	17
5	т д	6	16
6	т е	10	16
7	может быть	2	14
8	не может	2	14
9	что в	19	13
10	в этих	3	13
11	как в	3	12
12	в этом	21	12
13	и здесь	3	12
14	но и	19	11
15	том что	27	10
16	и что	6	10
17	у него	1	10
18	а в	1	10
19	все же	6	9
20	с другой	4	9
21	не в	4	9
22	о том	17	9
23	потому что	9	9
24	и другие	2	9
25	то же	2	8
26	еще не	1	8
27	что и	2	8
28	так как	2	8
29	другой стороны	3	8
30	а не	5	8
31	все это	11	8
32	или в	1	8
33	то что	11	7
34	в первую	1	7
35	таким образом	10	7
36	мы видели	1	7
37	одна из	1	7
38	с собой	1	7
39	один из	1	7
40	в том	27	7
41	вместе с	7	7
42	что это	3	6
43	но не	3	6
44	как он	2	6
45	в нем	4	6
46	он не	9	6
47	об этом	6	6
48	как и	2	6
49	для нас	1	6
50	и все	1	6
51	того что	5	6
52	только в	2	6
53	ответ на	1	6
54	тем что	3	6
55	так же	3	6
56	с этой	2	6
57	во время	2	6
58	в чем	1	5
59	отношение к	1	5
60	но в	8	5
61	что она	1	5
62	не менее	3	5
63	в русской	5	5
64	дело не	2	5
65	ничего не	4	5
66	так и	9	5
67	представляют собой	1	5
68	там где	2	5
69	в тех	2	5
70	же как	3	4
71	мы не	1	4
72	представляет собой	1	4
73	как бы	5	4
74	при этом	2	4
75	мы можем	1	4
76	но все	7	4
77	точки зрения	5	4
78	в их	3	4
79	своего рода	5	4
80	тем не	2	4
81	по существу	2	4
82	не имеет	2	4
83	никогда не	3	4
84	так в	1	4
85	что у	4	4
86	на вопрос	3	4
87	то не	1	4
88	после того	4	4
89	с того	1	4
90	то и	1	4
91	вовсе не	6	4
92	если не	2	4
93	в данном	2	4
94	за него	2	4
95	и не	9	4
96	одной из	3	4
97	например в	3	3
98	не вполне	1	3
99	и он	3	3
100	в ответ	1	3
101	с его	2	3
102	тогда как	2	3
103	себе и	1	3
104	что они	2	3
105	кроме того	4	3
106	хотя и	4	3
107	когда он	1	3
108	видим и	1	3
109	из этих	1	3
110	важна не	1	3
111	на то	2	3
112	и если	1	3
113	том чтобы	1	3
114	и по	3	3
115	его в	2	3
116	кажется что	3	3
117	в них	2	3
118	представление о	1	3
119	вопрос о	6	3
120	в конце	2	3
