N	3gram	Potebnia_M_3	Vladivir
1	там же с	6	10
2	о том что	1	7
3	в том что	16	7
4	в свое время	1	5
5	то же время	5	4
6	и то что	1	4
7	на то что	1	4
8	в то же	5	4
9	более или менее	3	3
10	что он не	3	3
11	с другой стороны	4	3
12	не может быть	3	3
13	как мы уже	1	3
14	один и тот	1	2
15	ответ на это	2	2
16	в том чтобы	2	2
17	не только в	4	2
18	нужно прибавить что	1	2
19	в то время	4	2
20	и тот же	1	2
21	мы уже сказали	1	2
22	он как мы	1	2
23	можно сказать что	2	2
24	тем более что	1	2
25	так что в	1	2
26	тем не менее	3	2
27	для того чтобы	3	2
28	том что он	2	2
29	что и в	3	2
30	к тому же	1	2
31	и т д	3	2
32	дает нам возможность	2	1
33	в том виде	1	1
34	в чем не	1	1
35	и вообще в	1	1
36	не без основания	1	1
37	того что в	1	1
38	потому что в	1	1
39	и той же	2	1
40	не говоря уже	1	1
41	в самом деле	1	1
42	во всем своем	1	1
43	в том же	2	1
44	нам кажется что	1	1
45	в этом слове	1	1
46	говоря уже о	1	1
47	было для него	1	1
48	и притом не	1	1
49	в таких случаях	1	1
50	но все это	1	1
51	только то что	1	1
52	что не только	1	1
53	несмотря на свою	1	1
54	и совсем не	1	1
55	еще и теперь	1	1
56	вместе с тем	4	1
57	что даже в	1	1
58	одно и то	5	1
59	то время как	1	1
60	относится к нему	1	1
61	у него в	1	1
62	в целом и	1	1
63	если бы мы	1	1
64	с одной стороны	3	1
65	что для нас	1	1
66	смысле этого слова	7	1
67	он относится к	1	1
68	и то же	5	1
69	притом не только	1	1
70	так или иначе	1	1
71	из них не	1	1
72	только в таком	1	1
73	что касается до	1	1
74	любовь к ней	1	1
75	заключать в себе	1	1
76	и в том	2	1
77	а в том	5	1
78	одной и той	2	1
79	не могло существовать	1	1
80	до тех пор	1	1
81	и о том	1	1
82	заключается в том	1	1
83	так и в	2	1
84	время его жизни	1	1
85	в свою очередь	3	1
86	скажем только что	1	1
87	и тем самым	1	1
88	не только не	2	1
89	же время и	1	1
90	к нам и	1	1
91	за то что	1	1
92	друг друга не	1	1
93	к тому что	2	1
94	по этому поводу	1	1
95	и что в	1	1
96	в себе не	2	1
97	том что и	1	1
98	в этом отношении	2	1
