N	2gram	Vygotskiy__2	Komedia
1	и в	32	22
2	и не	10	21
3	том что	21	13
4	таким образом	21	12
5	в том	37	12
6	так как	12	11
7	со стороны	1	11
8	ни в	2	10
9	потому что	21	10
10	в самом	12	9
11	до сих	5	9
12	вместе с	2	9
13	сих пор	5	9
14	в этом	13	8
15	его в	1	8
16	в глазах	1	8
17	к ней	1	8
18	о том	6	8
19	если бы	6	8
20	в его	2	8
21	что и	17	8
22	что он	13	8
23	едва ли	4	7
24	то же	13	7
25	при этом	13	7
26	не по	1	7
27	об этом	3	7
28	в конце	3	7
29	только что	1	7
30	а в	4	7
31	в свою	3	7
32	того же	2	6
33	самом деле	16	6
34	еще не	2	6
35	так что	3	6
36	тому же	1	6
37	в то	5	6
38	и его	7	6
39	к тому	7	6
40	того чтобы	14	6
41	свою очередь	2	6
42	ясно что	7	6
43	и что	22	6
44	для того	13	6
45	может быть	18	6
46	как раз	5	6
47	к этому	1	6
48	речь идет	1	5
49	не хочет	1	5
50	что его	5	5
51	отношение к	2	5
52	более чем	1	5
53	но в	3	5
54	не только	12	5
55	а по	1	5
56	он не	6	5
57	в своей	3	5
58	в которых	3	5
59	то это	3	5
60	не менее	8	5
61	же время	2	5
62	связи с	1	5
63	и сам	4	5
64	к нему	2	5
65	что в	20	5
66	из них	4	5
67	тем что	9	5
68	прежде всего	1	5
69	как это	4	5
70	все это	5	5
71	и т	10	4
72	в ней	5	4
73	с другой	3	4
74	меньше всего	2	4
75	отнюдь не	5	4
76	все же	4	4
77	когда он	10	4
78	то что	21	4
79	в себе	2	4
80	что она	16	4
81	но все	1	4
82	совпадают с	1	4
83	и с	4	4
84	должен был	2	4
85	с тем	11	4
86	несмотря на	4	4
87	точки зрения	17	4
88	не в	8	4
89	однако в	1	4
90	в отношении	3	4
91	самого начала	1	4
92	на него	2	4
93	и здесь	2	4
94	с самого	1	4
95	так и	3	4
96	и поэтому	4	4
97	с помощью	1	4
98	не дает	1	4
99	т п	8	4
100	вовсе не	2	4
101	само собой	3	4
102	но и	10	4
103	до конца	3	4
104	ничем не	1	4
105	а не	7	4
106	в связи	1	4
107	и для	4	4
108	бы в	1	4
109	тем более	2	4
110	хотя бы	3	4
111	так же	18	4
112	идет о	1	3
113	из того	2	3
114	столь же	4	3
115	с его	2	3
116	в ее	2	3
117	с этим	4	3
118	и к	3	3
119	тем же	1	3
120	в которой	2	3
121	в этой	6	3
122	и тот	2	3
123	как он	2	3
124	на то	11	3
125	не могла	1	3
126	в нем	4	3
127	что ни	1	3
128	приводит к	1	3
129	то ни	2	3
130	было бы	11	3
131	в них	2	3
132	далеко не	5	3
133	как и	10	3
134	чем в	1	3
135	но если	1	3
136	том как	2	3
137	с точки	10	3
138	тем не	4	3
139	их в	2	3
140	к ним	2	3
141	не имеет	4	3
142	никогда не	9	3
143	ничего не	4	3
144	же самое	6	3
145	на это	3	3
146	он так	1	3
147	возможно что	1	3
148	обращается к	1	3
149	в глаза	2	3
150	и мы	6	3
151	тех пор	1	3
152	любовь к	1	3
153	в двух	1	3
154	не о	1	3
155	с одной	1	3
156	что не	3	3
157	у того	2	3
158	не так	2	3
159	всяком случае	2	3
160	мы можем	3	3
161	в других	2	3
162	и даже	5	3
163	даже не	1	3
164	на этот	2	3
165	один из	3	3
166	в частности	3	3
167	не может	17	3
168	конечно не	1	3
169	по своему	3	3
170	одной стороны	1	3
171	как бы	6	3
172	с этой	4	3
173	в целом	4	3
174	из себя	2	3
175	из своего	1	3
176	до тех	1	3
177	дело с	8	3
178	все что	2	3
179	в какой	2	3
180	во всяком	2	3
181	отношения к	1	2
182	человека и	1	2
183	такое же	2	2
184	из его	1	2
185	его не	1	2
186	в и	1	2
187	мы не	3	2
188	в сущности	7	2
189	время как	3	2
190	представление о	3	2
191	и он	3	2
192	но при	1	2
193	и на	5	2
194	бы то	2	2
195	во всех	3	2
196	он говорит	5	2
197	с отцом	1	2
198	конечном счете	3	2
199	отличие от	2	2
200	за пределы	1	2
201	что они	7	2
202	как в	9	2
203	что касается	1	2
204	целый ряд	6	2
205	в результате	1	2
206	не приходится	1	2
207	бы не	2	2
208	то обстоятельство	1	2
209	только один	1	2
210	если он	1	2
211	ни было	1	2
212	и если	1	2
213	на его	2	2
214	состоит в	3	2
215	кто из	1	2
216	в силу	1	2
217	от людей	1	2
218	людей и	1	2
219	исходя из	1	2
220	из всех	2	2
221	не с	1	2
222	а как	1	2
223	с другими	2	2
224	это не	2	2
225	не ясно	1	2
226	на основании	1	2
227	которую он	1	2
228	и без	2	2
229	в котором	1	2
230	в их	3	2
231	из которой	1	2
232	начиная от	1	2
233	в одном	2	2
234	того кто	1	2
235	что эта	1	2
236	тому что	4	2
237	она не	2	2
238	что с	3	2
239	вплоть до	2	2
240	что ему	1	2
241	дело не	1	2
242	что их	1	2
243	в основе	11	2
244	за то	1	2
245	в области	1	2
246	больше того	2	2
247	одним из	1	2
248	и со	1	2
249	ли не	1	2
250	отказаться от	3	2
251	если же	4	2
252	и это	4	2
253	как мы	1	2
254	и о	1	2
255	в виду	3	2
256	вывод что	2	2
257	с бедным	1	2
258	то время	3	2
259	роль в	2	2
260	можно было	7	2
261	наряду с	4	2
262	по тому	1	2
263	разумеется что	1	2
264	от своей	1	2
265	именно потому	2	2
266	в другом	1	2
267	на вопрос	2	2
268	аналогии с	1	2
269	и во	1	2
270	в конечном	3	2
271	которой мы	2	2
272	между тем	4	2
273	все время	6	2
274	не как	3	2
275	тот же	6	2
276	могло быть	1	2
277	должен быть	1	2
278	трагедии и	1	2
279	и ее	3	2
280	в качестве	1	2
281	же автора	1	2
282	если мы	12	2
283	за ним	1	2
284	мы знаем	7	2
285	был бы	1	2
286	этом отношении	5	2
287	от того	4	2
288	п не	1	2
289	по лестнице	1	2
290	собой разумеется	1	2
291	себя и	1	2
292	что для	7	2
293	не было	2	2
294	а на	4	2
295	обстоятельство что	1	2
296	что мы	1	2
297	под влиянием	1	2
298	он и	1	2
299	несомненно следует	1	2
300	его на	1	2
301	из которых	2	2
302	к своему	2	2
303	не могут	3	2
304	сравнению с	2	2
305	по существу	3	2
306	для понимания	1	2
307	его от	2	2
308	этом случае	1	2
309	человека который	1	2
310	о его	1	2
311	нет ничего	1	2
312	выходит из	2	2
313	при всем	3	2
314	чем к	2	2
315	и все	4	2
316	с уже	1	2
317	конце концов	3	2
318	нет никаких	1	2
319	не будет	1	2
320	а о	1	2
321	между ними	1	2
322	только как	3	2
323	другой стороны	2	2
324	совершенно не	4	2
325	которым он	1	2
326	что ты	1	2
327	из этого	4	2
328	в свое	2	2
329	по сравнению	2	2
330	в своих	9	2
331	это в	2	2
332	в таком	2	2
333	формы и	6	1
334	например в	3	1
335	он считает	1	1
336	близкое к	1	1
337	чтобы не	1	1
338	в объяснении	2	1
339	поэтической речи	1	1
340	или к	1	1
341	за которым	1	1
342	же по	1	1
343	в первом	1	1
344	к другому	1	1
345	и до	4	1
346	в зависимости	1	1
347	и должен	1	1
348	если я	1	1
349	мы имеем	4	1
350	это совершенно	2	1
351	преступления и	1	1
352	именно к	1	1
353	становится совершенно	2	1
354	совсем иное	1	1
355	принадлежит к	1	1
356	а для	1	1
357	указывая на	2	1
358	для нашей	1	1
359	зависимости от	1	1
360	откажется от	1	1
361	разве не	1	1
362	из ее	1	1
363	и говорить	2	1
364	в большинстве	1	1
365	ряд исследователей	1	1
366	он сам	1	1
367	не найдем	1	1
368	все эти	7	1
369	в чем	4	1
370	тем как	1	1
371	при объяснении	1	1
372	глаза на	1	1
373	одним словом	1	1
374	но не	2	1
375	другой пример	1	1
376	но как	3	1
377	к которой	2	1
378	и нуждается	1	1
379	которую она	1	1
380	если в	2	1
381	ответ на	2	1
382	должны были	1	1
383	очевидно что	2	1
384	а уже	1	1
385	он полагает	1	1
386	себе и	2	1
387	друг от	1	1
388	к сожалению	1	1
389	относится к	3	1
390	которые не	3	1
391	первая из	1	1
392	в истории	1	1
393	если она	2	1
394	независимо от	1	1
395	общего с	1	1
396	их характера	2	1
397	как к	3	1
398	бы при	1	1
399	переживания и	1	1
400	и как	7	1
401	что по	2	1
402	и наконец	1	1
403	внимание что	1	1
404	к числу	1	1
405	более или	1	1
406	в действительности	4	1
407	моментов в	2	1
408	говорят о	1	1
409	вопрос почему	1	1
410	в нашем	1	1
411	из этих	1	1
412	им в	1	1
413	имеем в	2	1
414	и те	4	1
415	оказывается на	1	1
416	случае все	1	1
417	т д	2	1
418	по крайней	1	1
419	и почему	1	1
420	в восприятии	1	1
421	образом из	1	1
422	к одному	4	1
423	не к	3	1
424	поэта и	2	1
425	том чтобы	3	1
426	нашего времени	1	1
