N	3gram	Tiupa_Hudo_1	Analitik
1	о блудном сыне	1	11
2	в том что	7	7
3	по отношению к	9	7
4	о том что	1	5
5	с другой стороны	5	5
6	так и не	4	5
7	как и в	1	4
8	в заключительной повести	1	4
9	мы имеем дело	2	4
10	в свою очередь	2	4
11	по крайней мере	1	4
12	в тарасе бульбе	2	3
13	в то же	5	3
14	то же время	5	3
15	до известной степени	2	3
16	а всего лишь	1	3
17	в сочетании с	1	3
18	к тому же	1	3
19	роли в миропорядке	4	3
20	и того же	2	3
21	присутствия я в	5	3
22	всех без исключения	3	3
23	одного и того	2	3
24	той или иной	4	3
25	в русской литературе	2	3
26	о полку игореве	2	3
27	подобно тому как	1	2
28	а в том	1	2
29	с одной стороны	2	2
30	в имени тебе	2	2
31	не более чем	1	2
32	так и его	1	2
33	этого текста в	1	2
34	и в форме	2	2
35	можно сказать что	3	2
36	кто говорит и	2	2
37	в миропорядке в	1	2
38	сказания или анекдота	1	2
39	имени тебе моем?	1	2
40	авторской позиции и	1	2
41	и прежде всего	1	2
42	едва ли не	1	2
43	имеем дело не	1	2
44	со своей ролью	1	2
45	и его внешней	4	2
46	в отличие от	7	2
47	в сравнении с	1	2
48	в значительной степени	1	2
49	однако при этом	2	2
50	в конечном счете	5	2
51	я в мире	6	2
52	тем или иным	1	2
53	своей роли в	1	2
54	в миропорядке судьбы	2	2
55	относительно своей роли	1	2
56	тот или иной	2	2
57	слове о полку	2	2
58	ролью в миропорядке	1	2
59	с точки зрения	3	2
60	индивидуального речевого замысла	2	2
61	том что он	1	2
62	пушкина что в	2	2
63	что в имени	2	2
64	не в самом	2	2
65	тем не менее	3	2
66	креативная компетенция жанра	1	2
67	внутренняя граница личности	2	2
68	сама по себе	2	2
69	не только к	1	2
70	в слове о	2	2
71	автора теряют статус	1	1
72	первоначальное отделение эстетического	1	1
73	или иным модусом	1	1
74	уникальную художественную реальность	1	1
75	тарасе бульбе например	1	1
76	адресату сатирической художественности	1	1
77	суда над субъективной	1	1
78	принадлежит к какому-либо	1	1
79	заключается в том	1	1
80	вызванный феодальными междоусобицами	1	1
81	в исконном значении	1	1
82	отня злата стола	1	1
83	данному жанру как	1	1
84	и авторское любование	1	1
85	художественную целостность так	1	1
86	как это нередко	1	1
87	полку игореве в	1	1
88	однако с первых	1	1
89	под каким диалогическим	1	1
90	внутри себя гегелевское	1	1
91	потому нейтральное к	1	1
92	ставят перед ним	1	1
93	истинное могло обнаружиться	1	1
94	или смешным или	1	1
95	в точке этого	1	1
96	ведь это не	1	1
97	заполнить собою ту	1	1
98	по сути своей	2	1
99	сатире трансформация героической	1	1
100	факультативность комизма для	1	1
101	не всегда эксплицированного	1	1
102	действительного не замутненного	1	1
103	анекдот не признает	1	1
104	и его поступки	1	1
105	при этом что	1	1
106	собственную персону с	1	1
107	личностью и себя	1	1
108	себя сами но	1	1
109	мышления поскольку не	1	1
110	своего мнения о	1	1
111	основе своей героический	1	1
112	частной жизни героя	1	1
113	единую систему ценностей	1	1
114	дорожит люлькой видя	1	1
115	и соответствующую ей	1	1
116	подвиги исключительные случаи	1	1
117	статике пребывания а	1	1
118	этом саморазрушении ничтожного	1	1
119	две другие компетенции	1	1
120	ролевую границу любить	1	1
121	в финальной немой	1	1
122	литературе являет летописная	1	1
123	этих моментов совмещения	1	1
124	заданности в связи	1	1
125	виной самозванства состоит	1	1
126	здесь отнюдь не	1	1
127	завершается самоустранением фельетонного	1	1
128	в дегероизированной системе	1	1
129	со стороны художественной	1	1
130	чему смеетесь? над	1	1
131	служебного долга оказывается	1	1
132	христианской душе поскольку	1	1
133	неутолимой жажде остаться	1	1
134	собою ту или	1	1
135	сюзерену великому князю	1	1
136	различного рода многослойных	1	1
137	моментов совмещения внутренней	1	1
138	не в статике	1	1
139	эстетическая реакция читателя	1	1
140	самоопределения князя с	1	1
141	раз оказывается ложной	1	1
142	разладе со своей	1	1
143	мира моделируемая притчей	1	1
144	к преступлению переступанию	1	1
145	и мир суть	1	1
146	самостного так лирический	1	1
147	в таком случае	1	1
148	личности со своей	1	1
149	анекдота это игра	1	1
150	излагателя народного предания	1	1
151	сообщает нечто смешное	1	1
152	напишут наши имена	1	1
153	внутреннего я если	1	1
154	в этом смысле	3	1
155	сатирическому я присуща	1	1
156	от всего самостного	1	1
157	становления художественности в	1	1
158	и внутренних человека	1	1
159	слово этого текста	1	1
160	свою очередь определяется	1	1
161	притче есть реализация	1	1
162	высказывания как целого	1	1
163	субъекта самоопределения стать	1	1
164	в разладе со	1	1
165	полноценной личностью тогда	1	1
166	обломках самовластья напишут	1	1
167	истинной ролевой границы	1	1
168	кругозора ратным духом	1	1
169	силой целостности своего	1	1
170	не вопрошает о	1	1
171	забвение злата стола	1	1
172	в миропорядке то	1	1
173	совмещения внутренней и	1	1
174	новую ролевую границу	1	1
175	другие компетенции суть	1	1
176	картина мира где	1	1
177	связаны с языком	1	1
178	ту сторону сакральной	1	1
179	жизни героя вытесненные	1	1
180	мира где персонажем	1	1
181	дмитрий карамазов в	1	1
182	целое представляет собой	1	1
183	художник обретает право	1	1
184	так или иначе	3	1
185	принципиально иного типа	1	1
186	публицистикой нередко прибегающей	1	1
187	личности в мире	1	1
188	и созидает художественную	1	1
189	в нем определенные	1	1
190	такого выбора не	1	1
191	определенных языковых стилей	1	1
192	добудем однако впоследствии	1	1
193	собою некий ролевой	1	1
194	достоевского где подлинная	1	1
195	типической ситуации общения	1	1
196	сакральной границы куда	1	1
197	в этом саморазрушении	1	1
198	целью и ситуацией	1	1
199	версиях превращается в	1	1
200	границей стихотворение не	1	1
201	позиция осмеяния которая	1	1
202	понятие модуса было	1	1
203	эксплицированного в тексте	1	1
204	трагедии софокла совершает	1	1
205	всегда предносится целое	1	1
206	своим законным местом	1	1
207	углом они сопоставлены	1	1
208	составляет своего рода	1	1
209	которая своей карнавальной	1	1
210	сатирическая личность и	1	1
211	границу любить в	1	1
212	героика трагизм комизм	1	1
213	ее нелепой испорченности	1	1
214	друг от друга	1	1
215	является своего рода	1	1
216	собой исторически продуктивный	1	1
217	наплънився ратнаго духа	1	1
218	предносится целое нашего	1	1
219	и в сущности	1	1
220	блока скифы или	1	1
221	зависит от жанра	1	1
222	и внутренне единую	1	1
223	наблюдения именно таковы	1	1
224	судьбе как трагически	1	1
225	свершения подвига перестают	1	1
226	как трагически повел	1	1
227	художественности это всеобъемлющая	1	1
228	в его летописных	1	1
229	бульбе как и	1	1
230	того или иного	3	1
231	речевая инициатива авторства	1	1
232	эстетическая культура есть	1	1
233	некую концепцию личности	1	1
234	фельетонного я из	1	1
235	от ложных границ	1	1
236	самом наличии определенных	1	1
237	или противопоставлены в	1	1
238	целостность так и	1	1
239	как феноменов внешне-внутренней	1	1
240	соответствующую ей поэтику	1	1
241	в данном контексте	2	1
242	сатирическим несоответствием низкой	1	1
243	сатирической художественности необходима	1	1
244	авторская позиция осмеяния	1	1
245	художественностью могут обладать	1	1
246	для него неприемлемой	1	1
247	центр миропорядка непростительно	1	1
248	высказывания жанр в	1	1
249	художественности эстетическим аналогом	1	1
250	невольно проговариваясь о	1	1
251	внеязыковое и потому	1	1
252	и поостри сердца	1	1
253	в полагании различного	1	1
254	странного любопытства гибнет	1	1
255	в самом начале	1	1
256	злата стола и	1	1
257	судьбы а гоголевский	1	1
258	их вершителей-героев как	1	1
259	формы высказывания как	1	1
260	по себе а	1	1
261	шире ролевой границы	1	1
262	она разрушает себя	1	1
263	бытия я и	4	1
264	ср просьбы о	1	1
265	схемы и в	1	1
266	поступки только раскрывают	1	1
267	характеристика художественного целого	1	1
268	во весь голос	1	1
269	субъектов автора и	1	1
270	анекдота но как	1	1
271	на границах литературного	1	1
272	и формы высказывания	1	1
273	и лирическое стихотворение	1	1
274	форма авторства выше	1	1
275	границы и делает	1	1
276	а гоголевский хома	1	1
277	таковы герои сказания	1	1
278	и без остатка	1	1
279	глядела на них	1	1
280	нравственный закон собственно	1	1
281	в одноименной трагедии	1	1
282	активная авторская позиция	1	1
283	для становления этого	1	1
284	ценностей имя личности	1	1
285	имя как раз	1	1
286	уготованной ему позиции	1	1
287	в частности форма	1	1
288	курьезное любопытное занимательное	1	1
289	подобно аристофану который	1	1
290	исключения персонажей ревизора	1	1
291	стороне художественного содержания	1	1
292	традиционные для него	1	1
293	изображения жизни словами	1	1
294	сатира является эстетическим	1	1
295	свое я в	1	1
296	смеховая ревизия началась	1	1
297	оказывается пустым звуком	1	1
298	ревизия началась и	1	1
299	позиция условного героя	1	1
300	к тому архаичному	1	1
301	перед нами не	1	1
302	авторства неотделима от	1	1
303	романа горького мать	1	1
304	очерченном с молитвою	1	1
305	этом общеэстетические типы	1	1
306	субъекты этического выбора	1	1
307	причастностью к сверхличному	1	1
308	собой так эдип	1	1
309	если говорить о	1	1
310	стилей социальных диалектов	1	1
311	в неутолимой жажде	1	1
312	вписывает свое я	1	1
313	диада личности и	1	1
314	самоотрицанию по преимуществу	1	1
315	более чем с	1	1
316	однако и в	1	1
317	например так и	1	1
318	есмы ци не	1	1
319	крепостiю своею и	1	1
320	революции в ее	1	1
321	и в гомеровой	1	1
322	героев бытийная компетенция	1	1
323	когда на обломках	1	1
