N	2gram	Savitsky_E_1	FransuaR
1	и в	37	45
2	то есть	6	25
3	и не	14	15
4	в этом	12	14
5	но в	14	14
6	не только	18	14
7	во всех	6	13
8	и его	1	13
9	в его	2	13
10	как бы	6	12
11	что в	21	12
12	то же	15	11
13	в своем	14	11
14	в то	16	11
15	в нем	1	10
16	и с	2	10
17	как и	7	10
18	в том	11	10
19	но и	14	10
20	прежде всего	9	10
21	же время	14	9
22	в ней	4	8
23	таким образом	2	8
24	в самой	1	8
25	как мы	5	8
26	мира и	3	8
27	жизни и	2	8
28	вовсе не	6	8
29	так же	9	8
30	также и	7	7
31	с его	1	7
32	мы видели	3	7
33	том что	6	7
34	не в	5	7
35	потому что	3	7
36	что и	3	7
37	и все	2	7
38	в этой	2	6
39	он не	2	6
40	всех этих	1	6
41	весь мир	1	6
42	в них	3	6
43	того чтобы	6	6
44	связи с	1	6
45	так и	10	6
46	так как	7	6
47	для того	6	6
48	например в	1	5
49	с ее	1	5
50	и на	6	5
51	хотя и	2	5
52	и как	2	5
53	и к	3	5
54	все эти	1	5
55	на этом	1	5
56	с ним	1	5
57	этом отношении	3	5
58	мы видим	2	5
59	одной из	5	5
60	и их	1	5
61	в связи	1	5
62	не может	9	5
63	но это	1	5
64	же как	5	4
65	всех и	1	4
66	той же	1	4
67	мы не	4	4
68	и о	1	4
69	но не	5	4
70	в общем	3	4
71	кроме того	1	4
72	в самом	4	4
73	тому же	1	4
74	по своему	7	4
75	об этом	1	4
76	точки зрения	23	4
77	известной степени	3	4
78	в их	11	4
79	в основе	1	4
80	и это	1	4
81	можно было	3	4
82	о том	3	4
83	и во	2	4
84	только в	9	4
85	с этим	2	4
86	мы находим	1	4
87	и даже	6	4
88	сказать что	4	4
89	а не	2	4
90	как это	4	4
91	и от	3	4
92	бы в	2	4
93	а также	7	4
94	а в	2	4
95	как на	3	4
96	такой же	2	4
97	том числе	1	4
98	права и	1	3
99	ведь и	2	3
100	почти все	1	3
101	того же	3	3
102	как в	3	3
103	дело идет	2	3
104	в одной	1	3
105	но его	1	3
106	но на	3	3
107	вообще не	3	3
108	как они	1	3
109	в своей	8	3
110	в которых	3	3
111	не менее	1	3
112	но они	1	3
113	дело в	3	3
114	не имеет	4	3
115	что на	2	3
116	от того	1	3
117	с полной	1	3
118	всего этого	1	3
119	то время	1	3
120	именно в	4	3
121	того что	7	3
122	и прежде	3	3
123	для всех	1	3
124	есть в	2	3
125	для него	1	3
126	в одном	2	3
127	не было	1	3
128	там где	3	3
129	связь с	1	3
130	вместе с	2	3
131	в течение	5	3
132	но этот	1	3
133	и для	3	3
134	находим в	1	3
135	на этот	2	3
136	и другие	1	3
137	и наиболее	2	2
138	ту же	1	2
139	чтобы не	1	2
140	в этот	1	2
141	с точки	17	2
142	и до	1	2
143	мы говорили	1	2
144	говорить о	1	2
145	слово на	1	2
146	в данном	3	2
147	в сторону	2	2
148	отличие от	1	2
149	относится к	1	2
150	в истории	2	2
151	независимо от	4	2
152	все же	1	2
153	когда он	3	2
154	и наконец	2	2
155	от этого	5	2
156	и отчасти	2	2
157	что это	2	2
158	он в	1	2
159	и если	2	2
160	при этом	1	2
161	но именно	2	2
162	в начале	1	2
163	том же	1	2
164	г по	2	2
165	в будущее	2	2
166	лишь в	1	2
167	было бы	8	2
168	для них	2	2
169	рядом с	1	2
170	она и	1	2
171	с тем	3	2
172	несмотря на	4	2
173	у народа	1	2
174	народа и	1	2
175	когда в	1	2
176	одно из	1	2
177	приближаются к	1	2
178	во второй	3	2
179	даже в	4	2
180	в отношении	32	2
181	вплоть до	1	2
182	что эта	1	2
183	если в	2	2
184	больше чем	1	2
185	и притом	4	2
186	к ней	4	2
187	уже и	3	2
188	с другом	3	2
189	начиная с	2	2
190	его для	1	2
191	не могут	2	2
192	что все	2	2
193	числе и	1	2
194	к тому	8	2
195	о таких	1	2
196	если мы	1	2
197	данном случае	2	2
198	и что	2	2
199	еще в	1	2
200	и вообще	1	2
201	связанная с	1	2
202	и та	2	2
203	можно сказать	4	2
204	в значительной	2	2
205	нас в	1	2
206	к нему	2	2
207	между тем	8	2
208	переходит в	1	2
209	в ту	1	2
210	происходит в	2	2
211	ли он	1	2
212	в качестве	14	2
213	в большинстве	2	2
214	значение и	1	2
215	большинстве случаев	3	2
216	в известной	3	2
217	мы можем	3	2
218	может быть	6	2
219	заметить что	2	2
220	гораздо сложнее	1	2
221	и только	3	2
222	а именно	2	2
223	в ряде	1	2
224	в отличие	1	2
225	один из	1	2
226	чем на	2	2
227	человеческой культуры	2	2
228	него не	1	2
229	эти последние	2	2
230	в пределах	25	2
231	конечно не	1	2
232	во все	3	2
233	друг с	3	2
234	войны и	2	2
235	слова и	1	2
236	в эту	2	2
237	хотя бы	15	2
238	то что	6	2
239	жизни в	3	2
240	ко всему	2	2
241	это в	1	2
242	также что	1	1
243	связана с	1	1
244	то в	4	1
245	и этот	2	1
246	поэзии и	1	1
247	есть не	2	1
248	том насколько	1	1
249	которую мы	5	1
250	та же	1	1
251	большую роль	1	1
252	за несколько	1	1
253	то это	1	1
254	чем больше	2	1
255	столь же	5	1
256	время в	3	1
257	истории в	1	1
258	тем как	1	1
259	то мы	1	1
260	различия между	1	1
261	и всего	1	1
262	видели что	1	1
263	но как	2	1
264	по отношению	1	1
265	друг от	2	1
266	значение имеет	1	1
267	за пределы	1	1
268	и чем	2	1
269	земного шара	9	1
270	более чем	2	1
271	что во	1	1
272	его на	2	1
273	все остальные	1	1
274	и где	1	1
275	целый ряд	2	1
276	что по	1	1
277	имеет в	2	1
278	он на	1	1
279	за свои	1	1
280	бы и	3	1
281	самой природе	1	1
282	как некий	1	1
283	жизни только	1	1
284	что автор	1	1
285	идут в	1	1
286	нами в	1	1
287	и значительно	1	1
288	в себе	9	1
289	когда такое	1	1
290	в областях	7	1
291	на то	6	1
292	этой культуры	2	1
293	и еще	2	1
294	не как	1	1
295	котором мы	1	1
296	для понимания	2	1
297	на земле	1	1
298	чтобы в	1	1
299	и по	5	1
300	находит себе	1	1
301	находим у	1	1
302	но все	1	1
303	как оно	2	1
304	значительной степени	1	1
305	а затем	1	1
306	имеют в	1	1
307	значение в	1	1
308	в мире	2	1
309	и неизбежно	1	1
310	полной мере	1	1
311	к природе	2	1
312	и мы	3	1
313	в жизни	1	1
314	о которых	1	1
315	своему характеру	2	1
316	далеко не	2	1
317	например к	1	1
318	что не	1	1
319	этом явлении	1	1
320	одна и	2	1
321	жизни но	1	1
322	мир в	1	1
323	потому и	1	1
324	всех великих	1	1
