N	2gram	Bakhtin_Fr_8	Vladivir
1	и в	56	40
2	то что	3	28
3	не только	8	25
4	и не	9	25
5	у него	7	24
6	то есть	24	24
7	том что	8	18
8	в том	13	18
9	но и	9	18
10	еще и	3	18
11	также и	2	17
12	что в	5	17
13	в этом	14	16
14	в его	18	14
15	так что	3	14
16	не может	2	14
17	в виде	2	13
18	точки зрения	6	13
19	вовсе не	6	13
20	только в	9	13
21	а именно	1	12
22	сказать что	3	12
23	никогда не	5	11
24	потому что	6	11
25	таким образом	17	11
26	о том	4	11
27	в году	3	10
28	не просто	3	10
29	ни в	2	10
30	и его	12	10
31	то это	1	10
32	прежде всего	6	10
33	как раз	2	10
34	и потому	4	10
35	и то	2	9
36	уже не	3	9
37	что это	4	9
38	в себе	4	9
39	и с	8	9
40	в своей	2	9
41	под названием	1	9
42	как мы	7	8
43	в своем	3	8
44	в этой	6	8
45	он не	5	8
46	не был	4	8
47	и что	1	8
48	а также	3	8
49	для него	2	8
50	может быть	3	8
51	а не	2	8
52	так же	2	8
53	хотя и	2	7
54	и как	2	7
55	что все	4	7
56	с тем	2	7
57	как и	5	7
58	несмотря на	2	7
59	в то	12	7
60	там же	1	7
61	что и	3	7
62	того что	1	7
63	так как	4	7
64	в те	3	7
65	вместе с	2	7
66	к тому	1	7
67	а в	2	7
68	в своих	4	7
69	смысле слова	1	6
70	и на	7	6
71	кроме того	3	6
72	не мог	3	6
73	с точки	2	6
74	иной раз	1	6
75	во всем	4	6
76	и это	1	6
77	и от	1	6
78	так и	13	6
79	и здесь	3	6
80	и даже	8	6
81	xix века	1	6
82	но это	2	6
83	те времена	2	5
84	мы уже	10	5
85	в ней	4	5
86	совсем не	2	5
87	более или	2	5
88	все эти	15	5
89	тому же	1	5
90	можно было	1	5
91	или менее	2	5
92	но если	1	5
93	в отношении	5	5
94	дело в	2	5
95	тем что	1	5
96	для нас	1	5
97	только и	1	5
98	еще в	1	5
99	с другой	2	5
100	что он	2	5
101	только на	2	5
102	в одном	2	5
103	не было	5	5
104	в данном	2	5
105	и разум	1	4
106	в самом	9	4
107	то же	11	4
108	и о	3	4
109	вопрос о	1	4
110	еще не	10	4
111	но не	5	4
112	то он	1	4
113	все же	2	4
114	но в	6	4
115	бы и	2	4
116	есть все	1	4
117	было бы	2	4
118	чем в	1	4
119	такой же	5	4
120	в котором	2	4
121	даже в	4	4
122	тому что	1	4
123	не имеет	1	4
124	в каком	2	4
125	то время	2	4
126	мог бы	1	4
127	она была	1	4
128	утверждает что	1	4
129	по мнению	1	4
130	здесь в	3	4
131	а с	1	4
132	говорит о	2	4
133	до конца	11	4
134	однако и	1	4
135	и все	6	4
136	него в	1	4
137	если оно	1	4
138	в результате	5	4
139	есть и	5	4
140	на самом	2	3
141	и был	3	3
142	здесь не	1	3
143	бы то	2	3
144	в чем	1	3
145	отличие от	1	3
146	за пределы	4	3
147	независимо от	1	3
148	перед нами	3	3
149	и у	1	3
150	уже в	2	3
151	из этих	1	3
152	с их	2	3
153	в нем	8	3
154	при этом	4	3
155	то ни	2	3
156	в качестве	4	3
157	это было	1	3
158	это не	2	3
159	этом смысле	1	3
160	далеко не	2	3
161	первом плане	1	3
162	не больше	1	3
163	i с	1	3
164	в отличие	1	3
165	не в	3	3
166	весь этот	2	3
167	того чтобы	4	3
168	он мог	1	3
169	и притом	1	3
170	всякого рода	1	3
171	в духе	4	3
172	в виду	1	3
173	смысле но	1	3
174	если бы	2	3
175	и вообще	1	3
176	находится в	1	3
177	настоящее время	3	3
178	к нему	2	3
179	как нечто	1	3
180	и тем	1	3
181	по этому	1	3
182	с одной	4	3
183	ни с	5	3
184	мы знаем	1	3
185	был бы	3	3
186	и только	1	3
187	человека и	2	3
188	именно в	1	3
189	вещь и	1	3
190	в связи	3	3
191	мы видели	5	3
192	одной стороны	2	3
193	как бы	11	3
194	же самое	1	3
195	и для	2	3
196	в настоящее	3	3
197	же в	1	3
198	ее в	1	3
199	и эта	2	3
200	как на	1	3
201	в этот	1	2
202	по преимуществу	2	2
203	мы не	2	2
204	в сущности	8	2
205	время как	1	2
206	не нужно	1	2
207	он был	12	2
208	первый план	2	2
209	что его	1	2
210	данном случае	2	2
211	чем это	1	2
212	себе и	2	2
213	этого последнего	1	2
214	и речи	1	2
215	которые не	1	2
216	и наконец	3	2
217	это тоже	1	2
218	и к	4	2
219	о различии	1	2
220	только то	1	2
221	в которой	4	2
222	в нашем	2	2
223	и простыми	1	2
224	но на	1	2
225	он всегда	1	2
226	что она	2	2
227	а скорее	1	2
228	и еще	2	2
229	не к	1	2
230	не как	2	2
231	же не	1	2
232	в другом	3	2
233	те годы	1	2
234	должен был	1	2
235	о которых	1	2
236	были в	1	2
237	в этих	11	2
238	и сейчас	1	2
239	в их	3	2
240	оказывается что	1	2
241	далеки от	2	2
242	и более	4	2
243	вещи не	1	2
244	что эта	1	2
245	которые были	2	2
246	человека от	1	2
247	и всегда	1	2
248	же время	10	2
249	она должна	1	2
250	по своей	4	2
251	был и	2	2
252	связи с	6	2
253	были еще	7	2
254	что на	2	2
255	которая всегда	1	2
256	он называет	2	2
257	нет ни	2	2
258	не могут	1	2
259	далеко за	2	2
260	той или	2	2
261	роль в	5	2
262	в мире	2	2
263	здесь нет	3	2
264	во многом	2	2
265	к первому	1	2
266	является в	1	2
267	и вся	1	2
268	это вполне	1	2
269	но мы	1	2
270	его в	2	2
271	на отдельные	1	2
272	и всю	1	2
273	бы в	3	2
274	знания и	2	2
275	быть и	1	2
276	но с	2	2
277	о двух	1	2
278	одной из	3	2
279	что даже	1	2
280	и так	1	2
281	так вот	1	2
282	не можем	1	2
283	в начале	1	2
284	из них	2	2
285	хочет быть	1	2
286	мы находим	3	2
287	только с	1	2
288	и вместе	1	2
289	для того	2	2
290	же деле	1	2
291	без всякой	1	2
292	в предисловии	1	2
293	больше и	1	2
294	самом же	1	2
295	которых мы	1	2
296	не на	3	2
297	нет ничего	1	2
298	к своему	1	2
299	ясностью и	1	2
300	в изображении	4	2
301	на почве	1	2
302	стороны и	1	2
303	для понимания	2	2
304	в церкви	2	2
305	с этой	2	2
306	еще раз	1	2
307	как например	3	2
308	в книге	1	2
309	которых он	2	2
310	мы коснемся	2	2
311	но когда	1	2
312	и ни	1	2
313	этом отношении	1	2
314	все они	6	2
315	на более	1	2
316	другой стороны	2	2
317	того же	1	2
318	к его	3	2
319	из этого	1	2
320	с его	5	2
321	но еще	1	2
322	к этому	2	2
323	академии в	1	1
324	новое время	2	1
325	как известно	1	1
326	с природой	1	1
327	речь идет	1	1
328	например в	4	1
329	чтобы не	1	1
330	начинается с	1	1
331	из самых	1	1
332	от всяких	1	1
333	все те	2	1
334	из всех	2	1
335	истории у	1	1
336	и была	2	1
337	и конечно	2	1
338	для своего	2	1
339	это совершенно	1	1
340	та же	1	1
341	науки и	1	1
342	что многие	1	1
343	он как	1	1
344	и стиль	2	1
345	первые главы	1	1
346	и такой	1	1
347	конечно и	3	1
348	был еще	1	1
349	как впрочем	1	1
350	жизни это	1	1
351	на последнем	1	1
352	и самого	1	1
353	внимательный анализ	3	1
354	и мира	1	1
355	во всех	8	1
356	живых существ	1	1
357	а следовательно	1	1
358	сказать и	1	1
359	и главное	1	1
360	точка зрения	2	1
361	к которой	1	1
362	с совершенно	1	1
363	в новом	1	1
364	шла о	1	1
365	некоторые черты	1	1
366	что они	2	1
367	как в	1	1
368	из цикла	1	1
369	было других	1	1
370	мира который	1	1
371	понять и	1	1
372	когда он	2	1
373	нового не	1	1
374	что по	1	1
375	связанный с	2	1
376	это определение	1	1
377	автора и	1	1
378	действительностью в	1	1
379	это чисто	1	1
380	не быть	1	1
381	да будет	1	1
382	точку зрения	1	1
383	он в	1	1
384	которые в	1	1
385	в известном	2	1
386	им в	1	1
387	как он	1	1
388	субъективный и	1	1
389	так сказать	5	1
390	даже с	1	1
391	становления в	1	1
392	больше всего	1	1
393	в свет	3	1
394	характерен для	2	1
395	очень силен	1	1
396	к одному	1	1
397	и вот	1	1
398	их в	4	1
399	чем она	1	1
400	что ни	1	1
401	даже прямо	1	1
402	источников это	1	1
403	для всей	1	1
