N	2gram	Tiupa_Narr_2	Hudozhes
1	анна сергеевна	1	17
2	том что	13	16
3	и в	13	14
4	анны сергеевны	1	13
5	у чехова	9	13
6	так и	9	13
7	не только	26	12
8	при этом	14	12
9	о том	5	12
10	в том	14	12
11	а не	17	12
12	и т	2	11
13	в себе	8	11
14	в этом	13	11
15	прежде всего	6	11
16	в рассказе	4	11
17	в своей	4	10
18	для него	4	10
19	то же	4	9
20	как и	4	9
21	что он	5	9
22	в качестве	14	9
23	у него	6	9
24	с собачкой	10	8
25	по отношению	5	8
26	в этой	4	8
27	как в	5	8
28	то что	8	8
29	т п	2	8
30	же время	3	8
31	ничего не	6	8
32	в его	6	8
33	между тем	3	8
34	отношению к	5	8
35	в то	5	8
36	еще не	2	7
37	тогда как	15	7
38	анне сергеевне	1	7
39	это не	3	7
40	своего рода	9	7
41	не в	8	7
42	личности в	2	7
43	к тому	9	7
44	быть может	2	7
45	уже не	4	7
46	не случайно	2	7
47	именно в	2	7
48	не может	8	7
49	как бы	6	7
50	а в	9	7
51	как правило	3	6
52	в концовке	2	6
53	в первой	1	6
54	в глазах	4	6
55	было бы	2	6
56	читателя в	4	6
57	никогда не	6	6
58	рассказа в	1	6
59	в ялте	2	6
60	жизни в	6	6
61	что в	4	6
62	самом деле	3	5
63	с его	3	5
64	человеческих отношений	1	5
65	перед нами	4	5
66	городе с	1	5
67	но в	6	5
68	об этом	4	5
69	ни в	1	5
70	точки зрения	5	5
71	не менее	4	5
72	и его	3	5
73	потому что	2	5
74	в городе	1	5
75	к себе	7	5
76	и он	2	5
77	[...] не	1	5
78	можно было	2	5
79	во второй	2	5
80	только в	11	5
81	по мнению	1	5
82	может быть	10	5
83	но и	15	5
84	в частности	11	5
85	к жизни	1	5
86	в аспекте	3	5
87	интерес к	2	5
88	в этих	1	5
89	героя и	2	5
90	одновременно и	1	5
91	жизни и	4	5
92	с с	1	4
93	художественного целого	1	4
94	к другому	2	4
95	он уже	1	4
96	и о	1	4
97	для чехова	1	4
98	в ней	2	4
99	столь же	2	4
100	в центре	2	4
101	в своем	6	4
102	и к	6	4
103	в действительности	1	4
104	дамы с	7	4
105	то в	1	4
106	в самом	2	4
107	всего лишь	6	4
108	на то	2	4
109	что она	2	4
110	он не	5	4
111	и читателя	2	4
112	картины мира	2	4
113	и с	1	4
114	несмотря на	2	4
115	первой главы	1	4
116	тем не	5	4
117	тому что	3	4
118	с ним	4	4
119	человеческого я	5	4
120	она не	1	4
121	по своей	3	4
122	связи с	1	4
123	как будто	1	4
124	картина мира	8	4
125	можно сказать	6	4
126	второй главы	1	4
127	чеховского творчества	2	4
128	и н	1	4
129	того что	6	4
130	один из	3	4
131	и быть	1	4
132	себя в	2	4
133	в я	1	4
134	в конце	4	4
135	как раз	3	4
136	и все	4	4
137	человеческой жизни	1	4
138	мы узнаем	2	4
139	xix в	2	4
140	только что	2	4
141	и от	1	4
142	по преимуществу	1	3
143	с точки	2	3
144	едва ли	3	3
145	видит в	2	3
146	в чеховском	2	3
147	говорить о	2	3
148	в мире	4	3
149	как субъекта	2	3
150	видения жизни	1	3
151	анну сергеевну	1	3
152	в ее	4	3
153	третьей главы	1	3
154	отнюдь не	4	3
155	человеческого бытия	1	3
156	как к	3	3
157	все же	6	3
158	но он	2	3
159	в нем	5	3
160	и по	3	3
161	на этом	1	3
162	в своих	2	3
163	ничем не	1	3
