N	3gram	Bakhtin_Fr_8	Tvorches
1	в то же	10	13
2	то же время	10	12
3	в том что	6	6
4	о том что	2	5
5	но в то	2	4
6	дело в том	2	3
7	что все это	2	3
8	с самого начала	1	3
9	это как бы	1	3
10	это уже не	1	2
11	на самом деле	1	2
12	прошлого и будущего	1	2
13	в данном случае	2	2
14	на протяжении всего	1	2
15	можно сказать что	2	2
16	и в то	5	2
17	в ту эпоху	1	2
18	тоже своего рода	1	2
19	здесь нет ни	1	1
20	еще далеко не	1	1
21	образом и в	2	1
22	и наконец в	1	1
23	в первой части	1	1
24	как один из	1	1
25	и как раз	1	1
26	в настоящее время	3	1
27	то же самое	1	1
28	те и другие	1	1
29	время в его	1	1
30	по отношению к	1	1
31	мог не знать	1	1
32	до сих пор	8	1
33	и в других	1	1
34	в отличие от	1	1
35	на самом же	1	1
36	только то что	1	1
37	бы то ни	2	1
38	вместе с тем	1	1
39	не был понят	1	1
40	уже говорили что	5	1
41	в ту же	1	1
42	он вовсе не	1	1
43	то ни было	1	1
44	с одной стороны	2	1
45	но при этом	1	1
46	в году и	1	1
47	в известном смысле	1	1
48	и будущего в	1	1
49	четыре дня и	1	1
50	и как бы	1	1
51	в связи с	3	1
52	мы уже говорили	7	1
53	и в романе	2	1
54	самом же деле	1	1
55	не мог не	1	1
56	у него и	1	1
57	у него в	1	1
58	мы узнаем что	1	1
59	не был бы	1	1
60	имел в виду	1	1
61	заключается в том	1	1
62	и в самом	1	1
63	один из самых	1	1
64	с другой стороны	2	1
65	таким образом и	3	1
66	как и в	4	1
67	ее подлинный смысл	1	1
68	и те и	1	1
69	к тому же	1	1
70	в глубине души	1	1
