N	2gram	Vygotskiy__6	StatiiOP
1	и в	28	25
2	в этом	27	24
3	в том	28	20
4	что он	18	19
5	может быть	13	19
6	тем что	8	19
7	что в	17	19
8	что это	1	16
9	том что	19	15
10	в этой	5	14
11	не только	16	12
12	в его	3	12
13	то что	28	12
14	в этих	2	11
15	так что	6	11
16	таким образом	18	10
17	прежде всего	2	10
18	и не	11	10
19	у него	2	9
20	но и	10	9
21	все это	2	8
22	о том	1	8
23	как например	1	8
24	это было	1	8
25	в своих	3	8
26	из его	1	7
27	с этим	4	7
28	это не	5	7
29	было бы	9	7
30	в то	6	7
31	не может	19	7
32	точки зрения	13	7
33	что такое	3	7
34	и на	5	6
35	как в	3	6
36	из этих	3	6
37	не в	4	6
38	между тем	1	6
39	только в	18	6
40	в конце	2	6
41	в области	6	6
42	как бы	11	6
43	а в	2	6
44	как на	3	6
45	отношения между	4	5
46	то же	7	5
47	ответ на	1	5
48	то обстоятельство	1	5
49	независимо от	3	5
50	но в	5	5
51	на то	4	5
52	он не	7	5
53	об этом	1	5
54	ни в	1	5
55	мы имеем	4	5
56	в котором	2	5
57	потому что	22	5
58	обстоятельство что	1	5
59	и это	1	5
60	так и	6	5
61	по плану	1	5
62	в них	3	5
63	с другой	2	5
64	связано с	3	5
65	а не	3	5
66	того что	24	5
67	другой стороны	2	5
68	например в	4	4
69	что эти	1	4
70	в которой	7	4
71	время как	5	4
72	из которых	1	4
73	в чем	6	4
74	точка зрения	1	4
75	относится к	4	4
76	в центре	1	4
77	все же	2	4
78	и к	6	4
79	то в	5	4
80	в целом	3	4
81	на его	3	4
82	состоит в	2	4
83	в каждом	3	4
84	этом смысле	2	4
85	и тем	5	4
86	с тем	5	4
87	как и	6	4
88	у нас	2	4
89	с точки	10	4
90	этом отношении	3	4
91	в каком	1	4
92	отличается от	3	4
93	и с	1	4
94	если бы	7	4
95	можно сказать	6	4
96	к нему	1	4
97	мы видим	7	4
98	в качестве	4	4
99	и др	2	4
100	в начале	1	4
101	отношение к	7	4
102	то время	6	4
103	это есть	3	4
104	что здесь	1	4
105	но это	2	4
106	сказать что	13	4
107	была бы	2	4
108	в своей	2	4
109	из этого	2	4
110	это в	2	4
111	с его	3	3
112	кроме того	1	3
113	и наконец	2	3
114	все эти	2	3
115	всех этих	1	3
116	на этом	4	3
117	в другом	2	3
