N	4gram	Vygotskiy__5	Dialekti
1	одно и то же	3	4
2	не что иное как	2	3
3	в то время как	1	3
4	если принять во внимание	1	2
5	с одной стороны и	1	1
6	что угодно но только	1	1
7	все что угодно но	1	1
8	сами по себе не	1	1
9	то же самое мы	1	1
10	обратим внимание на тот	1	1
11	приводит к тому что	1	1
12	угодно но только не	1	1
13	заключается в том что	4	1
14	ошибемся если скажем что	1	1
15	принять во внимание что	1	1
16	по одному тому что	1	1
17	в данном случае в	1	1
18	до тех пор пока	2	1
19	как и то что	1	1
20	в том что он	1	1
21	так же как и	1	1
22	в том что именно	1	1
23	и т д мы	1	1
