N	2gram	Bakhtin_Pr_2	RusskieA
1	и в	43	36
2	не только	11	22
3	том что	2	19
4	что в	4	19
5	в том	6	17
6	т е	26	17
7	но и	14	16
8	так как	4	15
9	во время	4	14
10	и другие	1	13
11	п в	1	13
12	в этом	13	12
13	в других	1	11
14	и т	13	10
15	и на	10	10
16	это не	3	10
17	как и	14	10
18	как мы	10	10
19	вместе с	1	10
20	т д	4	9
21	об этом	2	9
22	а в	5	9
23	в другие	1	8
24	и по	1	8
25	у нас	2	8
26	о том	5	8
27	один из	1	8
28	мы увидим	5	8
29	из них	2	8
30	может быть	23	8
31	как это	1	8
32	е в	1	8
33	так и	3	7
34	между тем	3	7
35	что и	3	7
36	мы не	4	6
37	в виде	3	6
38	таким образом	5	6
39	при этом	6	6
40	не имеет	1	6
41	уже не	3	6
42	в них	4	6
43	и не	29	6
44	все это	5	6
45	для нас	2	6
46	то что	7	6
47	как в	2	5
48	все же	3	5
49	в которых	2	5
50	того как	2	5
51	как будто	1	5
52	с ними	2	5
53	как бы	22	5
54	еще не	9	4
55	во всех	4	4
56	в эти	1	4
57	с собой	4	4
58	входит в	2	4
59	в г	1	4
60	из этих	2	4
61	в их	3	4
62	п с	1	4
63	что этот	2	4
64	одна из	2	4
65	связи с	1	4
66	что на	2	4
67	к тому	4	4
68	его с	1	4
69	так в	1	4
70	еще в	1	4
71	и что	5	4
72	и их	3	4
73	тем что	3	4
74	а с	2	4
75	и др	2	4
76	того что	2	4
77	по существу	3	4
78	но это	4	4
79	в связи	1	4
80	не может	18	4
81	только в	4	4
82	к этому	1	4
83	их и	1	3
84	если в	1	3
85	в своем	4	3
86	что это	2	3
87	в основном	1	3
88	на этом	1	3
89	то же	8	3
90	но все	2	3
91	далеко не	4	3
92	несмотря на	1	3
93	в этих	6	3
94	точки зрения	13	3
95	с точки	8	3
96	она в	1	3
97	тем не	2	3
98	но они	1	3
99	их в	4	3
100	не менее	3	3
101	ничего не	3	3
102	и другой	1	3
103	приводит к	6	3
104	не с	1	3
105	то есть	4	3
106	настоящее время	2	3
107	от них	2	3
108	в качестве	1	3
109	только на	3	3
110	слова в	12	3
111	в одном	12	3
112	и из	1	3
113	на этот	4	3
114	о чем	1	3
115	так называемой	1	3
116	так же	2	3
117	в это	1	3
118	этого слова	2	3
119	в настоящее	2	3
120	и к	3	3
121	но эти	4	3
122	например в	2	2
123	но тем	1	2
124	между двумя	1	2
125	к другому	5	2
126	но она	1	2
127	на себя	2	2
128	их к	1	2
129	как не	1	2
130	он был	3	2
131	это имеет	1	2
132	друг к	2	2
133	на самом	1	2
134	но не	5	2
135	обстояло дело	1	2
136	к слову	1	2
137	с этим	2	2
138	мы можем	2	2
139	хотя и	5	2
140	и как	2	2
141	его к	2	2
142	но в	10	2
143	та же	2	2
144	в целом	2	2
145	все эти	5	2
146	в нашем	1	2
147	и до	4	2
148	как он	2	2
149	и всей	1	2
150	что она	1	2
151	в нем	12	2
152	и лучше	1	2
153	чем у	3	2
154	в каждом	11	2
155	же не	4	2
156	и с	5	2
157	к другу	2	2
158	на этой	1	2
159	с целью	1	2
160	в жизни	3	2
161	такой же	3	2
162	том же	4	2
163	для этого	2	2
164	она не	3	2
165	что ему	1	2
166	у него	6	2
167	до того	1	2
168	и здесь	3	2
169	могут быть	3	2
170	ничего общего	1	2
171	мы наблюдаем	2	2
172	что у	2	2
173	в образе	2	2
174	домой и	1	2
175	с ним	3	2
176	и поэтому	1	2
177	говорилось о	1	2
178	на что	1	2
179	после того	1	2
180	в различных	3	2
181	в его	10	2
182	не случайно	1	2
183	этот вопрос	4	2
184	в какой	1	2
185	наших целей	1	2
186	так что	5	2
187	в большинстве	9	2
188	в последний	1	2
189	его и	2	2
190	но что	1	2
191	он так	2	2
192	не было	1	2
193	чем в	1	2
194	для наших	2	2
195	такое же	1	2
196	себя и	3	2
197	но есть	1	2
198	равной степени	1	2
199	и пр	2	2
200	до конца	4	2
201	не на	4	2
202	а не	7	2
203	и непосредственно	1	2
204	его как	1	2
205	большинстве случаев	8	2
206	стоит в	1	2
207	в равной	1	2
208	и потому	1	2
209	там где	4	2
210	быть и	2	2
211	между собой	2	2
212	мы видим	1	2
213	и для	3	2
214	или в	8	2
215	когда он	3	2
216	в своих	2	2
217	смысла не	1	1
218	ту же	2	1
219	также и	3	1
220	же как	1	1
221	таком случае	1	1
222	чтобы не	2	1
223	мы здесь	2	1
224	самом деле	5	1
225	в приведенном	3	1
226	в первом	2	1
227	сам и	2	1
228	его чрезвычайно	1	1
229	и ее	3	1
230	оно было	1	1
231	должна быть	3	1
232	собственном смысле	1	1
233	видеть в	1	1
234	и могут	1	1
235	мы уже	3	1
236	или наоборот	1	1
237	собой как	1	1
238	что если	3	1
239	которую мы	1	1
240	не во	2	1
241	вопрос о	2	1
242	из своих	1	1
243	этом не	1	1
244	такое положение	1	1
245	ему в	1	1
246	нет но	2	1
247	кто же	1	1
248	того же	3	1
249	и он	5	1
250	в каждой	2	1
251	привычке по	1	1
252	в отличие	4	1
253	на них	1	1
254	не был	2	1
255	всего этого	2	1
256	с его	4	1
257	этих случаях	2	1
258	а следовательно	1	1
259	же она	2	1
260	по отношению	5	1
261	в общем	1	1
262	себе и	4	1
263	он пишет	2	1
264	отличие от	4	1
265	между основными	1	1
266	искал в	1	1
267	и должны	1	1
268	она как	1	1
269	в различные	1	1
270	на какое-нибудь	1	1
271	однако не	1	1
272	перед нами	7	1
273	разница не	1	1
274	целый ряд	2	1
275	и наконец	6	1
276	что этим	1	1
277	тем же	2	1
278	увидим что	1	1
279	от этого	1	1
280	то и	2	1
281	в себе	5	1
282	тому же	3	1
283	на то	5	1
284	иногда же	2	1
285	образ его	1	1
286	что было	2	1
287	своим целям	1	1
288	он не	9	1
289	он должен	1	1
290	не к	1	1
291	не как	6	1
292	собой не	1	1
293	в начале	1	1
294	однако он	1	1
295	жизни здесь	1	1
296	с первым	1	1
297	не бывает	1	1
298	называя его	1	1
299	а затем	2	1
300	здесь мы	2	1
301	что все	1	1
302	и характер	1	1
303	значение в	2	1
304	о котором	1	1
305	те же	1	1
306	влиять на	1	1
307	и иногда	1	1
308	его в	3	1
309	на почве	2	1
310	известно что	2	1
311	должен был	1	1
312	и тем	1	1
313	с водой	1	1
314	ни в	2	1
315	нет в	1	1
316	в этой	1	1
317	не всегда	1	1
318	он и	3	1
319	там на	1	1
320	и при	2	1
321	никак не	5	1
322	слова совершенно	1	1
323	и без	2	1
324	необходимо указать	1	1
325	эта как	1	1
326	совершенно ясны	1	1
327	от времени	1	1
328	что до	1	1
329	дальнейшее развитие	1	1
330	что я	6	1
331	одном из	1	1
332	из своей	1	1
333	но эта	2	1
334	точку зрения	1	1
335	которые в	1	1
336	теми же	1	1
337	и эти	1	1
338	с такими	1	1
339	и всякую	1	1
340	общего не	1	1
341	что есть	1	1
342	все для	1	1
343	при всех	1	1
344	дня и	1	1
345	иной раз	2	1
346	виду что	1	1
347	в то	7	1
348	не о	1	1
