N	2gram	Tiupa_Disk_1	Istorich
1	и в	16	25
2	вместе с	1	22
3	что он	4	22
4	в сказке	3	18
5	может быть	17	17
6	представление о	1	17
7	мы имеем	2	14
8	не только	28	13
9	но и	14	13
10	в его	7	12
11	уже не	4	11
12	и не	11	11
13	в этом	15	10
14	тем что	3	10
15	все же	3	10
16	и его	2	9
17	в виде	1	9
18	с другой	10	9
19	таким образом	3	9
20	героя в	2	9
21	еще не	14	8
22	и на	5	8
23	что в	4	8
24	на него	1	8
25	связи с	4	8
26	и что	2	8
27	с тем	1	8
28	другой стороны	3	8
29	том что	19	8
30	представляет собой	17	7
31	в нем	9	7
32	как и	16	7
33	мы видели	1	7
34	во время	1	7
35	представлений о	1	7
36	потому что	4	7
37	о том	8	7
38	то что	5	7
39	только в	7	7
40	с одной	9	7
41	в качестве	34	7
42	при помощи	1	7
43	одной стороны	9	7
44	этом случае	1	7
45	но это	1	7
46	в мифе	1	7
47	в частности	9	7
48	как в	10	6
49	это не	3	6
50	не может	9	6
51	в этих	1	6
52	не в	7	6
53	и он	2	6
54	что и	3	6
55	себя в	2	6
56	прежде всего	11	6
57	могут быть	4	6
58	или в	2	6
59	в том	23	6
60	например в	2	5
61	и действительно	1	5
62	мы не	1	5
63	но не	11	5
64	с этим	3	5
65	что это	1	5
66	но все	1	5
67	живет в	1	5
68	как мы	2	5
69	связано с	1	5
70	и это	1	4
71	то же	7	4
72	в ее	3	4
73	от этого	1	4
74	в истории	4	4
75	его на	1	4
76	в которой	1	4
77	он не	1	4
78	за тридевять	1	4
79	не как	4	4
80	с другими	1	4
81	и тем	2	4
82	не всегда	2	4
83	тем не	1	4
84	не менее	2	4
85	все еще	1	4
86	в пределах	2	4
87	наряду с	1	4
88	за ним	1	4
89	а именно	1	4
90	герой в	1	4
91	в основном	1	4
92	в связи	1	4
93	на смену	3	4
94	мы должны	1	4
95	в которых	4	3
96	тридевять земель	1	3
97	или же	1	3
98	на себя	2	3
99	ему в	2	3
100	в роли	1	3
101	что его	1	3
102	если в	1	3
103	герой не	1	3
104	и как	6	3
105	его к	1	3
106	в целом	4	3
107	в этой	2	3
108	на этом	2	3
109	человека в	2	3
110	но уже	1	3
111	в то	3	3
112	в русской	1	3
113	друг друга	1	3
114	ей в	2	3
115	встречается в	1	3
116	но эти	1	3
117	представляют собой	1	3
118	в себя	5	3
119	на том	2	3
120	никогда не	2	3
121	и вообще	2	3
122	о нем	2	3
123	к нему	1	3
124	в форме	2	3
125	представления о	2	3
126	что здесь	1	3
127	сказки в	1	3
128	и требует	2	3
129	и др	2	3
130	в особенности	4	3
131	сюда же	1	3
132	но оно	1	3
133	и все	2	3
134	в данном	5	3
135	в книге	1	3
136	а в	5	3
137	в свою	3	3
138	героя и	2	3
139	более поздних	2	3
140	они не	2	3
141	того же	3	2
142	самом деле	1	2
143	одним из	2	2
144	а как	1	2
145	вопрос о	1	2
146	мы и	1	2
147	как таковые	1	2
148	на них	1	2
149	в различных	2	2
150	во всех	5	2
151	сказки и	2	2
152	по отношению	9	2
153	очевидно что	1	2
154	перед нами	3	2
155	когда он	2	2
156	уже в	2	2
157	на то	1	2
158	том чтобы	2	2
159	и по	2	2
160	так например	2	2
161	о чем	2	2
162	это было	2	2
163	и других	1	2
164	и мы	1	2
165	о которых	1	2
166	которой он	1	2
167	несмотря на	1	2
168	фигурирует в	1	2
169	точки зрения	3	2
170	в своей	5	2
171	таким же	1	2
172	по себе	3	2
173	и герой	2	2
174	по мере	2	2
175	как можно	1	2
176	в сказках	2	2
177	данном случае	2	2
178	роль в	7	2
179	и сам	1	2
180	здесь как	1	2
181	особенно в	1	2
182	об этом	2	2
183	еще в	3	2
184	если бы	1	2
185	или на	3	2
186	образом в	1	2
187	можно сказать	5	2
188	должно было	1	2
189	того что	3	2
190	в формах	1	2
191	том как	1	2
192	во всем	1	2
193	из них	3	2
194	его и	1	2
195	истории этого	1	2
196	мы можем	1	2
197	из двух	2	2
198	со стороны	7	2
199	до сих	1	2
200	до этого	1	2
201	а сам	2	2
202	говорит о	1	2
203	а не	22	2
204	один из	3	2
205	со своими	1	2
206	в одно	1	2
207	что во	1	2
208	и потому	3	2
209	одновременно с	2	2
210	как бы	5	2
211	с этой	1	2
212	сих пор	1	2
213	но для	1	2
214	в наше	2	2
215	это уже	1	2
216	также не	1	2
217	с ней	1	2
218	сказать что	3	2
219	и при	1	2
220	к его	2	2
221	отношению к	9	2
222	в свое	1	2
223	к этому	2	2
224	им и	1	2
225	строится на	1	2
226	также и	3	1
227	перед ним	1	1
228	сам по	1	1
229	переход от	1	1
230	всего это	1	1
231	и должны	1	1
232	и есть	2	1
233	тем же	1	1
234	между двумя	1	1
235	из его	1	1
236	иного типа	1	1
237	не имеют	1	1
238	едва ли	2	1
239	той же	1	1
240	из мифа	1	1
241	не вполне	1	1
242	я не	1	1
243	из того	1	1
244	они были	1	1
245	форм в	1	1
246	быть в	1	1
247	не был	1	1
248	служит для	2	1
249	речь только	1	1
250	не требует	1	1
251	на самом	1	1
252	но как	2	1
253	не то	1	1
254	здесь также	1	1
255	должны были	1	1
256	отношение к	4	1
257	иногда и	1	1
258	себе и	1	1
259	отличие от	5	1
260	широкого круга	1	1
261	мифом и	2	1
262	что они	1	1
263	отнюдь не	8	1
264	как говорит	1	1
265	приходит на	1	1
266	вследствие чего	1	1
267	в одной	3	1
268	стороны и	2	1
269	как к	2	1
270	что касается	2	1
271	целый ряд	2	1
272	как уже	3	1
273	превращения и	1	1
274	оказывается в	1	1
275	и к	4	1
276	себе не	3	1
277	следующим образом	1	1
278	очевидно в	1	1
279	но в	8	1
280	в противоположность	2	1
281	отнесены к	1	1
282	на руку	1	1
283	и сказка	3	1
284	во множестве	1	1
285	он в	1	1
286	или во	1	1
287	что так	1	1
288	на нем	1	1
289	только на	1	1
290	в себе	7	1
291	что она	1	1
292	при этом	13	1
293	этом он	1	1
294	он ни	2	1
295	в xvii	1	1
296	они в	1	1
297	всех этих	1	1
298	которым человек	1	1
299	состоит в	9	1
300	в силу	5	1
301	работе о	1	1
302	уже говорилось	1	1
303	свидетельствует о	2	1
304	как историческая	1	1
305	подобно тому	2	1
306	античной греции	2	1
307	мы его	1	1
308	более позднюю	1	1
309	это явление	1	1
310	этих форм	1	1
311	было бы	1	1
312	на почве	1	1
313	чаще всего	1	1
314	не соответствует	1	1
315	в жизни	1	1
316	целого целое	1	1
317	соответствии с	2	1
318	и мифа	1	1
319	то с	2	1
320	согласно которому	1	1
321	в саду	1	1
322	только тем	1	1
323	в ходе	3	1
324	художественного творчества	1	1
325	право на	1	1
326	с точки	1	1
327	в их	5	1
328	в своем	6	1
329	этого текста	1	1
330	в отличие	5	1
331	в мировом	1	1
332	от его	1	1
333	героя то	1	1
334	в одном	2	1
335	пока еще	6	1
336	и эти	1	1
337	и более	1	1
338	войти в	1	1
339	в конце	1	1
340	происходит от	2	1
341	потустороннем мире	1	1
342	стоит в	1	1
343	но они	2	1
344	тем самым	1	1
345	а иногда	1	1
346	что с	2	1
347	у этих	1	1
348	виду что	1	1
349	она могла	1	1
350	самого начала	1	1
351	дело не	2	1
352	не имеет	1	1
353	в науке	2	1
354	между мифом	2	1
355	не по	1	1
356	о них	1	1
357	не могло	2	1
358	имеет отношение	1	1
359	же время	4	1
360	этих двух	1	1
361	целое в	1	1
362	этом надо	1	1
363	здесь же	1	1
364	более позднее	1	1
365	в процессе	5	1
366	с участием	1	1
367	формы для	1	1
368	особое внимание	1	1
369	в каком	1	1
370	однако это	2	1
371	такие же	1	1
372	современном его	1	1
373	после своего	1	1
374	в момент	2	1
375	к себе	2	1
376	это также	1	1
377	мифа не	2	1
378	здесь совершенно	1	1
379	числе и	2	1
380	должны быть	3	1
381	к тому	5	1
382	его с	1	1
383	указывает на	2	1
384	быть отнесены	1	1
385	они и	3	1
386	оно не	2	1
387	для художественного	2	1
388	и стали	1	1
389	и о	4	1
390	мифа в	1	1
391	в виду	2	1
392	свою очередь	3	1
393	здесь не	1	1
394	чтобы быть	1	1
395	более ранних	1	1
396	второго лица	1	1
397	с самого	1	1
398	приводит к	2	1
399	и классификации	1	1
400	обращаясь к	1	1
401	не за	1	1
402	все того	1	1
403	не трудно	1	1
404	собой по	1	1
405	мог бы	1	1
406	утверждает что	1	1
407	его действительно	1	1
408	основана на	1	1
409	он сам	1	1
410	действия не	1	1
411	с человеком	2	1
412	даже не	1	1
413	и постепенно	1	1
414	в тех	2	1
415	о ней	1	1
416	сводится к	5	1
417	уже были	1	1
418	вместе со	1	1
419	одного из	2	1
420	а также	8	1
421	с целью	1	1
422	таковой в	1	1
423	нет у	1	1
424	восходит к	1	1
425	состоит не	1	1
426	во втором	4	1
427	это лишь	1	1
428	вслед за	1	1
429	наконец в	1	1
430	в античной	2	1
431	в сказаниях	1	1
432	как правило	4	1
433	в литературе	2	1
434	уходит в	1	1
435	хотя бы	3	1
436	тот свет	1	1
437	одной из	4	1
438	традиции в	1	1
439	эту форму	1	1
440	в народе	1	1
441	началось с	1	1
442	еще и	1	1
443	при некоторых	1	1
444	он уже	1	1
445	по мнению	1	1
446	всяком случае	1	1
447	и ее	2	1
448	эту связь	1	1
449	это тоже	1	1
450	вопроса о	1	1
451	стоит на	1	1
452	в нашей	1	1
453	что не	4	1
454	в непосредственной	1	1
455	или даже	2	1
456	для него	4	1
457	слова в	2	1
458	в котором	5	1
459	целом его	1	1
460	в современном	2	1
461	и всякий	1	1
462	быть названа	1	1
463	что на	1	1
464	и даже	3	1
465	или иной	5	1
466	не связано	1	1
467	что человек	1	1
468	не обязательно	4	1
469	здесь в	2	1
470	в каких	1	1
471	а с	5	1
472	или о	1	1
473	в соответствии	2	1
474	только по	1	1
475	то и	1	1
476	не было	7	1
477	не знает	1	1
478	из наиболее	2	1
479	которое по	1	1
480	что случилось	1	1
481	от мира	1	1
482	и оно	1	1
483	при более	1	1
484	иллюстрацию к	1	1
485	представляет себе	2	1
486	как это	1	1
487	всем что	1	1
488	не удается	1	1
489	одну из	2	1
490	их к	1	1
491	по своему	3	1
492	они записаны	1	1
493	с некоторыми	2	1
494	такого рода	4	1
495	тому как	3	1
496	в современной	1	1
497	сохраняется в	1	1
498	как будто	1	1
499	только о	1	1
500	как таковой	1	1
501	к другим	2	1
502	рассматривать как	2	1
503	есть она	1	1
504	и часто	1	1
505	это позднейшее	1	1
506	и от	1	1
507	это он	1	1
508	особого рода	2	1
509	в основе	7	1
510	у них	1	1
511	или нет	1	1
512	хотя в	2	1
513	мифа который	1	1
514	при встрече	2	1
515	подошел к	1	1
516	всех других	1	1
517	в самом	3	1
518	что такое	1	1
519	сказки не	1	1
520	и другие	1	1
521	в своих	3	1
522	в таком	1	1
523	во всяком	2	1
524	том числе	2	1
