N	3gram	Potebnia_M_1	FransuaR
1	в то же	3	6
2	то же время	3	6
3	с точки зрения	3	5
4	не только в	3	5
5	но и в	4	4
6	до сих пор	1	4
7	не может быть	9	4
8	в этом отношении	1	3
9	с одной стороны	3	3
10	о том что	1	3
11	с другой стороны	5	3
12	зрения на мир	1	2
13	только то что	1	2
14	в собственном смысле	1	2
15	его связь с	1	2
16	продолжает жить и	1	2
17	во всяком случае	1	2
18	там же с	7	2
19	но все же	1	2
20	как мы видели	1	2
21	подобно тому как	3	2
22	и связанное с	1	1
23	и его связь	1	1
24	только потому что	2	1
25	другой стороны он	1	1
26	но самое это	1	1
27	потому что в	4	1
28	там где нет	1	1
29	дело в том	2	1
30	по отношению к	13	1
31	и в более	1	1
32	одной стороны и	1	1
33	и там где	1	1
34	как если бы	1	1
35	в этих последних	1	1
36	таким образом в	1	1
37	то что в	1	1
38	что в нем	1	1
39	при этом самый	1	1
40	что в них	1	1
41	несмотря на их	1	1
42	и той же	3	1
43	не менее если	1	1
44	человека то есть	1	1
45	так и в	3	1
46	и в отношении	1	1
47	путем то есть	1	1
48	и во всей	1	1
49	не могут быть	2	1
50	есть только в	1	1
51	может быть названо	3	1
52	что касается до	1	1
53	в нем есть	2	1
54	мы видели что	1	1
55	именно в том	1	1
56	то есть только	1	1
57	как и всякая	1	1
58	на самом деле	1	1
59	не только не	2	1
60	и в самой	1	1
61	более и более	2	1
62	в одном акте	1	1
63	как мы видим	1	1
64	на то что	1	1
65	силою и в	1	1
66	после того как	1	1
67	один только раз	1	1
68	одной и той	3	1
69	для того чтобы	2	1
70	в том что	13	1
71	и все это	1	1
72	до него а	1	1
73	и вообще все	1	1
74	как и в	2	1
75	все более и	2	1
76	не нуждается в	2	1
77	только тогда когда	4	1
78	не теряет своей	1	1
