N	2gram	Bakhtin_Fr_3	Problema
1	то есть	18	46
2	в его	13	43
3	и не	13	42
4	и в	40	38
5	не может	3	27
6	может быть	9	26
7	как бы	3	22
8	по отношению	3	21
9	в художественном	1	20
10	отнюдь не	1	19
11	отношению к	2	19
12	и с	8	17
13	и его	17	16
14	в этом	15	15
15	в нем	5	15
16	и т	1	14
17	только в	3	13
18	прежде всего	16	13
19	но не	2	12
20	художественного произведения	1	11
21	во всех	6	11
22	в области	4	11
23	ни в	4	11
24	и для	5	11
25	не входит	1	10
26	отношение к	8	10
27	таким образом	10	10
28	в их	4	10
29	к нему	2	10
30	не только	13	9
31	не имеет	1	9
32	его в	1	9
33	имеет дело	1	9
34	но и	11	9
35	и как	3	8
36	было бы	4	8
37	точки зрения	2	8
38	для нее	1	8
39	произведения как	1	8
40	в том	8	8
41	и др	7	8
42	то что	5	8
43	еще не	3	7
44	в самом	6	7
45	в плане	2	7
46	как и	11	7
47	не в	1	7
48	как мы	10	7
49	с другой	2	7
50	между тем	3	7
51	отметить что	1	7
52	слова в	2	7
53	с помощью	2	7
54	в своей	6	7
55	что в	12	7
56	отношения к	1	6
57	самом деле	3	6
58	на основе	2	6
59	там где	3	6
60	и наконец	3	6
61	в пределах	1	6
62	не к	2	6
63	не всегда	1	6
64	с точки	1	6
65	ничего не	1	6
66	дело с	1	6
67	все же	2	6
68	а в	3	6
69	высшей степени	1	5
70	тем как	1	5
71	отличие от	3	5
72	в своем	7	5
73	все эти	8	5
74	при этом	3	5
75	то же	7	5
76	это не	2	5
77	в них	9	5
78	рядом с	2	5
79	в высшей	1	5
80	далеко не	2	5
81	в отличие	3	5
82	так и	3	5
83	его целом	1	5
84	в основе	5	5
85	и о	4	5
86	никогда не	1	5
87	с ним	1	5
88	и прежде	3	5
89	конечно не	2	5
90	художника и	1	5
91	не на	1	5
92	а не	5	5
93	быть только	1	5
94	должно быть	1	5
95	все они	1	5
96	на самом	3	4
97	конечно и	1	4
98	в виду	7	4
99	в ней	4	4
100	но конечно	2	4
101	относится к	1	4
102	как в	3	4
103	но в	8	4
104	к художественному	1	4
105	в нашем	4	4
106	в себе	3	4
107	понять его	1	4
108	произведение как	1	4
109	в данном	4	4
110	не менее	2	4
111	но они	1	4
112	тем самым	1	4
113	о значении	1	4
114	в то	6	4
115	должны быть	2	4
116	здесь не	3	4
117	в ее	3	4
118	данном случае	2	4
119	в произведении	1	4
120	можно было	3	4
121	не с	1	4
122	о том	4	4
123	с ними	1	4
124	в других	3	4
125	в форме	2	4
126	и только	1	4
127	что не	1	4
128	в романе	15	4
129	более того	1	4
130	художественную форму	1	4
131	и потому	4	4
132	в более	3	4
133	хотя бы	2	4
134	между ними	3	4
135	сказать что	3	4
136	другой стороны	1	4
137	ли мы	1	3
138	также и	4	3
139	например в	2	3
140	особенно часто	1	3
141	на них	2	3
142	бы то	1	3
143	менее всего	1	3
144	нет и	1	3
145	из важнейших	2	3
146	значение имеет	1	3
147	связи и	1	3
148	кроме того	3	3
149	и к	3	3
150	в целом	2	3
151	творчество и	1	3
152	к миру	1	3
153	он не	9	3
154	то ни	1	3
155	в мире	4	3
156	а как	1	3
157	с другими	1	3
158	и тем	1	3
159	несмотря на	1	3
160	том что	4	3
161	моментом в	1	3
162	как его	2	3
163	имеют дело	1	3
164	же время	6	3
165	все то	2	3
166	в применении	1	3
167	и это	2	3
