N	3gram	Tiupa_Anal_2	Komedia
1	к тому же	4	10
2	на себя внимание	3	5
3	обращает на себя	3	5
4	едва ли не	2	5
5	в том что	6	5
6	на этот раз	1	4
7	о том что	6	4
8	по отношению к	4	3
9	тому же в	1	3
10	так или иначе	1	3
11	в связи с	1	3
12	в первую очередь	1	3
13	то же время	2	3
14	в то же	2	3
15	одних и тех	1	2
16	в обоих случаях	2	2
17	а затем и	1	2
18	в этом смысле	2	2
19	в ответ на	2	2
20	в частности в	2	2
21	в отличие от	2	2
22	и тех же	1	2
23	с одной стороны	4	2
24	в самом начале	3	2
25	к тому что	1	2
26	можно было бы	2	2
27	в поле зрения	2	2
28	друг с другом	1	2
29	речь идет о	1	2
30	не в состоянии	1	1
31	имеется в виду	1	1
32	мы имеем дело	3	1
33	в самом деле	1	1
34	это было в	1	1
35	никак не может	1	1
36	в соответствии с	2	1
37	так и не	4	1
38	одна из них	1	1
39	с точки зрения	2	1
40	как это было	1	1
41	и во всех	1	1
42	из них в	1	1
43	но и в	1	1
44	не последнюю роль	1	1
45	в углу комнаты	1	1
46	точно так же	1	1
47	как будто он	1	1
48	вместе с ними	1	1
49	себя внимание что	1	1
50	в этой связи	1	1
51	вложены в уста	1	1
52	той или иной	3	1
53	если говорить о	2	1
54	должна была бы	1	1
55	имеем дело с	1	1
56	по себе мало	1	1
57	так и на	1	1
58	так как будто	1	1
59	и частной жизни	1	1
60	в целом ряде	1	1
61	с другой стороны	2	1
62	в полной мере	1	1
63	попадает в поле	1	1
64	не может быть	1	1
65	внешней и внутренней	1	1
66	того или иного	3	1
67	более или менее	1	1
68	в тех случаях	1	1
69	в свою очередь	1	1
70	у него на	4	1
71	и в самом	2	1
72	не только в	2	1
73	ни о чем	1	1
74	за единственным исключением	1	1
75	во второй половине	1	1
76	тех случаях когда	1	1
77	тем не менее	3	1
78	там и здесь	1	1
