N	2gram	Losev_Prob_1	Problema
1	то есть	33	46
2	в его	6	43
3	и не	31	42
4	и в	32	38
5	познания и	1	30
6	не может	8	27
7	может быть	14	26
8	как бы	14	22
9	в художественном	1	20
10	отнюдь не	10	19
11	и с	2	17
12	и его	3	16
13	в этом	19	15
14	в нем	13	15
15	и т	11	14
16	только в	7	13
17	т п	1	13
18	прежде всего	10	13
19	но не	9	12
20	за пределы	6	12
21	в искусстве	3	12
22	художественного произведения	1	11
23	во всех	7	11
24	в области	2	11
25	ни в	7	11
26	и для	4	11
27	таким образом	6	10
28	в их	4	10
29	к нему	3	10
30	не только	17	9
31	не имеет	2	9
32	его в	6	9
33	имеет дело	1	9
34	но и	9	9
35	и как	6	8
36	входит в	4	8
37	было бы	8	8
38	точки зрения	3	8
39	место в	1	8
40	для нее	1	8
41	в том	9	8
42	художественное произведение	1	8
43	то что	42	8
44	еще не	9	7
45	в самом	6	7
46	вообще не	2	7
47	как и	3	7
48	и становится	1	7
49	не в	4	7
50	как мы	7	7
51	с другой	3	7
52	между тем	2	7
53	но отнюдь	3	7
54	совершенно не	6	7
55	в своей	8	7
56	что в	12	7
57	отношения к	1	6
58	самом деле	6	6
59	в пределах	1	6
60	не к	1	6
61	с точки	3	6
62	не есть	29	6
63	ничего не	10	6
64	есть чисто	1	6
65	мы можем	4	6
66	произведение в	1	6
67	все же	1	6
68	а в	4	6
69	только как	1	6
70	себя как	1	5
71	художественном произведении	1	5
72	в своем	5	5
73	все эти	8	5
74	к единству	1	5
75	при этом	6	5
76	то же	10	5
77	это не	6	5
78	в них	7	5
79	далеко не	5	5
80	так и	12	5
81	для познания	1	5
82	его целом	1	5
83	в основе	1	5
84	и о	8	5
85	никогда не	7	5
86	не нужно	3	5
87	с ним	3	5
88	может иметь	2	5
89	конечно не	1	5
90	дело и	1	5
91	не на	3	5
92	а не	15	5
93	могут быть	2	5
94	должно быть	2	5
95	все они	1	5
96	имеет место	1	5
97	мы здесь	2	4
98	на самом	6	4
99	должна быть	1	4
100	конечно и	1	4
101	в виду	6	4
102	но конечно	1	4
103	относится к	1	4
104	как в	4	4
105	но в	14	4
106	в себе	15	4
107	понять его	2	4
108	в данном	9	4
109	не должна	1	4
110	не менее	19	4
111	тем самым	4	4
112	о значении	1	4
113	в то	6	4
114	чтобы стать	1	4
115	известной степени	2	4
116	должны быть	1	4
117	здесь не	7	4
118	в ее	3	4
119	данном случае	8	4
120	можно было	3	4
121	не с	1	4
122	о том	11	4
123	которых мы	2	4
124	от всех	2	4
125	в предмете	3	4
126	в других	5	4
127	и только	4	4
128	что не	3	4
129	в романе	1	4
130	и потому	2	4
131	хотя бы	3	4
132	может и	3	4
133	сказать что	13	4
134	другой стороны	3	4
135	также и	11	3
136	например в	2	3
137	едва ли	2	3
138	действительности и	5	3
139	которую мы	1	3
140	говорить о	6	3
141	эстетики и	1	3
142	бы то	1	3
143	сказать и	3	3
144	мы будем	2	3
145	нет и	2	3
146	и эстетического	1	3
147	помнить что	3	3
148	кроме того	2	3
149	нас за	1	3
150	и к	1	3
151	не будем	2	3
152	он не	3	3
153	то ни	1	3
154	с другими	2	3
155	может стать	1	3
156	и тем	13	3
157	несмотря на	3	3
158	том что	12	3
159	искусства не	1	3
160	есть его	2	3
161	тем не	18	3
162	как его	2	3
163	имеем дело	1	3
164	или как	3	3
165	и это	9	3
166	хотя и	6	3
167	и от	1	3
168	в дальнейшем	4	3
169	ясно что	3	3
170	мы в	3	3
171	если бы	4	3
172	искусства и	3	3
173	и должно	2	3
174	основе своей	1	3
175	на ее	1	3
176	на почве	1	3
177	содержания но	1	3
178	этом смысле	6	3
179	но с	1	3
180	мы увидим	3	3
181	как нечто	8	3
182	со всеми	2	3
183	вопроса о	2	3
184	событие и	1	3
185	в известной	1	3
186	как такового	2	3
187	и даже	11	3
188	оно не	3	3
189	его как	2	3
190	только его	1	3
191	и на	8	3
192	да и	3	3
193	слова и	1	3
194	но это	8	3
195	все это	7	3
196	природу и	1	3
197	не больше	3	3
198	не является	5	3
199	от него	1	3
200	и все	7	3
201	ни было	1	3
202	не знает	1	3
203	в таком	9	3
204	смысле слова	7	2
205	его моментов	1	2
206	он может	1	2
207	для науки	1	2
208	и есть	6	2
209	определить как	1	2
210	в определенный	2	2
211	в котором	5	2
212	проникает в	1	2
213	значение но	1	2
214	есть не	6	2
215	можно и	1	2
216	мы имеем	2	2
217	но она	3	2
218	я не	1	2
219	имеют место	1	2
220	первый план	1	2
221	в чем	3	2
222	оглядки на	1	2
223	с его	2	2
224	но как	6	2
225	а только	5	2
226	ивана карамазова	1	2
227	бы ничего	1	2
228	или иное	1	2
229	в истории	4	2
230	дает нам	1	2
231	показать что	1	2
232	себе не	3	2
233	что это	3	2
234	бы не	1	2
235	ни одна	1	2
236	нами в	1	2
237	и те	1	2
238	на то	8	2
239	не имеют	5	2
240	оно было	1	2
241	момента в	1	2
242	он должен	2	2
243	предложения и	1	2
244	на этом	1	2
245	человека в	1	2
246	в каждом	1	2
247	лишь в	1	2
248	и других	1	2
249	действительности в	3	2
250	эти моменты	1	2
251	о которых	3	2
252	как таковой	1	2
253	на первый	2	2
254	и при	2	2
255	или точнее	1	2
256	нему и	1	2
257	не путем	1	2
258	войти в	1	2
259	том же	1	2
260	и вообще	4	2
261	указанных нами	1	2
262	случае мы	1	2
263	можем сказать	1	2
264	и вся	1	2
265	раз и	9	2
266	этой области	2	2
267	в таких	2	2
268	что эта	1	2
269	она не	2	2
270	дело в	3	2
271	одна из	1	2
272	того чтобы	9	2
273	слово и	1	2
274	действительности но	4	2
275	в самой	3	2
276	и весь	4	2
277	связи с	5	2
278	этом отношении	1	2
279	можем говорить	2	2
280	у нас	14	2
281	представляется нам	1	2
282	не могут	2	2
283	есть только	8	2
284	же самое	9	2
285	анализа и	1	2
286	что оно	3	2
287	для того	8	2
288	должен быть	1	2
289	что все	3	2
290	самим собою	1	2
291	нами выше	1	2
292	особенно в	2	2
293	и которые	5	2
294	с самим	1	2
295	здесь нет	2	2
296	базой для	1	2
297	том как	2	2
298	поэтому в	1	2
299	является конечно	1	2
300	и здесь	6	2
301	в другом	1	2
302	другими словами	3	2
303	и что	9	2
304	и во	3	2
305	выше в	1	2
306	нем и	1	2
307	в него	2	2
308	мир в	1	2
309	того что	7	2
310	предмета и	2	2
311	что он	7	2
312	и ее	8	2
313	себя в	1	2
314	события и	1	2
315	не можем	2	2
316	в нашей	1	2
317	в виде	15	2
318	в начале	1	2
319	не дает	1	2
320	вовсе не	35	2
321	и искусства	4	2
322	в некоторых	1	2
323	случае не	3	2
324	то или	2	2
325	тем что	7	2
326	есть выражение	2	2
327	без всякой	2	2
328	или иной	5	2
329	за последние	1	2
330	здесь в	3	2
331	форме и	1	2
332	и пр	4	2
333	не было	4	2
334	в россии	1	2
335	с предметом	1	2
336	в связи	4	2
337	человек в	1	2
338	как это	6	2
339	из которых	1	2
340	к своему	1	2
341	нет а	1	2
342	по существу	2	2
343	для понимания	1	2
344	зрения самого	1	2
345	других областях	1	2
346	можно сказать	5	2
347	того или	2	2
348	является как	1	2
349	понимать только	1	2
350	или в	4	2
351	о котором	1	2
352	той или	5	2
353	не более	1	2
354	чтобы его	2	2
355	мы должны	5	2
356	ни к	1	2
357	но зато	1	2
358	в этих	3	2
359	всего человека	1	2
360	говорить и	1	2
361	была бы	1	2
362	к его	2	2
363	или иного	2	2
364	по поводу	4	2
365	и эта	1	2
366	к этому	1	2
367	он совершенно	1	1
368	в объективном	1	1
369	а между	1	1
370	то на	2	1
371	для построения	2	1
372	все остальное	1	1
373	или жизни	1	1
374	других областей	1	1
375	не через	1	1
376	мало одного	1	1
377	в чисто	1	1
378	в первом	2	1
379	контекста в	1	1
380	уже указывали	1	1
381	от которых	1	1
382	том какое	1	1
383	из всех	1	1
384	который в	1	1
385	из подполья	2	1
386	и ничего	2	1
387	связан с	1	1
388	бы что	1	1
389	вопрос о	1	1
390	науки и	2	1
391	нам в	1	1
392	мы называем	2	1
393	почти все	1	1
394	который был	1	1
395	так чтобы	1	1
396	время как	1	1
397	что иное	2	1
398	на себя	2	1
399	произведение то	1	1
400	с ее	1	1
401	здесь прежде	1	1
402	понятие ни	1	1
403	которое в	1	1
404	собою и	2	1
405	и самого	1	1
406	это направление	1	1
407	иное как	2	1
408	ли кто-нибудь	1	1
409	как таковая	1	1
410	по своему	9	1
411	а следовательно	1	1
412	и всего	1	1
413	то он	2	1
414	в общем	1	1
415	в свои	1	1
416	преступление и	1	1
417	которые не	3	1
418	только явление	1	1
419	то чем	1	1
420	в процесс	1	1
421	моментов а	1	1
422	им в	1	1
423	вопросом о	1	1
424	что по	1	1
425	в противоположность	1	1
426	есть ли	1	1
427	именно эта	1	1
428	другом случае	1	1
429	и систематического	1	1
430	вещи но	3	1
431	то в	5	1
432	предметом с	1	1
433	не приходится	1	1
434	очень многих	1	1
435	бы и	1	1
436	нужно только	1	1
437	ни один	1	1
438	и я	1	1
439	то время	1	1
440	алеши и	1	1
441	которые в	2	1
442	есть вещь	1	1
443	в этой	10	1
444	но он	3	1
445	его момент	2	1
446	имеются только	1	1
447	но ведь	3	1
448	о других	1	1
449	как он	4	1
450	если он	1	1
451	в наших	1	1
452	а вовсе	1	1
453	и если	6	1
454	моментов то	1	1
455	что каждая	1	1
456	как оно	3	1
457	из указанных	3	1
458	т д	10	1
459	всех этих	7	1
460	эта последняя	1	1
461	не связан	1	1
462	есть та	2	1
463	этого вопроса	1	1
464	не как	2	1
465	ни были	1	1
466	ни слово	1	1
467	можно даже	1	1
468	чем она	1	1
469	теперь еще	1	1
470	его от	3	1
471	подобно тому	2	1
472	его можно	1	1
473	так например	1	1
474	всего то	1	1
475	в нее	1	1
476	или слово	1	1
477	этом последнем	1	1
478	бы они	1	1
479	в одну	1	1
480	они должны	1	1
481	в совершенно	1	1
482	есть конечно	1	1
483	мы уже	5	1
484	может возникнуть	1	1
485	больше как	1	1
486	себя не	1	1
487	художественный образ	9	1
488	это было	2	1
489	целью его	1	1
490	моменты в	1	1
491	с теорией	1	1
492	мы вообще	1	1
493	только оно	1	1
494	отражение в	1	1
495	вещи а	2	1
496	не чем	1	1
497	жизни человека	1	1
498	для них	2	1
499	он является	1	1
500	нет в	1	1
501	нельзя только	1	1
502	все равно	5	1
503	в общей	2	1
504	всеми другими	1	1
505	с тем	5	1
506	и необходимое	1	1
507	и уже	3	1
508	потому и	1	1
509	нисколько не	3	1
510	только тем	1	1
511	оказался бы	1	1
512	в которых	3	1
513	бы мы	3	1
514	является только	1	1
515	на первой	1	1
516	его мы	1	1
517	иным как	1	1
518	силу и	1	1
519	есть именно	5	1
520	что никакой	1	1
521	том и	1	1
522	самого мышления	1	1
523	однако в	2	1
524	а имеются	1	1
525	по себе	15	1
526	же мы	2	1
527	тому что	4	1
528	на один	2	1
529	некоторых случаях	1	1
530	можно ли	5	1
531	слова мы	1	1
532	таких случаях	2	1
533	вплоть до	1	1
534	не раз	1	1
535	до известной	1	1
536	иной раз	1	1
537	и начинает	1	1
538	но для	3	1
539	как о	1	1
540	если угодно	1	1
541	мышления и	4	1
542	правда в	1	1
543	что их	2	1
544	и творчески	1	1
545	эта внутренняя	1	1
546	иметь в	4	1
547	та или	1	1
548	отдельных актов	1	1
549	следовательно и	2	1
550	не их	1	1
551	того и	1	1
552	и всегда	2	1
553	и без	1	1
554	бояться того	1	1
555	именно с	1	1
556	находятся в	1	1
557	этих двух	1	1
558	отрицательное отношение	1	1
559	возникают не	1	1
560	явление в	1	1
561	во всей	3	1
562	и является	7	1
563	нам важно	1	1
564	этого предмета	1	1
565	в сознании	5	1
566	в процессе	1	1
567	уже и	3	1
568	однако это	3	1
569	ему не	1	1
570	действительности то	1	1
571	как идею	1	1
572	именно то	3	1
573	очень часто	1	1
574	в момент	1	1
575	уже о	1	1
576	конкретное и	1	1
577	представления а	1	1
578	трудно и	1	1
579	действительность можно	1	1
580	этого и	1	1
581	его с	1	1
582	даже и	8	1
583	а белый	1	1
584	анализа в	1	1
585	мы ее	1	1
586	стороны все	1	1
587	говоря уже	2	1
588	мы конечно	1	1
589	без всякого	2	1
590	истории философии	4	1
591	могут и	1	1
592	ни стало	1	1
593	если в	1	1
594	каждый раз	1	1
595	или для	1	1
596	не возникает	1	1
597	идет речь	1	1
598	мы наблюдаем	2	1
599	на том	4	1
600	отнесенность к	2	1
601	на нее	1	1
602	мог бы	1	1
603	глубоко и	1	1
604	всякой оглядки	1	1
605	известной мере	1	1
606	это только	2	1
607	имеется в	1	1
608	момента и	1	1
609	что под	1	1
610	определенность есть	1	1
611	остановимся на	1	1
612	собою но	1	1
613	случаях мы	1	1
614	смысле и	2	1
615	образом в	1	1
616	из других	2	1
617	часто и	2	1
618	мы это	1	1
619	настоящее время	3	1
620	на что	2	1
621	для нас	5	1
622	а также	4	1
623	не выходит	1	1
624	события в	1	1
625	на протяжении	1	1
626	тем или	3	1
627	во втором	1	1
628	дальнейшем и	1	1
629	них в	1	1
630	вообще и	4	1
631	что бы	1	1
632	слова для	1	1
633	и следовательно	3	1
634	и отдельные	1	1
635	и борьбы	1	1
636	в самый	1	1
637	познания в	1	1
638	один момент	1	1
639	этих проблем	1	1
640	что здесь	3	1
641	быть и	3	1
642	историки литературы	1	1
643	этот вопрос	1	1
644	не имеющих	2	1
645	ним расстаться	1	1
646	есть ни	5	1
647	действительность но	1	1
648	именно на	3	1
649	человека с	1	1
650	правда только	1	1
651	определения и	1	1
652	для всех	1	1
653	есть в	5	1
654	уже не	3	1
655	только на	4	1
656	только чисто	1	1
657	у большинства	1	1
658	об его	3	1
659	есть уже	1	1
660	и чисто	3	1
661	его во	2	1
662	в душе	1	1
663	из них	3	1
664	его и	1	1
