N	2gram	Losev_Dial_1	Problemy
1	и в	18	43
2	и не	30	29
3	т е	25	26
4	может быть	17	23
5	как бы	11	22
6	не может	12	18
7	как и	2	14
8	но и	7	14
9	и т	21	13
10	в этом	12	13
11	точки зрения	17	13
12	что он	11	13
13	в нем	16	12
14	не только	13	11
15	в каждом	2	11
16	не в	6	11
17	по себе	25	11
18	но в	6	10
19	как мы	4	10
20	в его	3	10
21	прежде всего	10	10
22	еще не	2	9
23	он не	3	9
24	никогда не	9	9
25	т п	2	9
26	то же	10	8
27	для него	2	8
28	с точки	12	8
29	и его	1	8
30	перед нами	1	7
31	в самом	3	7
32	в то	6	7
33	и сам	1	7
34	в другом	2	7
35	в него	2	7
36	до сих	2	7
37	а не	14	7
38	о себе	1	7
39	что же	3	7
40	сих пор	2	7
41	то что	13	7
42	и наконец	1	6
43	при этом	1	6
44	к одному	1	6
45	не как	2	6
46	в этих	5	6
47	что я	3	6
48	здесь не	1	6
49	в том	9	6
50	в котором	4	6
51	у него	1	6
52	и все	3	6
53	сам по	6	5
54	самом деле	3	5
55	к другому	1	5
56	и он	5	5
57	но не	4	5
58	хотя и	4	5
59	в себе	11	5
60	все эти	2	5
61	на то	5	5
62	да и	6	5
63	таким образом	1	5
64	и с	5	5
65	было бы	12	5
66	у меня	1	5
67	о том	4	5
68	никак не	6	5
69	и что	12	5
70	же время	4	5
71	к нему	8	5
72	мы увидим	2	5
73	так что	15	5
74	вовсе не	7	5
75	в той	1	5
76	все это	11	5
77	бы в	3	5
78	а в	5	5
79	и до	1	4
80	а как	1	4
81	мы не	1	4
82	я не	5	4
83	во всех	1	4
84	себе и	2	4
85	сама по	8	4
86	там где	1	4
87	в своем	5	4
88	т д	19	4
89	если же	1	4
90	же не	1	4
91	в них	3	4
92	далеко не	1	4
93	между собою	2	4
94	должно быть	3	4
95	в своей	2	4
96	но он	1	4
97	или как	1	4
98	с другом	1	4
99	к тому	4	4
100	на предмет	1	4
101	и это	2	4
102	по мере	2	4
103	почему же	1	4
104	только в	3	4
105	же и	2	4
106	так как	11	4
107	как раз	4	4
108	точек зрения	3	4
109	с другой	6	4
110	ну так	1	4
111	при чем	2	4
112	то есть	1	4
113	не могут	1	4
114	друг с	1	4
115	но это	8	4
116	в результате	1	4
117	между ними	1	4
118	совершенно не	8	4
119	что в	13	4
120	также и	7	3
121	должна быть	3	3
122	тут в	1	3
123	мы уже	1	3
124	той же	1	3
125	что если	2	3
126	в виду	5	3
127	он сам	5	3
128	такого что	1	3
129	мы будем	1	3
130	стороны и	3	3
131	кроме того	1	3
132	когда он	1	3
133	и к	1	3
134	более или	3	3
135	только на	3	3
136	тому же	2	3
137	я вам	1	3
138	есть конечно	2	3
139	это не	9	3
140	в жизни	1	3
141	кажется что	1	3
142	а за	1	3
143	такой же	2	3
144	или менее	3	3
145	и их	2	3
146	в их	3	3
147	образом и	2	3
148	не должна	2	3
149	зрения и	1	3
150	даже в	3	3
151	в отношении	5	3
152	она не	6	3
153	себе самом	2	3
154	того и	1	3
155	ничего не	17	3
156	во всем	2	3
157	могут быть	3	3
158	той или	7	3
159	не менее	2	3
160	но при	1	3
161	он с	1	3
162	и этим	1	3
163	можно было	5	3
164	так и	9	3
165	всех возможных	1	3
166	даны в	1	3
167	если бы	12	3
168	и даже	13	3
169	с ним	6	3
170	говорят что	1	3
171	в различных	1	3
172	между тем	1	3
173	что и	3	3
174	а он	3	3
175	и только	1	3
176	здесь в	2	3
177	и следовательно	2	3
178	его в	1	3
179	том или	2	3
180	со всеми	1	3
181	себя в	1	3
182	есть в	1	3
183	уже не	2	3
184	в виде	2	3
185	к самому	2	3
186	или иной	3	3
187	он и	2	3
