N	3gram	Bakhtin_fo_1	Literetu
1	то же время	9	7
2	в то же	6	7
3	в этом отношении	3	5
4	в отличие от	2	5
5	к тому же	2	5
6	по отношению к	3	4
7	в данном случае	1	4
8	с одной стороны	2	4
9	о том что	1	4
10	в том что	2	4
11	в том числе	4	3
12	в соответствии с	2	3
13	с точки зрения	2	3
14	не может быть	3	3
15	к себе самому	4	2
16	в самом деле	1	2
17	одной стороны и	2	2
18	потому что не	1	2
19	но и в	2	2
20	том числе и	2	2
21	и в частности	2	2
22	не только в	2	2
23	и в самом	1	2
24	той или иной	2	2
25	в другом месте	1	1
26	раз в том	1	1
27	одних и тех	2	1
28	в той или	1	1
29	точки зрения которого	1	1
30	и в словах	1	1
31	и не только	2	1
32	жизни в ее	2	1
33	их может быть	1	1
34	вместе с тем	2	1
35	в себе и	1	1
36	и т п	8	1
37	внешних и внутренних	1	1
38	во всей ее	1	1
39	вместе с ними	1	1
40	может быть только	3	1
41	и тех же	2	1
42	в реальное время	1	1
43	как раз в	4	1
44	в значительной степени	1	1
45	в историческом времени	1	1
46	на этой почве	1	1
47	в самом начале	1	1
48	в основе этих	1	1
49	в связи с	5	1
50	я и другого	1	1
51	автора и его	1	1
52	для того чтобы	5	1
53	и в том	1	1
54	в этом счастье	1	1
55	в самую гущу	1	1
56	числе и в	1	1
57	отношения к себе	1	1
58	в свою очередь	1	1
59	жизнью на один	1	1
60	и у нас	1	1
61	пространством и временем	1	1
62	тогда когда оно	1	1
63	в жизни но	1	1
64	но отнюдь не	1	1
65	никогда не бывает	1	1
66	в определенном месте	2	1
67	сама по себе	1	1
