N	3gram	Medvedev_F_3	FransuaR
1	в то же	7	6
2	то же время	7	6
3	с точки зрения	14	5
4	не только в	1	5
5	до сих пор	1	4
6	не может быть	14	4
7	в этом отношении	3	3
8	с одной стороны	1	3
9	в его целом	1	3
10	о том что	1	3
11	с другой стороны	5	3
12	можно сказать что	1	2
13	имеем в виду	1	2
14	только то что	2	2
15	в собственном смысле	1	2
16	и даже в	1	2
17	мы еще вернемся	1	2
18	в значительной степени	1	2
19	и в то	2	2
20	виду прежде всего	1	2
21	во всяком случае	6	2
22	в виду прежде	1	2
23	в пределах одной	2	2
24	но все же	1	2
25	как мы видели	2	2
26	подобно тому как	4	2
27	до конца в	1	1
28	в изобразительных искусствах	1	1
29	ровно ничего не	2	1
30	дело в том	2	1
31	по отношению к	3	1
32	в настоящее время	1	1
33	свое выражение в	1	1
34	в том же	1	1
35	так и его	1	1
36	в одной из	1	1
37	и не может	4	1
38	до известной степени	2	1
39	ни в коем	1	1
40	старой и новой	1	1
41	одна из существеннейших	1	1
42	на самом же	2	1
43	еще вернемся в	1	1
44	и той же	1	1
45	неизбежно должны были	1	1
46	в самом процессе	1	1
47	именно в этом	1	1
48	в коем случае	1	1
49	направлен не на	1	1
50	в жизни так	1	1
51	для них было	1	1
52	и в литературе	1	1
53	в художественном произведении	3	1
54	в конце концов	2	1
55	и тот же	1	1
56	она никогда не	1	1
57	все это и	1	1
58	так и в	2	1
59	необходимо однако отметить	1	1
60	там где в	1	1
61	друг с другом	1	1
62	значение в романе	1	1
63	мы видели что	2	1
64	один и тот	1	1
65	того или иного	1	1
66	вовсе не в	2	1
67	всяком случае в	2	1
68	а и в	2	1
69	в этом случае	1	1
70	на самом деле	12	1
71	нам важно лишь	1	1
72	мы можем сказать	1	1
73	не только не	2	1
74	можем сказать что	1	1
75	не только на	1	1
76	более и более	1	1
77	выходит за пределы	1	1
78	самом же деле	2	1
79	мы имеем в	1	1
80	на то что	1	1
81	к действительности и	1	1
82	но не менее	1	1
83	в большинстве случаев	4	1
84	одной и той	1	1
85	как не может	1	1
86	художественных произведений и	1	1
87	вовсе не является	3	1
88	для того чтобы	4	1
89	в том что	3	1
90	и вообще все	1	1
91	как и в	1	1
92	все более и	1	1
93	не нуждается в	1	1
94	этого романа в	2	1
95	играют существеннейшую роль	1	1
