N	2gram	Voloshinov_1	Problema
1	то есть	1	46
2	в его	9	43
3	и не	16	42
4	и в	15	38
5	не может	13	27
6	может быть	13	26
7	как бы	11	22
8	по отношению	11	21
9	отнюдь не	2	19
10	отношению к	9	19
11	и с	7	17
12	и его	15	16
13	в этом	13	15
14	в нем	4	15
15	и т	1	14
16	только в	6	13
17	прежде всего	11	13
18	независимо от	1	13
19	но не	5	12
20	за пределы	2	12
21	художественного творчества	1	12
22	в искусстве	3	12
23	во всех	8	11
24	в области	3	11
25	ни в	6	11
26	и для	2	11
27	не входит	1	10
28	отношение к	7	10
29	таким образом	21	10
30	материала в	1	10
31	к нему	7	10
32	не только	5	9
33	поступка и	1	9
34	его в	8	9
35	художественной формы	2	9
36	но и	4	9
37	и как	1	8
38	входит в	1	8
39	было бы	6	8
40	точки зрения	13	8
41	для нее	1	8
42	в том	4	8
43	и др	8	8
44	то что	10	8
45	еще не	7	7
46	в самом	6	7
47	вообще не	1	7
48	как и	6	7
49	и становится	2	7
50	не в	4	7
51	как мы	10	7
52	художественное творчество	2	7
53	с другой	1	7
54	между тем	2	7
55	отметить что	2	7
56	слова в	1	7
57	с помощью	9	7
58	совершенно не	2	7
59	в своей	9	7
60	что в	6	7
61	отношения к	2	6
62	самом деле	7	6
63	на основе	1	6
64	и наконец	10	6
65	не к	1	6
66	не всегда	4	6
67	с точки	10	6
68	в психике	3	6
69	и этим	3	6
70	можно только	1	6
71	ничего не	2	6
72	мы можем	12	6
73	все же	5	6
74	а в	6	6
75	только как	1	6
76	высшей степени	2	5
77	отличие от	1	5
78	в своем	2	5
79	все эти	9	5
80	объекта в	1	5
81	при этом	7	5
82	то же	7	5
83	это не	2	5
84	рядом с	2	5
85	в высшей	2	5
86	далеко не	4	5
87	в отличие	1	5
88	так и	10	5
89	в основе	3	5
90	и о	3	5
91	никогда не	7	5
92	с ним	12	5
93	может иметь	1	5
94	и прежде	5	5
95	конечно не	3	5
96	большинстве случаев	5	5
97	в большинстве	4	5
98	не на	1	5
99	а не	2	5
100	могут быть	6	5
101	должно быть	2	5
