N	2gram	Bakhtin_Fr_4	StatiiOP
1	и в	29	44
2	в том	7	36
3	что в	1	30
4	том что	3	29
5	в этом	11	21
6	вовсе не	9	19
7	не только	10	18
8	то что	4	18
9	о том	2	17
10	и не	16	16
11	может быть	2	15
12	в данном	1	14
13	как в	2	13
14	можно было	1	13
15	в первой	1	12
16	самом деле	1	11
17	в этой	13	11
18	того чтобы	3	11
19	у нас	1	11
20	точки зрения	4	11
21	но в	12	10
22	для того	3	10
23	что он	4	10
24	только в	2	10
25	но и	9	10
26	также и	4	9
27	как и	12	9
28	в отношении	1	9
29	в то	10	9
30	так и	11	9
31	во второй	2	9
32	если бы	1	9
33	того что	3	9
34	в его	8	9
35	с другой	4	9
36	все же	3	8
37	это не	5	8
38	из них	6	8
39	с точки	2	8
40	и его	8	8
41	не может	2	8
42	что они	2	7
43	в самом	1	7
44	так например	1	7
45	таким образом	20	7
46	другой стороны	3	7
47	для нас	1	7
48	этом отношении	1	7
49	до сих	1	7
50	прежде всего	8	7
51	сих пор	1	7
52	сказать что	5	7
53	на самом	4	6
54	со стороны	2	6
55	в своей	5	6
56	потому что	1	6
57	данном случае	1	6
58	что и	1	6
59	для него	1	6
60	именно в	2	6
61	дело в	2	6
62	его эпохи	2	6
63	в той	2	6
64	но это	4	6
65	вряд ли	1	5
66	и то	2	5
67	то же	10	5
68	той же	3	5
69	в целом	1	5
70	все эти	9	5
71	в нем	5	5
72	и по	5	5
73	г в	1	5
74	в слове	2	5
75	такой же	3	5
76	в котором	2	5
77	вплоть до	1	5
78	никогда не	2	5
79	так как	7	5
80	тем что	4	5
81	и даже	3	5
82	нужно сказать	2	5
83	там где	3	5
84	что мы	1	5
85	все это	4	5
86	жизни и	4	5
87	так же	7	5
88	это и	5	4
89	в которой	4	4
90	в основу	2	4
91	в новом	2	4
92	бы и	1	4
93	что это	5	4
94	на то	1	4
95	что она	1	4
96	в россии	1	4
97	но все	1	4
98	эту тему	1	4
99	случае в	1	4
100	времени не	1	4
101	и очень	1	4
102	можно ли	1	4
103	дело не	1	4
104	же время	8	4
105	как будто	2	4
106	в ее	3	4
107	что у	3	4
108	и что	1	4
109	в качестве	3	4
110	же и	3	4
111	мы находим	1	4
112	как раз	2	4
113	к которому	2	4
114	на эту	3	4
115	в частности	3	4
116	как бы	8	4
117	еще более	1	4
118	это в	2	4
119	же как	1	3
120	того же	5	3
121	и без	1	3
122	должна быть	1	3
123	и за	3	3
124	эпохи в	1	3
125	конечно и	3	3
126	в ней	3	3
127	еще не	4	3
128	он был	2	3
129	в чем	3	3
130	своего рода	6	3
131	но не	2	3
132	не все	1	3
133	к сожалению	1	3
134	с этим	1	3
135	как к	3	3
136	то в	3	3
137	что так	1	3
138	не значит	1	3
139	связанные с	4	3
140	за то	1	3
141	и с	9	3
142	даже в	1	3
143	ни в	2	3
144	о которой	1	3
145	во время	10	3
146	в конце	9	3
147	не по	1	3
148	в основе	2	3
149	и вполне	3	3
150	об этом	1	3
151	поэтому в	2	3
152	и вообще	1	3
153	но с	1	3
154	и так	3	3
155	по этому	1	3
156	с одной	2	3
157	в виде	1	3
158	ни с	2	3
159	в очень	1	3
160	возможно что	1	3
161	без всякой	1	3
162	а с	1	3
163	говорит о	1	3
164	на этот	1	3
165	в тех	1	3
166	да и	2	3
167	с этой	1	3
168	и для	2	3
169	в результате	4	3
170	будто бы	1	3
171	культуры в	1	3
172	в таком	1	3
173	отношения к	1	2
174	жил в	1	2
175	не хочет	1	2
176	а как	2	2
177	мы не	1	2
178	не была	1	2
179	в сущности	6	2
180	или же	1	2
181	время как	1	2
182	в числе	2	2
183	подчеркнуть что	1	2
184	литературы и	1	2
185	отношение к	1	2
186	за пределы	1	2
187	в своем	3	2
188	есть в	2	2
189	смысле этого	1	2
190	целый ряд	1	2
191	бы не	2	2
192	думать что	1	2
193	раз в	2	2
194	в себе	3	2
195	но он	6	2
196	в наших	1	2
197	при этом	3	2
198	он не	3	2
199	всех этих	3	2
200	что все	1	2
201	при помощи	1	2
202	его в	9	2
203	бы мы	1	2
204	всякий раз	1	2
205	которые в	1	2
206	их в	2	2
207	что эта	1	2
208	на него	1	2
209	говорить о	1	2
210	ничего не	1	2
211	что на	1	2
212	числе и	2	2
213	и это	2	2
214	времени но	1	2
215	то время	2	2
216	и сам	3	2
217	в эпоху	15	2
218	то есть	21	2
219	а также	2	2
220	и все	13	2
221	все в	2	2
222	с нашей	1	2
223	и во	1	2
224	отметить что	3	2
225	не надо	1	2
226	также в	2	2
227	к нему	3	2
228	что здесь	3	2
229	быть и	1	2
230	по своей	3	2
231	со всеми	1	2
232	конечно не	4	2
233	и у	2	2
234	уже в	2	2
235	ведь если	1	2
236	если в	2	2
237	этот раз	1	2
238	это место	5	2
239	второй части	1	2
240	у него	5	2
241	в других	2	2
242	даже и	2	2
243	еще и	7	2
244	превращается в	3	2
245	одной стороны	2	2
246	стороны в	2	2
247	и потому	1	2
248	находим и	1	2
249	и их	3	2
250	этого слова	1	2
251	между прочим	2	2
252	и тогда	1	2
253	о котором	1	2
254	ни одного	1	2
255	в этих	2	2
256	г и	1	2
257	дело с	1	2
258	в своих	2	2
259	том числе	3	2
260	в вопросе	1	1
261	он о	1	1
262	по адресу	2	1
263	не имел	1	1
264	типичную для	1	1
265	обвинений против	1	1
266	как известно	2	1
267	и будущих	1	1
268	и есть	4	1
269	здесь и	3	1
270	из его	1	1
271	что эти	1	1
272	в какой-то	1	1
273	видеть в	1	1
274	и этот	1	1
275	правильного понимания	2	1
276	на кол	1	1
277	в каждый	1	1
278	первой книге	1	1
279	и такой	1	1
280	но даже	1	1
281	мере касается	1	1
282	с нашими	1	1
283	широкого и	1	1
284	в сцене	1	1
285	г к	1	1
286	это время	1	1
287	на нем	2	1
288	и на	11	1
289	на них	2	1
290	всегда можно	1	1
291	истории а	1	1
292	с его	4	1
293	вполне и	1	1
294	жаловался что	1	1
295	но как	3	1
296	в наиболее	1	1
297	времени то	1	1
298	нет и	1	1
299	приходит на	1	1
300	в одной	2	1
301	чем мы	1	1
302	до его	1	1
303	стороны и	1	1
304	это был	2	1
305	перед нами	4	1
306	кроме того	2	1
307	относится прежде	1	1
308	на анализе	1	1
309	хотя и	2	1
310	что по	1	1
311	эти общие	1	1
312	и к	2	1
313	не приходится	1	1
314	понимания всего	1	1
315	за это	1	1
316	он в	1	1
317	в нашем	4	1
318	так в	1	1
319	право на	1	1
320	с их	1	1
321	им в	2	1
322	и до	5	1
323	xviii и	1	1
324	своей речи	1	1
325	как он	2	1
326	так с	1	1
327	что каждая	2	1
328	время и	2	1
329	в узком	3	1
330	не как	1	1
331	и вот	3	1
332	довольно часто	1	1
333	и философской	1	1
334	так уж	1	1
335	в плане	4	1
336	даже прямо	1	1
337	но дело	1	1
338	том же	2	1
339	вместе взятые	1	1
340	том случае	1	1
341	этой традиции	3	1
342	входит в	1	1
343	это было	1	1
344	на протяжении	1	1
345	но вовсе	1	1
346	то все	1	1
347	и дает	2	1
348	распространены в	2	1
349	по всему	2	1
350	в хронологическом	1	1
351	в них	7	1
352	и вы	1	1
353	соответствии с	2	1
354	далеко не	5	1
355	были в	4	1
356	значение как	1	1
357	в один	2	1
358	со всей	1	1
359	г эти	1	1
360	что значит	3	1
361	которую он	4	1
362	бы на	2	1
363	царя в	1	1
364	и при	2	1
365	что такое	1	1
366	нас не	1	1
367	место в	2	1
368	его современников	2	1
369	не столько	2	1
370	что я	2	1
371	значение для	1	1
372	как их	1	1
373	что было	1	1
374	пока в	1	1
375	пор и	1	1
376	но они	4	1
377	мы пока	1	1
378	в обоих	1	1
379	на котором	2	1
380	и старая	1	1
381	тогда и	1	1
382	но только	2	1
383	чем не	1	1
384	казалось бы	1	1
385	самый язык	1	1
386	правда в	1	1
387	на язык	1	1
388	в разных	3	1
389	только и	1	1
390	смысл то	1	1
391	эта традиция	1	1
392	ему и	1	1
393	вложено в	1	1
394	уже и	2	1
395	и делает	1	1
396	мы встречаем	1	1
397	которых он	2	1
398	но там	2	1
399	в духе	1	1
400	с полной	2	1
401	к тому	2	1
402	такие которые	1	1
403	правда не	1	1
404	как мы	10	1
405	и о	5	1
406	в виду	2	1
407	как по	1	1
408	почему и	1	1
409	и этим	2	1
410	с самого	3	1
411	распространено в	1	1
412	на том	1	1
413	он так	1	1
