N	2gram	Vinokur_Ku_1	Komedia
1	и в	24	22
2	и не	12	21
3	т е	38	16
4	том что	21	13
5	таким образом	12	12
6	в том	30	12
7	так как	9	11
8	со стороны	4	11
9	ни в	2	10
10	потому что	23	10
11	в самом	10	9
12	до сих	4	9
13	вместе с	7	9
14	сих пор	4	9
15	в этом	14	8
16	его в	1	8
17	в своем	3	8
18	о том	9	8
19	если бы	9	8
20	в его	12	8
21	что и	4	8
22	что он	6	8
23	едва ли	1	7
24	то же	8	7
25	при этом	6	7
26	об этом	1	7
27	в конце	1	7
28	о чем	2	7
29	только что	1	7
30	а в	5	7
31	в свою	3	7
32	того же	4	6
33	самом деле	9	6
34	еще не	5	6
35	так что	4	6
36	тому же	1	6
37	в то	2	6
38	и его	5	6
39	к тому	5	6
40	того чтобы	17	6
41	свою очередь	3	6
42	ясно что	3	6
43	и что	5	6
44	для того	16	6
45	может быть	13	6
46	как раз	8	6
47	к этому	1	6
48	речь идет	2	5
49	не хочет	1	5
50	что его	2	5
51	отношение к	1	5
52	но в	2	5
53	не только	10	5
54	он не	2	5
55	в своей	2	5
56	в которых	6	5
57	то это	3	5
58	не менее	7	5
59	же время	2	5
60	связи с	7	5
61	к себе	4	5
62	и сам	1	5
63	хотя и	3	5
64	с ним	5	5
65	любви к	2	5
66	что в	17	5
67	по отношению	8	5
68	из них	4	5
69	тем что	8	5
70	прежде всего	9	5
71	как это	3	5
72	все это	6	5
73	и т	33	4
74	на себя	3	4
75	в ней	6	4
76	с другой	7	4
77	меньше всего	2	4
78	отнюдь не	1	4
79	все же	12	4
80	когда он	3	4
81	то что	9	4
82	в себе	3	4
83	тому назад	1	4
84	лет тому	1	4
85	что она	3	4
86	но все	2	4
87	и с	5	4
88	с тем	5	4
89	несмотря на	3	4
90	точки зрения	14	4
91	не в	11	4
92	однако в	1	4
93	и здесь	3	4
94	так и	7	4
95	с помощью	7	4
96	сразу же	1	4
97	не дает	1	4
98	т п	18	4
99	вовсе не	10	4
100	но и	6	4
101	до конца	2	4
102	ничем не	1	4
103	а не	8	4
104	в связи	3	4
105	не является	2	4
106	и для	2	4
107	бы в	7	4
108	тем более	2	4
109	хотя бы	10	4
110	так же	4	4
111	идет о	2	3
112	который в	1	3
113	говорить о	1	3
114	к началу	1	3
115	из того	1	3
116	столь же	1	3
117	с его	4	3
118	в ее	1	3
119	с этим	4	3
120	в которой	6	3
121	в этой	3	3
122	по имени	1	3
123	как он	1	3
124	на то	4	3
125	в нем	4	3
126	прежде чем	1	3
127	от нее	1	3
128	то ни	1	3
129	было бы	15	3
130	сто лет	1	3
131	в них	7	3
132	все равно	2	3
133	далеко не	1	3
134	как и	2	3
135	и еще	2	3
136	но если	2	3
137	том как	3	3
138	себе в	3	3
139	на месте	2	3
140	с точки	9	3
141	тем не	4	3
142	к ним	1	3
143	не имеет	2	3
144	никогда не	2	3
145	ничего не	2	3
146	и мысли	2	3
147	с полным	1	3
148	одного из	1	3
149	должно было	1	3
150	и мы	2	3
151	любовь к	2	3
152	в двух	1	3
153	нисколько не	3	3
154	с одной	1	3
155	в начале	1	3
156	что не	5	3
157	следует что	4	3
158	не так	1	3
159	всяком случае	5	3
160	мы можем	1	3
161	на долю	3	3
162	отношению к	9	3
163	в других	1	3
164	и даже	3	3
165	даже не	1	3
166	на которые	1	3
167	перед ним	1	3
168	на этот	2	3
169	один из	4	3
170	если не	3	3
171	в частности	4	3
172	не может	7	3
173	конечно не	2	3
174	по своему	1	3
175	одной стороны	1	3
176	как бы	7	3
177	с этой	2	3
178	в целом	4	3
179	бы он	1	3
180	из своего	1	3
181	не знает	1	3
182	дело с	1	3
183	все что	1	3
184	в какой	6	3
185	во всяком	5	3
186	так я	1	2
187	из его	1	2
188	его не	1	2
189	в сущности	3	2
190	представление о	3	2
191	и он	3	2
192	и на	4	2
193	во всех	1	2
194	он говорит	1	2
195	отличие от	1	2
196	что они	4	2
197	как в	4	2
198	в известной	1	2
199	что касается	2	2
200	целый ряд	5	2
201	в результате	5	2
202	всего лишь	1	2
203	не приходится	1	2
204	так или	2	2
205	бы не	1	2
206	то обстоятельство	8	2
207	после чего	2	2
208	и если	3	2
209	на его	3	2
210	состоит в	3	2
211	возвращение к	1	2
212	в силу	10	2
213	чтобы в	2	2
214	не с	3	2
215	это не	7	2
216	который по	1	2
217	я говорю	1	2
218	в развитии	1	2
219	не мог	2	2
220	в г	3	2
221	и без	1	2
222	в котором	3	2
223	в их	3	2
224	в одном	3	2
225	сам он	1	2
226	тому что	3	2
227	что с	2	2
228	трудно было	2	2
229	что ему	1	2
230	дело не	2	2
231	что их	2	2
232	за то	1	2
233	и после	1	2
234	в области	7	2
235	одним из	2	2
236	и со	1	2
237	он называет	1	2
238	ли не	3	2
239	как мы	1	2
240	в виду	5	2
241	здесь не	3	2
242	без всякого	1	2
243	за пределами	1	2
244	роль в	4	2
245	можно было	6	2
246	она была	1	2
247	наряду с	1	2
248	разумеется что	2	2
249	а также	1	2
250	аналогии с	1	2
251	и во	1	2
252	в конечном	1	2
253	между тем	5	2
254	о какой-то	1	2
255	нуждается в	3	2
256	все время	1	2
257	какой мере	1	2
258	тот же	2	2
259	должен быть	4	2
260	не мешает	1	2
261	в качестве	7	2
262	уже в	3	2
263	если мы	2	2
264	нового времени	1	2
265	этот раз	1	2
266	был бы	2	2
267	до того	2	2
268	этом отношении	5	2
269	от того	1	2
270	или иначе	2	2
271	себя и	1	2
272	что для	1	2
273	не было	3	2
274	а на	2	2
275	а сам	1	2
276	обстоятельство что	8	2
277	что мы	1	2
278	под влиянием	3	2
279	к своему	2	2
