N	3gram	Bakhtin_Fr_4	VrazhdaK
1	то же время	8	4
2	в то же	8	4
3	в связи с	1	3
4	с точки зрения	2	2
5	как раз в	1	2
6	но в то	1	2
7	не может быть	1	2
8	в том что	1	2
9	а следовательно и	1	1
10	да и в	1	1
11	между прочим и	1	1
12	далеко не все	1	1
13	по преимуществу на	1	1
14	в соответствии с	1	1
15	в том же	1	1
16	на первый план	1	1
17	до сих пор	1	1
18	и не может	1	1
19	а также в	1	1
20	в той же	1	1
21	при этом он	1	1
22	в этом отношении	1	1
23	но это не	1	1
24	с тех пор	1	1
25	и то что	1	1
26	может быть и	1	1
27	и в то	4	1
28	одно и то	1	1
29	в это время	1	1
30	тем что он	1	1
31	на первый взгляд	1	1
32	в конце концов	4	1
33	и то же	1	1
34	а с другой	1	1
35	раз в это	1	1
36	все в них	1	1
37	все же не	1	1
38	с другой стороны	3	1
39	в то время	2	1
40	в свою очередь	1	1
41	это и есть	3	1
42	о том что	2	1
43	на этот раз	1	1
44	в ту эпоху	2	1
45	имеется в виду	2	1
46	и все что	1	1
