N	2gram	Tiupa_Anal_3	Hudozhes
1	и в	18	28
2	том что	12	19
3	в ее	3	18
4	и не	12	18
5	своего рода	8	16
6	в том	9	15
7	а не	9	14
8	в этом	14	13
9	не в	6	13
10	о том	6	12
11	перед нами	4	11
12	не только	22	11
13	при этом	11	11
14	как и	14	11
15	в его	7	11
16	уже не	5	10
17	не случайно	8	10
18	в себе	2	9
19	но и	13	9
20	так и	14	8
21	между тем	5	8
22	что он	4	8
23	себя в	4	8
24	в жизни	2	8
25	может быть	9	8
26	о чем	4	8
27	я не	1	7
28	по отношению	7	7
29	тогда как	20	7
30	что она	2	7
31	состоит в	4	7
32	в мире	5	7
33	об этом	2	7
34	к тому	6	7
35	в частности	12	7
36	как это	3	7
37	и все	2	7
38	с ним	1	7
39	жизни в	1	7
40	отношению к	7	7
41	я и	3	6
42	то же	3	6
43	не было	3	6
44	в глазах	2	6
45	в своей	1	6
46	в то	3	6
47	тем что	2	6
48	казалось бы	1	6
49	для себя	1	6
50	если бы	1	6
51	сводится к	2	6
52	можно сказать	4	6
53	это не	2	6
54	а в	10	6
55	то что	2	6
56	жизни и	1	6
57	с его	8	5
58	в этой	6	5
59	как в	3	5
60	в самом	5	5
61	не могла	2	5
62	рядом с	1	5
63	в своем	4	5
64	не менее	4	5
65	тайны в	1	5
66	у него	1	5
67	никогда не	5	5
68	ничего не	3	5
69	в тексте	9	5
70	и его	13	5
71	и сам	4	5
72	одно из	1	5
73	для него	6	5
74	художественного целого	6	5
75	как бы	10	5
76	да и	2	5
77	с ее	3	5
78	что в	9	5
79	и другие	1	5
80	а между	1	4
81	но не	7	4
82	своей жизни	1	4
83	в художественном	1	4
84	то в	2	4
85	наш взгляд	2	4
86	подобно тому	3	4
87	на наш	2	4
88	человека в	1	4
89	он не	6	4
90	тем не	2	4
91	для нее	1	4
92	человеческого я	2	4
93	же время	3	4
94	как будто	1	4
95	и о	1	4
96	того чтобы	1	4
97	в конечном	2	4
98	вслед за	1	4
99	что они	3	4
100	в миропорядке	8	4
101	только в	2	4
102	в качестве	12	4
103	что и	5	4
104	как раз	7	4
105	для того	1	4
106	говорит о	2	4
107	превращается в	1	4
108	не может	2	4
109	тому как	2	4
110	о своем	2	4
111	бы и	2	4
112	человека и	1	3
113	по преимуществу	2	3
114	едва ли	3	3
115	по его	3	3
116	на себя	2	3
117	и он	2	3
118	в ней	2	3
119	еще не	6	3
120	и на	4	3
121	столь же	4	3
122	в ответ	2	3
123	о смерти	3	3
124	не все	1	3
125	со стороны	9	3
126	личностью и	1	3
127	бы не	1	3
128	раз в	1	3
129	в нем	2	3
130	мы уже	1	3
131	в круге	1	3
132	с другими	1	3
133	было бы	3	3
134	в них	2	3
135	несмотря на	2	3
136	я героини	1	3
137	пока еще	3	3
138	что было	1	3
139	этом и	1	3
140	любви и	1	3
141	как о	1	3
142	на него	1	3
143	со своим	1	3
144	личности в	3	3
145	к себе	1	3
146	что у	1	3
147	внимание на	4	3
148	все его	1	3
149	одной из	1	3
150	с ними	1	3
151	и ее	2	3
152	с одной	2	3
153	с нею	2	3
154	конечном счете	2	3
155	характерно что	1	3
156	в одном	4	3
157	ему казалось	1	3
158	что на	1	3
159	с другой	7	3
160	а с	1	3
161	прежде всего	5	3
162	в соответствии	2	3
163	противоречие с	1	3
164	одной стороны	2	3
165	все это	3	3
166	всего лишь	8	3
167	будто бы	1	3
168	все они	2	3
169	на фоне	1	3
170	героя и	4	3
171	о себе	2	3
172	есть и	1	3
173	по поводу	3	3
174	самом деле	2	3
175	во сне	3	3
176	все что	1	3
177	в чужой	1	2
178	думал о	1	2
179	в первом	2	2
180	жизни героя	1	2
181	той же	5	2
182	который в	3	2
183	говорить о	3	2
184	а для	2	2
185	он сам	1	2
186	нам представляется	2	2
187	тем как	1	2
188	внутреннего бытия	1	2
189	не понимаю	1	2
190	если в	3	2
191	ответ на	3	2
192	внутреннего я	1	2
193	отношение к	1	2
194	а всего	3	2
195	более чем	2	2
196	человеческого бытия	1	2
197	внутри себя	1	2
198	все же	4	2
199	как уже	2	2
200	и к	4	2
201	но в	2	2
202	со своей	8	2
203	та же	1	2
204	из этих	3	2
205	не более	2	2
206	и становится	1	2
207	о ее	1	2
208	тому же	3	2
209	роли в	3	2
210	мысли и	1	2
211	о которой	2	2
212	в принципе	2	2
213	не как	2	2
214	оно не	1	2
215	однако в	5	2
216	могла бы	2	2
217	не будет	3	2
218	а по	1	2
219	не с	2	2
220	лишь в	5	2
221	его в	3	2
222	это было	1	2
223	который и	1	2
224	о которых	2	2
225	автора и	1	2
226	обратимся к	1	2
227	и тогда	1	2
228	со всей	1	2
229	место в	1	2
230	в г	1	2
231	от своего	1	2
232	с точки	2	2
233	не столько	3	2
234	как видим	1	2
235	а вот	2	2
236	дело не	3	2
237	одна из	2	2
238	только не	3	2
239	ему в	1	2
240	в основе	1	2
241	к той	1	2
242	представляется нам	2	2
243	жизненные позиции	2	2
244	как мы	1	2
245	данном случае	3	2
246	самим собою	1	2
247	мысль о	3	2
248	приводит к	4	2
