N	2gram	Medvedev_V_1	Problema
1	и не	19	28
2	то есть	1	27
3	не только	25	24
4	только в	7	23
5	в виде	1	22
6	вовсе не	3	21
7	и в	26	20
8	в том	15	20
9	ни в	1	17
10	все эти	6	16
11	смысле слова	2	15
12	то что	6	15
13	потому что	1	15
14	точки зрения	3	14
15	у нас	2	14
16	той или	1	14
17	было бы	7	14
18	но и	10	14
19	также и	2	13
20	перед нами	4	13
21	не в	6	13
22	даже и	3	13
23	или иной	2	13
24	в себе	6	12
25	том что	8	12
26	по себе	2	11
27	прежде всего	13	11
28	подобного рода	1	11
29	как будто	1	11
30	отнюдь не	3	10
31	и его	6	10
32	не менее	2	10
33	так и	5	10
34	в качестве	11	10
35	при помощи	3	10
36	это значит	1	10
37	не является	5	10
38	в этом	26	9
39	художественные образы	1	9
40	может быть	22	9
41	и даже	2	9
42	все это	10	9
43	но в	2	8
44	таким образом	31	8
45	если бы	3	8
46	значит что	2	8
47	что он	4	8
48	в той	1	8
49	в результате	5	8
50	и все	1	8
51	во всяком	1	8
52	то же	10	7
53	в ней	2	7
54	еще не	2	7
55	это не	7	7
56	здесь не	1	7
57	хотя бы	19	7
58	есть в	1	7
59	с другой	11	7
60	именно в	2	7
61	сказать что	5	7
62	а не	7	7
63	и потому	2	7
64	сам по	1	6
65	мы имеем	3	6
66	а только	1	6
67	всех этих	2	6
68	об этом	9	6
69	художественный образ	5	6
70	как и	7	6
71	в данном	1	6
72	и без	1	6
73	по крайней	2	6
74	в каком	1	6
75	же самое	2	6
76	в виду	4	6
77	а также	1	6
78	крайней мере	2	6
79	по своему	1	6
80	но это	1	6
81	и от	3	6
82	для нас	1	6
83	другой стороны	8	6
84	в таком	1	6
85	действительности и	7	5
86	но не	2	5
87	как в	1	5
88	хотя и	2	5
89	и если	1	5
90	в нем	6	5
91	да и	1	5
92	те или	1	5
93	в них	4	5
94	мере не	1	5
95	в этих	1	5
96	в ее	4	5
97	данном случае	1	5
98	о том	10	5
99	можно сказать	4	5
100	жизни и	3	5
101	уже не	1	5
102	не может	17	5
103	вместе с	7	5
104	так же	3	5
105	или в	3	5
106	и ни	1	5
107	в целях	2	5
108	ничего общего	1	5
109	и т	23	4
110	это и	6	4
111	но даже	3	4
112	что его	2	4
113	кроме того	1	4
114	и есть	5	4
115	и наконец	2	4
116	уже в	1	4
117	тут и	1	4
118	в этой	4	4
119	что она	2	4
120	с тем	3	4
121	несмотря на	1	4
122	данте и	1	4
123	в своей	4	4
124	всяком случае	1	4
125	в одном	4	4
126	в вечном	1	4
127	отличается от	2	4
128	не имеет	1	4
129	только не	2	4
130	в самой	1	4
131	нет ни	2	4
132	можно было	2	4
133	жизнь и	1	4
134	с ним	1	4
135	никак не	1	4
136	в математике	1	4
137	и во	1	4
138	во всех	6	4
139	одной из	1	4
140	или иные	1	4
141	и ее	4	4
142	или даже	1	4
143	что не	3	4
144	с этим	3	4
145	как бы	5	4
146	в художественном	10	4
147	как раз	3	4
148	и для	2	4
149	у достоевского	1	4
150	же в	6	4
151	а в	3	4
152	какой мере	1	4
153	в то	6	4
154	в какой	1	4
155	художественных образов	4	4
156	самом деле	1	3
157	в зависимости	6	3
158	и этот	2	3
159	но она	1	3
160	то это	2	3
161	в каждой	1	3
162	он был	1	3
163	но как	3	3
164	явлений и	3	3
165	чем же	4	3
166	в истории	1	3
167	же и	2	3
168	в своем	8	3
169	и к	3	3
170	бы и	6	3
171	имеем в	1	3
172	т д	14	3
173	человека в	2	3
174	в другом	2	3
175	того или	2	3
176	с другими	2	3
177	этом смысле	1	3
178	из них	9	3
179	в новое	1	3
180	в жизни	2	3
181	что всякий	1	3
182	как это	12	3
183	связи с	4	3
184	нет никакого	1	3
185	вплоть до	2	3
186	как о	2	3
187	дело не	1	3
188	на себе	1	3
189	у пушкина	2	3
190	можно ли	2	3
191	казалось бы	1	3
192	имеем дело	1	3
193	в области	2	3
194	зависимости от	5	3
195	к тому	4	3
196	в самых	2	3
197	образы и	5	3
198	себе в	1	3
199	как мы	1	3
200	нечто целое	1	3
201	и весь	2	3
202	том или	1	3
203	общее и	1	3
204	в его	14	3
205	что и	3	3
206	без этого	1	3
207	конечно не	1	3
208	не обходится	3	3
209	в начале	1	3
210	в сознании	4	3
211	для него	8	3
212	себе и	2	3
213	тем что	1	3
214	для того	3	3
215	не было	7	3
216	были бы	1	3
217	еще и	2	3
218	медного всадника	1	3
219	если не	1	3
220	в связи	3	3
221	нет ничего	1	3
222	к его	2	3
223	из которых	2	3
224	или иного	1	3
225	является для	1	3
226	что мы	2	3
227	только для	1	3
228	между прочим	2	3
229	понятия и	1	3
230	иной мере	1	3
231	художественного образа	1	3
232	и как	3	3
233	все они	2	3
234	не говоря	1	3
235	совершенно не	1	3
236	что в	10	3
237	которая не	2	3
238	чтобы не	2	2
239	и то	1	2
240	сразу и	1	2
241	и закон	1	2
242	уже по	2	2
243	обойтись без	1	2
244	в которой	2	2
245	обходится без	1	2
246	модель для	1	2
247	они могут	1	2
248	время как	1	2
249	говорить о	2	2
250	не вполне	2	2
251	разобраться в	2	2
252	и он	2	2
253	чем отличается	1	2
254	значительной мере	3	2
255	между собой	1	2
256	говоря уже	1	2
257	в чем	2	2
258	нет и	3	2
259	за пределы	1	2
260	что они	3	2
261	сама по	1	2
262	относится к	2	2
263	является только	1	2
264	что во	1	2
265	стороны и	2	2
266	может обойтись	1	2
267	все же	5	2
268	достаточно ясно	1	2
269	говорит что	1	2
270	не являются	1	2
271	художественными образами	1	2
272	более или	6	2
273	не очень	1	2
274	то в	1	2
275	ни одна	2	2
276	в известном	1	2
277	тому же	1	2
278	если он	1	2
279	на его	1	2
280	что без	2	2
281	он не	2	2
282	художественном образе	1	2
283	с ее	1	2
284	том чтобы	2	2
285	а вместе	1	2
286	и может	2	2
287	его в	3	2
288	смотреть на	1	2
289	кажется что	1	2
290	не чем	1	2
291	для них	1	2
292	далеко не	2	2
293	этого не	1	2
294	между собою	2	2
295	или менее	6	2
296	имеет ничего	1	2
297	в котором	3	2
298	диалектического развития	2	2
299	объективного мира	2	2
300	иным как	1	2
