N	2gram	Voloshinov_1	Istorich
1	и в	12	26
2	так же	3	18
3	то что	5	16
4	не только	4	15
5	может быть	14	14
6	что в	2	14
7	же как	1	13
8	но и	3	12
9	связь с	2	12
10	и пр	3	11
11	так и	4	10
12	таким образом	12	10
13	и его	13	10
14	при помощи	1	10
15	все же	4	9
16	его в	4	9
17	что и	2	9
18	так как	9	9
19	и не	10	9
20	то же	5	8
21	мы имеем	2	7
22	в этом	4	7
23	он не	2	7
24	как и	5	7
25	в этих	2	7
26	как в	5	7
27	что здесь	1	7
28	в качестве	1	7
29	героя в	1	7
30	и то	2	6
31	еще не	3	6
32	что они	1	6
33	мы видели	1	6
34	не всегда	1	6
35	мы можем	2	6
36	могут быть	2	6
37	к нему	4	6
38	а не	5	6
39	не может	16	6
40	вместе с	2	6
41	когда он	3	6
42	это и	1	5
43	мы уже	1	5
44	но не	2	5
45	но в	5	5
46	уже не	4	5
47	и только	1	5
48	и по	3	5
49	но все	2	5
50	в другом	1	5
51	и с	3	5
52	это не	2	5
53	не в	4	5
54	ничего не	2	5
55	как мы	1	5
56	и здесь	2	5
57	и что	2	5
58	в его	2	5
59	в одном	1	5
60	у него	1	5
61	до сих	3	5
62	и др	5	5
63	в некоторых	3	5
64	сих пор	3	5
65	мы должны	1	5
66	к этому	2	5
67	на себя	1	4
68	в своей	3	4
69	но эта	1	4
70	же он	1	4
71	здесь не	3	4
72	о том	3	4
73	вовсе не	1	4
74	с другой	4	4
75	другой стороны	2	4
76	например в	1	3
77	из трех	1	3
78	относится к	2	3
79	в одной	1	3
80	перед нами	1	3
81	его к	2	3
82	все эти	3	3
83	что она	1	3
84	при этом	6	3
85	он должен	3	3
86	те же	2	3
87	том что	5	3
88	и более	3	3
89	как это	2	3
90	на него	2	3
91	в русской	1	3
92	связи с	1	3
93	есть только	1	3
94	и он	1	3
95	она не	2	3
96	данном случае	2	3
97	но мы	2	3
98	в том	6	3
99	мы увидим	1	3
100	только в	6	3
101	как нечто	1	3
102	не на	1	3
103	о чем	1	3
104	там где	2	3
105	что мы	5	3
106	в данном	2	3
107	наряду с	1	3
108	как бы	13	3
109	для нас	7	3
110	но это	2	3
111	между ними	2	3
112	является и	1	3
113	или он	1	3
114	и другие	2	3
115	мы здесь	1	2
116	не хочет	1	2
117	должна быть	5	2
118	то мы	1	2
119	к ним	2	2
120	отношение к	4	2
121	в истории	1	2
122	в своем	2	2
123	этой стороны	2	2
124	хотя и	1	2
125	увидим что	1	2
126	конечно не	3	2
127	сливается с	2	2
128	что это	1	2
129	в целом	1	2
130	еще один	1	2
131	и тот	1	2
132	в себе	3	2
133	имеем в	2	2
134	в нем	6	2
135	не к	3	2
136	на этом	1	2
137	здесь мы	1	2
138	связанных с	1	2
139	или просто	1	2
140	хотя бы	5	2
141	было бы	1	2
142	и тем	1	2
143	ни одной	1	2
144	которой он	1	2
145	и их	1	2
146	можно найти	2	2
147	бы мы	3	2
148	что я	1	2
149	тем не	3	2
150	все это	3	2
151	по себе	3	2
152	случае мы	1	2
153	не менее	3	2
154	здесь на	1	2
155	это мы	1	2
156	по своей	1	2
157	в области	1	2
158	от того	4	2
159	у нас	1	2
160	не могут	1	2
161	не есть	2	2
162	формы и	3	2
163	совершенно ясно	1	2
164	никогда не	5	2
165	и на	4	2
166	если бы	9	2
167	и во	1	2
168	в форме	2	2
169	того что	3	2
170	в современной	1	2
171	на которой	1	2
172	это же	1	2
173	себя в	1	2
174	уже в	2	2
175	в виде	1	2
176	есть в	1	2
177	его и	1	2
178	ни в	3	2
179	у нее	1	2
180	герой и	1	2
181	даже и	1	2
182	в особенности	2	2
183	но есть	1	2
184	говорит о	1	2
185	его как	2	2
186	с помощью	6	2
187	в частности	1	2
188	и вот	1	2
189	с этой	2	2
190	в который	1	2
191	же самое	2	2
192	но для	3	2
193	это уже	1	2
194	только одна	1	2
195	от него	1	2
196	и все	2	2
197	в лице	1	2
198	сказать что	7	2
199	но этот	2	2
200	можно наблюдать	1	2
201	на это	2	2
202	так но	1	1
203	показать что	1	1
204	можно в	1	1
205	из его	1	1
206	не имеют	1	1
207	в зависимости	2	1
208	часть его	1	1
209	мы не	3	1
210	полагать что	1	1
211	он как	1	1
212	время как	1	1
213	совпадает с	2	1
214	не вполне	1	1
215	пользуется одной	1	1
216	зависимости от	4	1
217	так называемые	1	1
218	в ней	6	1
219	может дать	1	1
220	на них	1	1
221	есть форма	1	1
222	со словами	1	1
223	в чем	2	1
224	так если	1	1
225	для слушателя	1	1
226	во всех	1	1
227	от его	1	1
228	то он	1	1
229	к которой	1	1
230	в эти	1	1
231	себе и	1	1
232	были не	1	1
233	он или	1	1
234	независимо от	2	1
235	в особом	1	1
236	общего с	2	1
237	что именно	1	1
238	как к	3	1
239	этого развития	1	1
240	следующее а	1	1
241	и наконец	3	1
242	и к	4	1
243	имеет в	3	1
244	отношение как	1	1
245	та же	1	1
246	думать что	1	1
247	им в	1	1
248	и разновидность	1	1
249	и те	2	1
250	дальше и	1	1
251	жизнью и	2	1
252	на одну	1	1
253	не как	1	1
254	из него	2	1
255	подобно тому	1	1
256	эта же	1	1
257	одно и	2	1
258	бы они	1	1
259	совпадают с	1	1
260	также только	1	1
261	на все	2	1
262	или наконец	1	1
263	и которые	1	1
264	может стать	2	1
265	и мы	1	1
266	форму и	2	1
267	другой ничего	1	1
268	но уже	1	1
269	в них	3	1
270	героя или	2	1
271	на материале	2	1
272	берет на	1	1
273	и уже	3	1
274	перестает быть	2	1
275	легче всего	1	1
276	такой же	2	1
277	и тогда	1	1
278	и становится	1	1
279	точки зрения	14	1
280	часто в	1	1
281	именно и	1	1
282	в котором	3	1
283	свой смысл	1	1
284	момент в	1	1
285	не должно	1	1
286	того кто	1	1
287	и герой	3	1
288	одна сторона	1	1
289	в то	2	1
290	передний план	1	1
291	тогда когда	2	1
292	виду не	1	1
293	найти в	1	1
294	они являются	1	1
295	с этих	1	1
296	можно сказать	5	1
297	и является	4	1
298	же этот	1	1
299	эти три	1	1
300	и делает	1	1
301	в основе	1	1
302	или иных	1	1
303	является то	1	1
304	в момент	2	1
305	на границе	3	1
306	когда мы	1	1
307	должны быть	1	1
308	к тому	1	1
309	ничего общего	1	1
310	и это	1	1
311	именно эту	1	1
312	с ее	1	1
313	как не	2	1
314	на основе	1	1
315	то время	1	1
316	в пределах	3	1
317	вещи и	2	1
318	ясно что	3	1
319	которая только	1	1
320	это только	1	1
321	жизнь и	1	1
322	с героем	3	1
323	является в	1	1
324	между собой	2	1
325	для этого	1	1
326	всегда имеет	1	1
327	по мере	1	1
328	с ним	3	1
329	творец и	1	1
330	в виду	5	1
331	собственно в	1	1
332	а к	2	1
333	эту роль	1	1
334	не ту	1	1
335	на что	1	1
336	основе своей	1	1
337	этих двух	2	1
338	образом мы	1	1
339	важно не	1	1
340	и легче	1	1
341	которые мы	2	1
342	мы ни	5	1
343	тем более	1	1
344	и следовательно	5	1
345	замечает что	1	1
346	быть и	3	1
347	но тот	1	1
348	тот же	1	1
349	и так	2	1
350	по мнению	1	1
351	но то	1	1
352	не можем	1	1
353	в большинстве	1	1
354	только на	3	1
355	здесь же	1	1
356	социальной жизни	2	1
357	он имеет	1	1
358	одно из	1	1
359	друг друга	1	1
360	речь и	1	1
361	не из	1	1
362	есть выражение	1	1
363	образом к	1	1
364	говорить и	1	1
365	именно в	1	1
366	к которому	1	1
367	как же	2	1
368	а с	1	1
369	мы еще	1	1
370	какая бы	1	1
371	если мы	1	1
372	что не	4	1
373	прежде всего	8	1
374	не было	1	1
375	конфликт со	1	1
376	зависит от	2	1
377	на передний	1	1
378	если этот	1	1
379	для историка	1	1
380	близка к	1	1
381	вступает в	1	1
382	на который	1	1
383	и она	1	1
384	от предмета	1	1
385	находит в	2	1
386	содержанию и	2	1
387	тем кто	1	1
388	на эту	1	1
389	тому как	1	1
390	быть только	2	1
391	и героем	1	1
392	как будто	1	1
393	в различные	1	1
394	в основном	2	1
395	роль он	1	1
396	свою связь	1	1
397	к пониманию	1	1
398	сколько бы	3	1
399	в результате	1	1
400	жизни и	4	1
401	еще более	1	1
402	на одно	1	1
403	или не	3	1
404	но если	1	1
405	гораздо больше	1	1
406	не знает	1	1
407	только как	1	1
408	же относится	2	1
409	к его	2	1
410	но эти	1	1
411	как на	2	1
412	они не	1	1
