N	3gram	Bakhtin_Fr_7	Problema
1	о том что	1	9
2	с точки зрения	3	8
3	в том что	3	8
4	в связи с	1	7
5	в конце концов	4	6
6	до некоторой степени	1	4
7	что иное как	1	3
8	который в своем	1	3
9	в этом смысле	1	3
10	после того как	4	3
11	не что иное	1	3
12	потому что он	1	2
13	дело в том	2	2
14	по отношению к	2	2
15	в том числе	4	2
16	мы находим в	1	2
17	но и в	1	2
18	за что и	1	2
19	и не в	1	2
20	в это время	1	2
21	в данном случае	1	2
22	во всяком случае	1	2
23	по этому поводу	1	2
24	в средневековой литературе	1	1
25	же время это	1	1
26	в своем романе	1	1
27	виде того как	1	1
28	в античной традиции	1	1
29	на самом деле	1	1
30	по всей земле	1	1
31	как и его	1	1
32	так что в	1	1
33	свидетельствует о том	1	1
34	о том как	2	1
35	таким образом здесь	1	1
36	сам по себе	1	1
37	о том чтобы	1	1
38	дошедших до нас	1	1
39	в этом отношении	2	1
40	по аналогии с	1	1
41	том числе и	2	1
42	а в дальнейшем	1	1
43	можно было бы	2	1
44	все же в	1	1
45	здесь не в	1	1
46	в новом свете	1	1
47	таким образом мы	1	1
48	но в то	3	1
49	не только в	1	1
50	и в его	2	1
51	а также и	1	1
52	нас не дошло	1	1
53	и в этом	1	1
54	содержит в себе	1	1
55	что у кого	1	1
56	и оказывается что	1	1
57	уже и в	1	1
58	что у него	2	1
59	от радости что	1	1
60	и в том	1	1
61	хотя и в	1	1
62	до нас не	1	1
63	то есть только	1	1
64	средневековой литературе мы	1	1
65	то же время	9	1
66	и всех других	1	1
67	то обстоятельство что	1	1
68	так и в	3	1
69	это и есть	1	1
70	не в силах	1	1
71	то есть в	4	1
72	с самого начала	1	1
73	мы уже упоминали	1	1
74	весь этот образ	1	1
75	в большинстве случаев	2	1
76	в то же	9	1
77	здесь говорится о	1	1
78	но оказывается что	1	1
79	при виде того	1	1
80	к тому же	1	1
81	на земле в	1	1
82	в ту эпоху	1	1
